"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"字节跳动","图像和多媒体算法实习生","6k-8k","北京 ","经验不限","硕士及以上","实习","图像处理","11:27  ","弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，职业大牛，团队氛围好",,"北京-海淀区-北京市海淀区北三环西路43号中航广场","2018-08-13 19:19:34"
"商汤科技","结构工程师","12k-24k","深圳 ","经验3-5年","本科及以上","全职","智能硬件","15:47  ","优秀团队,发展机会多","工作职责:1、 根据产品的项目要求负责新产品的外观、工艺、结构等方面的设计和制作；2、按项目计划安排产品零件的打样、制作和确认；3、负责产品结构尺寸，机械性能，模具的确认；4、负责产品维护,出相关产品技术资料(bom，包装等资料),结案资料图标准下发存档；5、对产品持续优化,通过改进设计方案、改进材料、增加零件的通用性控制成本；6、处理生产异常及模具异常问题,准确迅速的分析问题并解决；7、产品工艺流程确认；8、完成部门负责人安排的其他工作.；任职资格:1、具备电子产品结构设计3年以上经验（年龄26-28岁，条件优秀者可放宽），熟悉塑胶、五金冲压模结构，清楚产品开发流程，及时处理及改善生产中的问题，熟练应用PRO/E、AUTOCAD等绘图软件；2、工作严谨细致,有良好的工作习惯及工作方法,能适应出差，具有较强的抗压能力及应变能力,有良好的沟通能力及项目管理能力,勇于承担责任,具备较强团队合作精神；3、会Photoshop，CorelDRAW，SolidWorks，KeyShot等软件优先；4、设计过机器人、智能硬件、人脸识别相关项目的优先；","深圳-南山区-深圳湾-南海大道1052号海翔广场","2018-08-13 19:19:37"
"哈奇智能业务创新部","项目经理（AI应用方向）","20k-30k","北京 ","经验5-10年","本科及以上","全职","项目管理","10:33  ","五险一金,年节礼金,工会福利,弹性工作","岗位职责：","北京-朝阳区-双井-东三环双井富力中心","2018-08-13 19:19:40"
"云天励飞","项目管理（研发中心）","15k-30k","深圳 ","经验3-5年","本科及以上","全职","文档 | 项目管理 | PMP | 过程管理","09:48  ","独角兽,人工智能,团队融洽,高成长","岗位职责:","深圳-福田区-上步-上步中路1003号7层","2018-08-13 19:19:44"
"瑞为智能","C\C++开发工程师","20k-35k","北京 ","经验1-3年","本科及以上","全职","C | C++","17:44  ","带薪年假,下午茶,年终奖,错峰上下班","职责描述：               ","北京-海淀区-学院路-学院国际大厦","2018-08-13 19:19:49"
"北京有鱼科技互联网运营部","运营实习生（活动方向）","3k-5k","北京 ","经验应届毕业生","本科及以上","实习","运营","15:11  ","上市集团,金融科技,成长快,大牛多","【岗位职责】1、参与公司产品（app）线上线下运营活动策划 ； 2、协助活动推广后的用户跟踪及整理用户提出的反馈意见； 3、负责公司舆情监测、友商活动收集； 4、配合产品运营、用户运营等工作； 【任职要求】1、金融/经济/中文/新闻专业优先，本科/研究生均可； 2、每周保证至少4天实习时间； 3、脑洞大，有一定文字功底，熟练使用office； 4、信心耐心兼具，可长期实习（4-6个月）； 【成长机会】1.学习和了解互联网金融行业最前端的技术和产品—人工智能、智能投顾、人脸识别，含金量十足的实习证明；2.表现优异者有机会获“绿卡”，直接全职留用；3.好的工作习惯，助力职业生涯起步；4.与来自中投、外管局、高盛、道富、BAT等行业内顶尖人才并肩作战，让自己更加优秀；5.nice的部门，和气的氛围，来这里与团队一同成长；","北京-朝阳区-阜通东大街1号院望京SOHO塔3B单元3203-3206室","2018-08-13 19:19:52"
"搜狗","图像-资深研究员-杭州","30k-50k","杭州 ","经验3-5年","硕士及以上","全职","机器学习 | 深度学习 | 图像处理 | 模式识别","08:58  ","核心团队","职位概述","杭州-下沙-杭州经济技术开发区白杨街道科技园路20号14幢4层01室","2018-08-13 19:19:55"
"好未来","编程教研实习生（C++方向）","5k-6k","北京 ","经验不限","本科及以上","实习","教育 | 移动互联网","15:49  ","C++,教育","◇岗位职责 1.K12在线教育编程产品开发相关工作 2.试题解析、练习题编辑审校、图片收集、讲义校对以及内容开发相关工作 3.课件脚本编写、讲义脚本编写、题库关联 ◇任职资格 1.本科及以上学历，教育技术专业或师范类院校计算机专业优先，19届毕业生优先； 2.具备一定编程基础和授课能力，熟练使用PPT和多媒体制作； 3.优秀的沟通能力和团队协作能力，优秀的适应和抗压能力 4.具备良好职业道德和素养，保守商业机密","北京-海淀区-北京大学-中关村科贸大厦A座","2018-08-13 19:20:00"
"准动网络科技研发部","前端开发工程师","8k-10k","厦门 ","经验1-3年","大专及以上","全职","本地生活 | HTML | Javascript | Web前端","09:55  ","最近科技,精英团队,行业领先,好福利","在这里你有机会与人工智能、图像识别、人脸识别、深度学习、大数据等领域的专家一起，发现前沿趋势、探索最新科技、改变未来商业模式。","厦门-思明区-中航紫金广场A塔36层","2018-08-13 19:20:05"
"中天微系统AI事业部","[核心团队]AI算法工程师","25k-50k","杭州 ","经验3-5年","本科及以上","全职","云计算 | 电子/半导体/集成电路 | NLP | 人工智能 | 语音识别 | 图像处理","11:40  ","五险一金,人工智能,晋升空间,团队氛围","任职资格：","杭州-西湖区-西溪-西斗门路3号天堂软件园A幢15楼","2018-08-13 19:20:08"
"富力地产互联网事业部","人工智能研发专家","40k-70k","广州 ","经验5-10年","本科及以上","全职","软件开发 | ERP","11:24  ","靠谱平台,有爱团队,年终奖金,全额公积金","岗位职责：","广州-天河区-珠江新城-珠江新城华夏路10号富力中心35楼","2018-08-13 19:20:11"
"360","计算机视觉算法工程师","25k-50k","北京 ","经验1-3年","本科及以上","全职","视频 | 计算机视觉 | 图像处理 | 模式识别 | 算法","10:31  ","发展空间","职位描述：","北京-朝阳区-酒仙桥-酒仙桥路6号院（电子城•国际电子总部）","2018-08-13 19:20:14"
"Kaytion","安卓高级工程师","8k-16k","广州 ","经验1-3年","本科及以上","全职","Android","09:48  ","扁平管理,办公舒适,潜力无限","工作职责：","广州-天河区-沙河-广东省广州市天河区中成北路8号自编13-18之东F202","2018-08-13 19:20:17"
"清帆科技感知计算组","软件测试工程师","13k-18k","北京 ","经验3-5年","本科及以上","全职","视频 | 测试 | 脚本 | 自动化","09:15  ","加班补助,节日福利,创业公司,绩效奖金","1. 负责EduBrain Station的整体品质的提升与维护；","北京-海淀区-西北旺-中关村软件园立思辰大厦5层","2018-08-13 19:20:20"
"紫川软件","C++开发工程师","10k-15k","深圳 ","经验3-5年","大专及以上","全职","MFC | QT | C++ | 算法","07:37  ","周末双休 五险一金 员工旅游","岗位职责：","深圳-福田区-深南中路新闻大厦","2018-08-13 19:20:24"
"字节跳动","产品经理-特效SDK方向","10k-20k","北京 ","经验1-3年","本科及以上","全职","产品设计 | 产品策划","2018-08-09  ","六险一金，弹性工作，免费三餐，租房补贴，晋升空间，团队氛围好，优厚薪资",,"北京-海淀区-北京市海淀区知春路63号中国卫星通信大厦","2018-08-13 19:20:38"
"商汤科技智能汽车","DMS开发实习生","4k-6k","上海 ","经验不限","硕士及以上","全职","C++","15:47  ","人工智能,独角兽企业,技术大牛多,工作氛围好","岗位职责：","上海-徐汇区-上海市徐汇区漕河泾桂平路391号新漕河泾国际商务中心","2018-08-13 19:20:42"
"云天励飞研发部","Android高级开发工程师","15k-25k","深圳 ","经验3-5年","本科及以上","全职","媒体 | Android","09:48  ","生日惊喜,团队大牛,氛围轻松","岗位职责：","深圳-福田区-上步-上步中路1003号科学馆7层","2018-08-13 19:20:45"
"复华控股信息中心","C++图像处理工程师","20k-30k","北京 ","经验3-5年","本科及以上","全职","视频 | 媒体 | C++ | 图像处理 | 算法","3天前  ","提升空间大","岗位职责：","北京-朝阳区-团结湖-博瑞大厦","2018-08-13 19:20:48"
"达闼科技CV&AR","人脸属性检测算法工程师","17k-34k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 计算机视觉 | 图像处理 | 模式识别","2018-08-03  ","行业前景好,公司潜力大,发展空间大,福利待遇佳",,"北京-朝阳区-望京-望京soho塔3A座23层","2018-08-13 19:20:52"
"搜狗","智能驾驶-图像算法工程师-...","15k-30k","北京 ","经验不限","硕士及以上","全职","图像处理 | 算法","08:58  ","最前沿的AI发展方向，最强大的技术团队","职位概述","北京-海淀区-五道口-中关村东路一号院清华科技园搜狐网络大厦","2018-08-13 19:20:55"
"图麟科技","Linux运维/技术支持工程师","8k-15k","上海 ","经验3-5年","大专及以上","全职","硬件制造 | 运维 | CDN | Linux","15:08  ","补充医疗险,子女医疗险,股权激励,年度旅游","主要职责：","上海-浦东新区-张江-蔡伦路1690号3号楼3楼","2018-08-13 19:20:58"
"皓瞳科技-HortaTech研发","图像算法技术总监","20k-30k","北京 ","经验3-5年","学历不限","全职","人工智能 | 深度学习 | 计算机视觉 | 图像处理","12:10  ","前沿技术,发展空间大,股权期权,团队氛围好","职位描述：","北京-朝阳区-大山子-酒仙桥东路18号尚科办公楼B座307","2018-08-13 19:21:02"
"地平线机器人","售前业务经理","20k-35k","北京 ","经验5-10年","本科及以上","全职","技术支持","10:38  ","带薪休假，六险一金，绩效奖金","工作职责：","北京-海淀区-中关村-北京市海淀区中关村大街1号海龙大厦3层","2018-08-13 19:21:06"
"挚极科技硬件部","硬件产品经理实习生","2k-3k","上海 ","经验应届毕业生","本科及以上","实习","汽车 | 用户研究 | 需求分析","08:49  ","共享汽车,大牛多多,免费早午餐,实际项目","工作职责：","上海-嘉定区-安亭镇墨玉南路888号汽车城大厦16楼","2018-08-13 19:21:10"
"数澜科技平台部","算法工程师【杭州】","15k-30k","杭州 ","经验1年以下","硕士及以上","全职","机器学习 | 深度学习 | 算法","16:26  ","大牛云集,股票期权,六险一金,成长空间","岗位职责","杭州-余杭区-仓前街道良睦路与仓兴街交叉口创业大街","2018-08-13 19:21:13"
"叙简科技研发中心","图像识别算法工程师","15k-25k","杭州 ","经验1-3年","本科及以上","全职","深度学习 | 计算机视觉 | 图像处理 | 模式识别","1天前  ","大牛指导,扁平管理,福利齐全","岗位职责：","杭州-余杭区-文一西路海创园5号楼7F","2018-08-13 19:21:18"
"图灵机器人工程部","深度学习算法实习工程师","4k-8k","北京 ","经验不限","硕士及以上","全职","算法","11:08  ","五险一金、年终奖、没有考勤、每年两次调薪","【职责描述】","-农大南路1号硅谷亮城5号楼103","2018-08-13 19:21:25"
"新浪微博微博机器学习团队","00155-图像研发中高级工程师","40k-70k","北京 ","经验3-5年","本科及以上","全职","后端","2018-08-09  ","有健身房,五险一金,带薪年假","岗位描述：","北京-海淀区-西北旺东路10号院西区8号楼新浪总部大厦","2018-08-13 19:21:28"
"Easiio","C/C++开发实习生","3k-6k","厦门 ","经验1年以下","本科及以上","全职","QT | 图像处理 | 软件开发 | Linux/Unix","09:04  ","五险一金,年终多薪,带薪年假,高质量团队","任职条件：","厦门-思明区-软件园二期观日路56号903室","2018-08-13 19:21:31"
"商汤科技工程产品中心","DMS算法开发工程师","20k-40k","深圳 ","经验不限","本科及以上","全职","汽车 | 硬件制造 | 算法","15:47  ","AI独角兽,技术大牛,公司前景","岗位职责：","深圳-南山区-深圳湾-深圳市南山区南海大道1052号海翔广场7层","2018-08-13 19:21:46"
"复华控股信息中心","算法开发工程师","15k-30k","北京 ","经验3-5年","大专及以上","全职","医疗健康 | 智能硬件 | 人工智能 | 深度学习 | 算法","3天前  ","提升空间大","岗位职责：","北京-朝阳区-团结湖-博瑞大厦","2018-08-13 19:21:49"
"云天励飞技术研发部","IOS开发工程师","10k-20k","深圳 ","经验1-3年","本科及以上","全职","IOS","09:48  ","人工智能领,年终奖,六险一金","岗位职责：","深圳-福田区-上步-上步中路1003号科学馆7层","2018-08-13 19:21:52"
"云徙科技","AI算法工程师","13k-25k","广州 ","经验3-5年","本科及以上","全职","人工智能 | 算法","3天前  ","五险一金,A轮融资,周末双休,福利健全","岗位职责：","广州-黄埔区-鱼珠-大沙地西鱼珠智谷创业园A102栋（锦田花园旁）地铁鱼珠站C出口","2018-08-13 19:21:55"
"复创互联网技术部","软件开发工程师","15k-25k","上海 ","经验3-5年","本科及以上","全职","软件开发 | C++","3天前  ","创新团队,福利齐全","岗位职责：1）参与系统需求分析和调研2）完成软件相关功能的设计、代码开发、测试调试。3）定位和解决应用问题，持续进行代码优化。任职要求：1、计算机/电子工程/通信/以及相关专业，本科或以上学历。2、有1年或以上软件开发经验。3、熟悉C/C++/C#至少一门语言，熟练使用windows平台下的开发工具。4、有很强的代码编写能力和良好的代码风格。5、有图像处理，人脸识别相关软件开发经验者优先6、具有较强的分析和解决问题的能力。7、良好的工作习惯和工作态度、良好的沟通能力和团队合作精神。","上海-杨浦区-控江路1555号A1706","2018-08-13 19:21:58"
"联想集团LR","视频图像处理高级工程师","25k-45k","北京 ","经验3-5年","硕士及以上","全职","视频 | 图像处理 | 算法","3天前  ","大平台,超棒团队,超赞福利,五险一金","Position Description:","北京-海淀区-西二旗-联想集团联想研究院","2018-08-13 19:22:02"
"武汉佰钧成技术有限公司SSBG-BU6","PS修图员","4k-8k","深圳 ","经验1-3年","大专及以上","全职","编辑 | 文案","2018-08-06  ","五险一金,商业保险,聚餐聚会,节日礼品","岗位职责","深圳-龙岗区-坂田天安云谷12楼N/岗头发展大厦3楼","2018-08-13 19:22:05"
"TuSDK研发部","高级算法工程师","18k-30k","杭州 ","经验3-5年","硕士及以上","全职","机器学习 | 深度学习 | 算法","09:08  ","团建,体检,双休,节日福利","工作职责","杭州-西湖区-西溪-文一西路83号文益楼5楼503","2018-08-13 19:22:09"
"爱华盈通品质部","测试工程师","5k-10k","深圳 ","经验不限","大专及以上","全职","测试 | 自动化 | 功能测试 | 性能测试","16:49  ","人工智能,公司发展快,工作有挑战,氛围好","岗位职责：","深圳-南山区-中山园路TCL国际E城G3栋1001","2018-08-13 19:22:12"
"Easiio","C/C++开发工程师","8k-10k","厦门 ","经验1-3年","本科及以上","全职","嵌入式 | 软件开发 | QT | Linux/Unix","09:04  ","五险一金,年终多薪,带薪年假,高质量团队","                1、计算机及相关专业毕业，本科以上学历。","厦门-思明区-软件园二期观日路56号903室","2018-08-13 19:22:17"
"360","图像应用开发工程师","15k-30k","深圳 ","经验3-5年","本科及以上","全职","Android","3天前  ","大平台,领导好,发展快","岗位职责：","深圳-南山区-南山区南山智园","2018-08-13 19:22:20"
"musical.ly","多媒体研发工程师 - 短视频","25k-45k","上海 ","经验3-5年","本科及以上","全职","C++","3天前  ","六险一金,高薪期权,租房补贴,弹性工作","职位描述：","上海-黄浦区-南外滩-八号桥创意园","2018-08-13 19:22:23"
"真格基金真格基金HR项目组真聘","图像算法工程师-真格基金...","30k-45k","北京 ","经验1-3年","本科及以上","全职","汽车 | 视频 | 算法 | 数据挖掘","09:48  ","人工智能,人脸识别,五险一金,顶尖投资","工作职责","北京-海淀区-学院路-五道口","2018-08-13 19:22:26"
"Aibee技术部","计算机视觉算法科学家/工程师","30k-60k","北京 ","经验1-3年","本科及以上","全职","人工智能 | 计算机视觉 | 图像处理 | 算法","2天前  ","技术大牛,国际化团队,创业公司","计算机视觉算法科学家/工程师","北京-海淀区-西北旺-上地三街金隅嘉华大厦B座1201","2018-08-13 19:22:30"
"悠然阿尔法市场部","BD经理","6k-9k","成都 ","经验1-3年","本科及以上","全职","BD | 市场拓展 | 商务拓展","3天前  ","五险一金,零食免费,氛围好","岗位职责","成都-高新区-大源国际中心A3栋2004","2018-08-13 19:22:35"
"商汤科技","全栈开发经理","20k-40k","上海 ","经验5-10年","本科及以上","全职","JS | 全栈","15:47  ","人工智能,独角兽企业,技术大牛多,工作氛围好","工作职责：","上海-徐汇区-上海市徐汇区漕河泾桂平路391号新漕河泾国际商务中心","2018-08-13 19:22:49"
"复华控股信息中心","算法开发工程师","15k-30k","北京 ","经验3-5年","本科及以上","全职","智能硬件 | 人工智能 | 深度学习 | 模式识别 | 算法","2018-08-08  ","五险一金,补助","岗位职责：","北京-朝阳区-团结湖-博瑞大厦","2018-08-13 19:22:52"
"云徙科技研发中心","AI算法实习生","2k-4k","广州 ","经验1年以下","本科及以上","全职","机器学习 | 人工智能 | 语音识别","3天前  ","快速晋升,A轮融资,周末双休,福利健全","岗位职责：","广州-黄埔区-鱼珠-大沙地西鱼珠智谷创业园A102栋（锦田花园旁）地铁鱼珠站C出口","2018-08-13 19:23:00"
"七牛云人工智能实验室","资深人脸算法工程师","25k-40k","上海 ","经验3-5年","本科及以上","全职","算法","10:57  ","六险一金,免费健身,带薪病假,超长年假","工作内容：","上海-浦东新区-长泰广场A1座","2018-08-13 19:23:03"
"袋鼠云大数据部","算法工程师","15k-30k","杭州 ","经验3-5年","硕士及以上","全职","大数据 | 算法 | 数据挖掘","3天前  ","阿里系创业,云计算生态,股票期权,交通补贴","1. 深入行业应用场景，根据场景实现机器学习算法服务","杭州市市市-西湖区-西溪-紫霞街176号互联网创新创业园2-8","2018-08-13 19:23:07"
"橙鹰安全部","图像算法专家","30k-50k","杭州 ","经验3-5年","本科及以上","全职","深度学习 | 计算机视觉 | 图像处理 | 算法","2018-08-06  ","带薪年假,五险一金,扁平管理,发展空间大","职位描述：","杭州-余杭区-仓前-良睦路999号乐佳国际4号楼","2018-08-13 19:23:14"
"奇点云技术部","图像算法工程师（图像处理...","20k-40k","杭州 ","经验不限","本科及以上","全职","图像处理 | 算法","2018-08-09  ","不打卡,带薪年假,定期体检,股票期权","图像算法工程师（图像处理方向）","杭州-余杭区-杭州余杭区仓前街道仓兴街1号23幢","2018-08-13 19:23:19"
"比特大陆AI产品研发部","算法工程师","15k-30k","福州 ","经验1-3年","本科及以上","全职","机器学习 | 深度学习 | 算法","2018-08-01  ","平台发展广,人工智能,福利优厚","岗位职责","福州-闽侯县-软件园C区","2018-08-13 19:23:26"
"美的集团IT","AI高级算法工程师","30k-60k","佛山 ","经验5-10年","硕士及以上","全职","计算机视觉 | 算法 | 人工智能","2018-07-26  ","平台好,前景优秀","【岗位职责】","佛山-顺德区-美的大道美的总部大楼","2018-08-13 19:23:33"
"大盒子洗车","图像识别算法工程师","15k-30k","杭州 ","经验不限","本科及以上","全职","Java | Python | 算法 | 模式识别","3天前  ","双休,五险一金,股票期权,带薪休假","1、负责人脸识别包括检测、识别、跟踪等技术研究；","杭州-余杭区-文一西路1818-2号人工智能小镇11号楼6楼","2018-08-13 19:23:37"
"新浪微博新浪微博","00145-微博机器学习-图像...","50k-80k","北京 ","经验5-10年","本科及以上","全职","后端","2018-07-26  ","五险一金,定期体检","岗位职责：","北京-海淀区-西北旺东路10号院西区8号楼新浪总部大厦","2018-08-13 19:23:40"
"地平线机器人智慧零售事业部","技术支持工程师","15k-30k","北京 ","经验应届毕业生","本科及以上","全职","项目管理","10:38  ","福利好，待遇佳，发展前景广阔","工作职责:1．负责公司产品解决方案的安装、部署及维护工作；2．督导施工人员完成设备的安装及调试；3．负责人脸识别产品等工程系统的客户演示、POC 测试等工作；4．负责总结和标准化工程施工中调试问题、系统问题，并设计有效的改进方案；5．负责对客户的技术培训和技术对接工作。 任职资格:1．全日制本科及以上学历，计算机、自动化、通信工程、软件工程等相关专业，有3年以上IT、安防、系统集成行业技术支持经验优先；2．熟练使用Linux操作系统，能够shell编程者更佳；3．熟练使用Oracle，Mysql数据库命令操作；4．具备高度的敬业精神、较强的学习能力及协调能力，能够适应快节奏高强度的工作。","北京-海淀区-中关村-中关村大街1号海龙大厦3层","2018-08-13 19:23:44"
"云天励飞研发中心","Android开发工程师","8k-15k","深圳 ","经验1-3年","本科及以上","全职","移动端 | Android | IOS | Web前端","09:48  ","AI行业,技术前沿,成长快","岗位职责：","深圳-福田区-深圳","2018-08-13 19:23:47"
"星炫科技研发部","IOS工程师","17k-34k","深圳 ","经验3-5年","本科及以上","全职","IOS","14:05  ","鹅厂文化,不打卡,零食管饱,股份期权","职位描述：","深圳-南山区-科技园-讯美科技广场一座6201","2018-08-13 19:23:51"
"中科视拓研发部","C++工程师","15k-25k","北京 ","经验1-3年","本科及以上","全职","软件开发 | Linux","10:06  ","全额公积金,成长快,福利好","岗位职责：","北京-海淀区-北四环西路9号","2018-08-13 19:23:54"
"美的集团IT共享技术","AI算法工程师","20k-40k","佛山 ","经验不限","硕士及以上","全职","人工智能 | 深度学习 | 计算机视觉 | 图像处理","2018-07-29  ","大牛云集,技术氛围好,竞争力薪资,公司各项福","【岗位职责】","佛山-顺德区-美的大道美的总部大楼","2018-08-13 19:24:08"
"商汤科技工程院","高级测试开发工程师","15k-30k","上海 ","经验不限","本科及以上","全职","测试","2018-08-03  ","平台好","工作职责:1.负责业内领先人脸识别产品的质量保证             2.参与产品需求和构架设计评审，评估整体技术架构合理性以及相关的可测性；                        3.通过制定测试相关流程、策略、方法和工具等创新，持续提升测试的质量和效率；                  4.深入理解系统内部的工作原理，从测试的角度提出改进意见；                                                5.开发相关工具和自动化管理，持续集成平台；  6.执行测试用并进行产品缺陷的跟踪，整理测试结果完成测试报告；                                        7.解决测试过程中的复杂技术问题；任职资格:1.工科、计算机或其它相关专业本科以上学历，良好的计算机专业基础(数据结构, 算法, 编程语言, 数据库等)；2.至少三年以上软件开发、自动化测试或白盒测试工作经验；3.熟悉常见测试脚本语言, 精通至少一种编程语言（C++/Java/golang/Shell/Python/Ruby/Perl) 4.熟悉软件开发和测试流程，能基于产品规格和内部原理，设计测试方案和测试标准,包含但不限于功能测试、性能测试、压力测试，高可用测试、安全测试等。5.有很强的学习能力、分析能力和解决问题的能力，对未知领域有一定的学习和研究能力，有较强的过程改进意识6具备较强的的团队内外沟通和协作能力, 对工作有持续的热情,个性乐观开朗,逻辑性强,思路活跃,乐于合作； 7有自动化测试工具、框架、系统开发、持续集成经验者优先，包括但不限于错误模拟、压力仿真、系统分析、数据分析工具等","上海-徐汇区-百汇园","2018-08-13 19:24:12"
"非常满意研发部","机器视觉工程师（深度学习...","25k-30k","广州 ","经验3-5年","本科及以上","全职","人工智能 | 机器学习 | 计算机视觉 | 图像处理","2018-08-08  ","五险一金,年终奖,年休假,周末双休","职责：","广州-天河区-五山-中山大道西89号天河软件园（华景园区）A栋9楼南908室","2018-08-13 19:24:16"
"飞驰镁物智能硬件部","高级前瞻研究员","20k-40k","北京 ","经验3-5年","硕士及以上","全职","汽车 | 需求分析","15:22  ","六险一金,14薪","工作职责:","北京-朝阳区-广渠路3号，竞园艺术中心36A","2018-08-13 19:24:19"
"达内集团童程教研部","少儿编程讲师（web前端） (M...","15k-30k","北京 ","经验5-10年","本科及以上","全职","教育 | 移动互联网","09:19  ","福利多多,技术大牛","任职资格:","北京-海淀区-皂君庙-大钟寺中鼎大厦","2018-08-13 19:24:23"
"MINISO名创优品","图像算法分析师","15k-30k","广州 ","经验1-3年","本科及以上","全职","人工智能 | 深度学习 | 算法","2018-08-02  ","待遇好,平台大,领导好,发展好","职位描述：1、负责对人脸图像的识别/标签/分类，通过持续优化人工智能识别算法和机器学习模型，提升人脸识别的准确度和效率；2、负责对物品图像的识别/标签/分类，提升物品识别的准确度和效率；3、负责针对业务部门的数据分析相关需求，进行需求解析和试验设计等；4、负责人脸识别的研发、产品化落地；","广州-荔湾区-和业广场","2018-08-13 19:24:28"
"习美科技开发部","C++软件开发工程师","9k-15k","乌鲁木齐 ","经验3-5年","大专及以上","全职","大数据 | 人脸识别","10:13  ","C++,人工智能,人脸识别,大数据","1.岗位职责：","乌鲁木齐-新市区-鲤鱼山南路赛博特汽配市场E区5号楼3楼","2018-08-13 19:24:32"
"贝壳","视觉算法⼯工程师","30k-50k","北京 ","经验1-3年","本科及以上","全职","深度学习 | 计算机视觉 | 图像处理","09:24  ","15薪,超大平台,三餐免费,健身房","工作职责:1. 负责贝壳找房一系列图像/图片相关工作，包括但不限于场景识别，人脸识别，目标检测，图像检索，OCR等问题2. 负责算法的工程化、产品化工作3. 关注计算机视觉领域的最新研究进展，跟踪、调研前沿动态任职资格:1. 本科及以上学历2. 计算机基础知识扎实，熟练掌握 Python，C/C++，SHELL 等编程语言3. 熟悉计算机视觉基本理论知识，并具备⾄少1年以上的相关工作经验4. 掌握深度学习基本理论知识，并具有相关建模调优经验5. 有图像处理领域相关竞赛经验者优先6. 具有良好的学习能力、时间和流程意识，工作沟通坦诚直接，不惧挑战，不藏着掖着","北京-海淀区-上地-开拓路11号福道大厦","2018-08-13 19:24:36"
"科大讯飞","研究员（图像识别）","10k-20k","武汉 ","经验3-5年","本科及以上","全职","视频 | 深度学习 | 图像处理 | 模式识别","08:54  ","前沿技术、平台大、领导nice","岗位职责","武汉-东湖新技术开发区-光谷-光谷软件园A2栋","2018-08-13 19:24:39"
"深感科技系统集成","高级软件研发工程师","25k-35k","北京 ","经验3-5年","本科及以上","全职","Java","18:43  ","股权激励,广阔的前景,错峰上下班,带薪年假","职责描述：               ","北京-海淀区-万柳-知春路1号","2018-08-13 19:24:42"
"美团点评金融服务平台","技术平台-高级算法工程师（...","15k-30k","北京 ","经验5-10年","本科及以上","全职","金融 | 图像处理 | 算法","09:39  ","核心部门,平台大,待遇优,发展空间大","工作职责：","北京-朝阳区-望京-望京东路4号院","2018-08-13 19:24:45"
"数美","深度学习工程师","25k-50k","杭州 ","经验1-3年","本科及以上","全职","机器学习 | 深度学习 | 算法","07:12  ","行业大咖,自由开放,Geek","职位描述：","杭州-余杭区-仓前-文一西路人工智能小镇","2018-08-13 19:24:49"
"360","算法工程师","25k-50k","深圳 ","经验3-5年","本科及以上","全职","机器学习 | 深度学习 | 图像处理 | 算法","3天前  ","大平台,领导好,发展快","岗位职责： 1、负责手机相机相关的图像处理算法和深度学习算法的预研","深圳-南山区-南山区南山智园","2018-08-13 19:24:53"
"达闼科技CV&AR","深度学习算法实习生","4k-6k","北京 ","经验不限","硕士及以上","实习","人工智能 | 深度学习 | 计算机视觉 | 图像处理","2018-08-03  ","行业前景好,公司潜力大,发展空间大,福利待遇佳",,"北京-朝阳区-望京-望京soho塔3A座23层","2018-08-13 19:24:56"
"APUS Group研发","算法专家","30k-50k","北京 ","经验3-5年","硕士及以上","全职","机器学习 | 图像处理 | 模式识别 | 算法","11:11  ","专家级,技术说了算","任职资格：","北京-海淀区-上地-北京市海淀区农大南路1号硅谷亮城2A305","2018-08-13 19:25:00"
"美的集团IT","AI算法工程师","20k-40k","佛山 ","经验3-5年","硕士及以上","全职","人工智能 | 深度学习 | 算法","2018-07-26  ","发展好,平台大","【岗位职责】","佛山-顺德区-美的大道美的总部大楼","2018-08-13 19:25:14"
"新浪微博微博机器学习研发部","机器学习研发部-图像研发...","30k-50k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | 深度学习 | 模式识别 | 算法","2018-07-23  ","大平台,福利待遇好,发展前景好","【职位描述】","北京-海淀区-马连洼-西北旺东路10号院西区8号楼新浪总部大厦","2018-08-13 19:25:18"
"猎豹移动","高级销售经理&总监（华...","15k-30k","武汉 ","经验3-5年","大专及以上","全职","企业服务","11:21  ","人工智能,上市公司,丰厚福利","工作职责:1、负责国内人工智能解决（人脸识别系统、语音交互系统等解决方案）、机器人市场的挖掘、拓展，完成相应的业绩任务。2、挖掘、拓展有市场资源和资金实力的渠道商，拓展大客户。3、维护代理、大客户关系、日常拜访客户，及时了解、处理渠道商、直接客户问题反馈。4、收集、分析竞争对手技术、商务信息，为项目商务决策提供支撑。5、完成订单合同流程，市场的需求等预测。7、服从工作安排，定期反馈项目进展、汇报日常工作。任职资格:1、大专以上学历，工科类如电力、电子、计算机、能源、自动化等专业；2、5年以上经验，具有相关行业区域复杂系统销售工作经验和团队管理经验；3、了解相关行业及国家政策，熟悉人工智能解决（人脸识别系统、语音交互系统等解决方案）、机器人市场运作流程者优先。4、有一定企业、金融政府行业企业客户资源、有人工智能（人脸识别系统、语音交互系统）等解决方案、机器人市场工作经验者优先。5、外形气质好，有较好的业务能力、沟通协调及处理突发事件的能力；6、具有很强的开拓精神、创新精神、吃苦耐劳，能坚持大区内经常出差，有较强的承压能力；","武汉-江岸区-三阳路-解放大道1208号","2018-08-13 19:25:21"
