"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"恒大珠三角公司系统架构部","人脸识别专家","35k-50k","深圳 ","经验5-10年","硕士及以上","全职","图像处理 | 机器学习 | 模式识别 | 人工智能","08:57  ","世界500,大平台,BAT团队,物联网","岗位职责","深圳-南山区-深圳湾-航天科技广场","2018-08-13 19:12:29"
"非常满意研发","人脸识别工程师","30k-50k","广州 ","经验3-5年","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 计算机视觉","2018-08-08  ","五险一金,周末双休,股票激励,带薪年假","职责：","广州-天河区-五山-中山大道西89号天河软件园（华景园区）A栋9楼南908室","2018-08-13 19:12:33"
"平安科技","人脸识别研发工程师（深圳）","15k-20k","深圳 ","经验不限","本科及以上","全职","视频 | C++ | 算法","10:24  ","世界500强 带薪年假 节日福利 绩效丰厚","岗位职责:","深圳市-福田区-八卦岭-八卦岭八卦三路平安大厦","2018-08-13 19:12:36"
"搜狗","图片搜索-人脸识别研究员-...","20k-35k","北京 ","经验5-10年","本科及以上","全职","软件开发","08:58  ","发展前景好","【项目介绍】搜狗图片搜索汇集亿万网页图片，提供写真、海报、壁纸、素材等满足用户对不同类型图片需求；同时在图像识别研究方面成果卓著，搜狗识图首次在中文领域内实现“以图搜图”的全新功能，标志着中文互联网正式走入读图时代。这里有深度学习、图像识别方向的技术大牛与你一块研究图像方向最前沿的技术，并广泛应用到搜狗搜索的各项产品中。【职位诱惑】公司级战略重点项目，核心部门。【岗位职责】1）负责人脸识别项目商业化落地算法优化2）包括人脸图像预处理工作、人脸检测、特征点定位、配准和识别； 3）负责人脸识别模型的设计、训练","北京-海淀区-五道口-中关村东路一号院清华科技园搜狐网络大厦","2018-08-13 19:12:39"
"Obsbot寻影","人脸识别工程师","12k-20k","杭州 ","经验不限","本科及以上","全职","人工智能 | 计算机视觉 | 图像处理 | 模式识别","17:40  ","大牛带队,前沿技术,发展前景,福利从优","岗位描述 ","杭州-西湖区-三墩-紫金众创小镇，E2幢1409","2018-08-13 19:12:42"
"大道智创","人脸识别工程师","8k-15k","深圳 ","经验1-3年","本科及以上","全职","视频 | Python | 算法 | 模式识别","09:22  ","五险一金,弹性上班,下午茶,团队氛围好","岗位职责：","深圳-南山区-塘兴路众创产业园B54栋集动空间三楼309-310","2018-08-13 19:12:45"
"联想集团LR","人脸识别资深研究员","30k-50k","北京 ","经验5-10年","硕士及以上","全职","机器学习 | 深度学习 | 算法","3天前  ","带薪年假","Position Description:","北京-海淀区-西二旗-联想集团联想研究院","2018-08-13 19:12:50"
"美图公司","计算机视觉工程师 -人脸识...","15k-30k","厦门 ","经验不限","硕士及以上","全职","人工智能 | 机器学习 | 计算机视觉","2018-08-06  ","富有挑战,牛人多,福利好","岗位职责： ","厦门-思明区-软件园-软件园二期望海路6号","2018-08-13 19:12:54"
"京东金融","人脸识别算法工程师","30k-50k","北京 ","经验3-5年","硕士及以上","全职","机器学习 | 深度学习 | 模式识别 | 算法","11:55  ","班车,餐补","岗位职责：","北京-大兴区-京东总部","2018-08-13 19:12:57"
"深图智服DEEPIR","人脸识别工程师","18k-35k","北京 ","经验不限","本科及以上","全职",,"2018-08-01  ","人工智能 机器学习 深度学习 国际化","岗位职责:","北京-海淀区-中关村-中关村","2018-08-13 19:13:02"
"深图智服DEEPIR","人脸识别工程师","18k-35k","北京 ","经验不限","本科及以上","全职",,"2018-08-01  ","人工智能 机器学习 深度学习 国际化","岗位职责:","北京-海淀区-中关村-中关村","2018-08-13 19:13:04"
"快手研发线","人脸识别资深研究员","30k-50k","北京 ","经验3-5年","硕士及以上","全职","深度学习","2018-08-07  ","弹性工作,股票期权,精英团队,千万级用户","1. 负责快手人脸检测、关键点检测、人脸识别等工作工作；2. 驱动人脸识别相关服务在公司落地，并对服务结果负责。","北京-海淀区-北京海淀","2018-08-13 19:13:07"
"深圳市脸趣互联网科技有限公司","人脸识别专家工程师","50k-100k","深圳 ","经验不限","学历不限","全职","电商 | 教育 | 深度学习 | 计算机视觉 | 图像处理 | 模式识别","2018-08-09  ","公司处于互联网风口行业，发展前景广阔","在人脸识别行业有研究，特别是在室外强光下。有成功应用实践，编写过相关代码，熟悉OpenCV。","深圳-宝安区-西乡-西乡街道","2018-08-13 19:13:10"
"触景无限","人脸识别算法工程师","28k-35k","北京 ","经验5-10年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | 模式识别","09:45  ","年终分红,股票期权,14薪,五险一金","岗位职责：","北京-海淀区-上地-上地创业中路32号标厂科技园3号电梯5层","2018-08-13 19:13:13"
"天地融研究院","人脸识别算法工程师","15k-25k","北京 ","经验不限","硕士及以上","全职","软件开发","10:30  ","弹性工时,交通补助,饭补,绩效奖金","岗位职责","北京-海淀区-西北旺-北清路中关村壹号","2018-08-13 19:13:16"
"Obsbot寻影","人脸识别工程师实习生","4k-8k","杭州 ","经验不限","本科及以上","全职","人工智能 | 深度学习 | 计算机视觉 | 算法","17:40  ","技术大牛,前沿技术,朝阳行业","岗位描述 ：","杭州-西湖区-三墩-紫金众创小镇，E2幢1409","2018-08-13 19:13:30"
"捷通华声","人脸识别算法工程师（AFR）","20k-40k","北京 ","经验1-3年","硕士及以上","全职","人工智能 | 机器学习 | 图像处理 | 模式识别","10:28  ","福利待遇好，有发展前景，半年调薪","职位描述：1.负责人脸识别（AFR）的算法研究和工程实现；2.通过持续优化人工智能识别算法和机器学习模型，提升人脸识别的准确度和效率，提升应用的客户感知； 3.负责人脸识别的研发、产品化落地； 4.负责跟进行业前沿技术发展趋势，跟踪国际最新算法发展方向和相应技术。","北京-海淀区-西二旗-中关村软件园2A楼2101","2018-08-13 19:13:34"
"滴滴出行安全产品与技术部","人脸识别算法工程师(J1805...","30k-40k","北京 ","经验3-5年","硕士及以上","全职","移动端 | HTML","3天前  ","大平台 重点业务 成长快 福利好",,"北京-海淀区-北京市海淀区东北旺西路8号数字山谷","2018-08-13 19:13:37"
"平安科技","人脸识别实施工程师（深圳）","10k-20k","深圳 ","经验不限","本科及以上","全职","硬件制造 | 软件开发 | 实施 | 技术支持 | Linux","10:24  ","福利待遇、发展前景、世界500强","岗位职责：1、负责基于智能硬件及网络的人脸识别等AI系统的实施技术支持（包括但不限于RFID、ibeacon、NFC、蓝牙、VR/AR、红外、视频设备等）；2、负责对现有AI系统进行调整优化和升级；3、负责用户培训；4、对接产品、算法等研发工程师提出针对项目的优化解决方案；5、监控并统计系统运行数据。任职要求：1、本科学历，计算机、网络相关专业；2、具备TCP/UDP, HTTP等相关网络知识并能熟练应用；","深圳市-福田区-八卦岭-八卦岭八卦三路平安大厦","2018-08-13 19:13:40"
"帝联科技DTS","人脸识别算法工程师","15k-30k","上海 ","经验1-3年","本科及以上","全职","图像处理 | 深度学习 | 视频 | 算法","2018-08-01  ","晋升空间大,技术大咖多,福利待遇好","岗位职责：1、研究开发人脸检测与识别算法，并负责把算法移植到企业应用APP中；2、负责人脸识别产品和系统的方案制定，完成人脸识别相关应用的开发；3、负责开发人脸识别SDK供上层调用；4、负责人脸检测与识别技术的跟踪、研究和分析。任职要求：1. 本科以上学历，数学、计算机模式识别，机器视觉，图像检测相关专业；2. 具备人脸识别、目标检测、跟踪和识别、图像处理等技术研发能力；3. 能够熟练运用计算机视觉、模式识别的常用算法，如果具有图像分类、图像语义理解、图像自动标注，图像检索等项目开发经验的优先；4．熟悉常用的数字图像处理算法，熟练使用C/C++编程，能应用matlab或OpenCv等工具进行图像分析；5．良好的计算机视觉知识，有OpenCV或相关经验；6. 良好的团队合作精神；7. 较好的英文文献阅读以及表达能力；  ","上海-普陀区-金沙江路-中江路879号天地软件园21号楼","2018-08-13 19:13:43"
"威莱斯电子研发部","人脸识别算法工程师","8k-10k","无锡 ","经验1年以下","硕士及以上","全职","算法","2018-07-31  ","新项目,前沿技术,晋升空间","1、本科或硕士学历，计算机、数字图像处理、自动化、数学等相关专业；","无锡-滨湖区-雪浪-绣溪路50号K-PARK服务中心大厦3号楼","2018-08-13 19:13:46"
"深图智服DEEPIR","人脸识别算法工程师","9k-18k","北京 ","经验1-3年","本科及以上","全职","算法","2018-08-01  ","人工智能 机器学习 深度学习 国际化","岗位职责","北京-海淀区-苏州街-北四环西路68号7层717","2018-08-13 19:13:49"
"行云智能技术研发部","人脸识别算法工程师","15k-30k","深圳 ","经验不限","本科及以上","全职","软件开发","3天前  ","发展空间大,人脸识别,周末双休,年终奖","岗位职责：","深圳-南山区-南头-金鸡路1号田厦翡翠明珠写字楼1808A","2018-08-13 19:13:52"
"中科博宏","人脸识别算法工程师","30k-60k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 深度学习 | 计算机视觉 | 模式识别","2018-08-01  ","中科院孵化,职业规划,科研奖励","职位描述1. 推进计算机视觉和深度学习领域的核心算法；2. 构建计算机视觉或深度学习领域的关键应用；3. 推动计算机视觉&机器学习算法在众多商业实际应用领域的性能优化和落地；4. 负责计算机视觉&机器学习（包括深度学习）算法的开发与性能提升（检测、跟踪、分类、语义分割、深度估计、图像处理、视频分析、3D图形与视觉、SLAM、强化学习、自然语言理解、机器人技术相关算法等）；5. 提出和实现最前沿的算法，保持算法在学术界的领先。6. 负责物体检测（人脸，车辆、OCR）、分类、跟踪、识别、图像理解、图像质量评估和增强，视频分析等前沿技术研发和实现。任职要求：1. 过硬的科研背景：深度学习/机器学习；计算机视觉（包括分类，检测，分割，跟踪，和三维重建）；图像或信号处理；计算摄影学和计算机图形学；2. 扎实的编程基础；3. 熟悉本研究领域的最新研究成果，公开数据集，和相关的开源系统；4. 有很强的自学能力和独立思考能力，善于思考和表达自己的想法；同时又具备良好的团队合作精神；5. 熟悉 Python 等至少一门脚本语言，使用过 Theano，Caffe，Torch，TensorFlow 等开源深度学习框架优先；6. 有深度模型训练，图像分类、物体检测与分割、视频分析、三维建模、计算机图形学等相关科研经历者（例如顶级会议第一作者）优先；","北京-朝阳区-安定路33号化信大厦A座1102室","2018-08-13 19:13:58"
"北京智慧图","高级人脸识别算法工程师","20k-30k","北京 ","经验5-10年","本科及以上","全职","算法","2018-08-09  ","算法,人脸识别,高级","岗位职责：","北京-海淀区-学院路-学院路和知春路的交汇处致真大厦C座10层","2018-08-13 19:14:01"
"鑫洋泉软件开发","人脸识别软件应用开发工程师","15k-30k","北京 ","经验3-5年","本科及以上","全职","ARM | 嵌入式 | Linux | 移动互联网 | 汽车","2018-07-26  ","五险一金",,"北京-海淀区-上园村3号交大科技大厦1303室","2018-08-13 19:14:05"
"佳都科技智能轨道交通事业部","产品经理（智能视频、人脸识...","10k-20k","广州 ","经验3-5年","本科及以上","全职","产品设计","09:48  ","上市企业","岗位职责：","广州-天河区-员村-新岑四路2号佳都智慧大厦","2018-08-13 19:14:10"
"RokidR-Lab","人脸识别算法工程师","15k-30k","杭州 ","经验1-3年","本科及以上","全职","人工智能 | 深度学习 | 计算机视觉 | 图像处理","2018-07-23  ","五险一金,股票期权,弹性工作,人工智能","岗位职责：","杭州-余杭区-西溪-西溪艺术集合村","2018-08-13 19:14:16"
"猎户星空计算机视觉","视觉算法工程师（人脸识别...","15k-30k","北京 ","经验1-3年","学历不限","全职","算法","11:22  ","发展前景无限","职位描述： ","北京-朝阳区-团结湖-北京市朝阳区工体北路甲二号盈科中心裙房办公楼1-4层","2018-08-13 19:14:19"
"奇点云技术部","图像算法工程师（人脸识别...","20k-40k","杭州 ","经验不限","本科及以上","全职","人工智能 | 机器学习 | 图像处理 | 模式识别","2018-08-09  ","五险一金,带薪年假,定期体检,股票期权","岗位描述：- 从事图像分类、物体检测、行为分析、事件检测等相关前沿深度学习技术研发，设计并改进算法框架；","杭州-余杭区-仓前-杭州余杭区仓前街道仓兴街1号23幢","2018-08-13 19:14:21"
"捷通华声","人脸识别算法工程师（AFR）-...","15k-30k","厦门 ","经验1-3年","硕士及以上","全职","机器学习 | 模式识别 | 算法","10:28  ","人工智能,算法,项目奖金多","职位描述：    1.负责人脸识别（AFR）的算法研究和工程实现；    2.通过持续优化人工智能识别算法和机器学习模型，提升人脸识别的准确度和效率，提升应用的客户感知；     3.负责人脸识别的研发、产品化落地；     4.负责跟进行业前沿技术发展趋势，跟踪国际最新算法发展方向和相应技术。        任职资格：    1.学历要求：     -毕业于211或985院校、统招硕士及以上学历，计算机相关专业。    2.工作经验：     -有相关工作经历或实验室研究背景。    3.能力要求：     -了解当前人脸识别的方法，能够跟踪最新的研究方向；     -有图像处理/信号处理/模式识别/统计分析的相关背景知识；     -熟练掌握Python/Matlab/C++，有一定的软件开发项目经验；     -有LR/Adaboost/GMM/SVM/CRF/MaxEnt/HMM/DNN/CNN/RNN的研究背景，熟练掌握CUDA编程；     -能够流畅阅读英文文献。    4.优先考虑：     -能够在Caffe/TensorFlow/Torch/Theano/Keras/Mxnet/Currennt上开展实验者。    ","厦门-湖里区-兴隆路-火炬路56-58号火炬广场南608","2018-08-13 19:14:36"
"深图智服DEEPIR研发部","人脸识别算法工程师/高级","15k-28k","北京 ","经验1-3年","本科及以上","全职","算法","2018-08-01  ","机器学习 深度学习 国际化","岗位职责","北京-海淀区-中关村-中关村","2018-08-13 19:14:39"
"帝联科技DTS","人脸识别算法实习生","3k-6k","上海 ","经验应届毕业生","本科及以上","全职","图像处理 | 深度学习 | 人工智能","2018-08-01  ","晋升空间大,福利待遇好,有转正机会,技术大咖多","人脸识别算法实习生：【工作职责】：1. 跟进学界最新的图像算法研究2. 将理论模型编程实现，并将其应用于真实的业界场景【任职要求】：1. 计算机科学，应用数学，电子工程等相关专业在读2. 具有很强的编程实现能力，熟悉 Python 及 OpenCV, Pillow 等常用图像处理库3. 掌握计算机视觉领域的基础理论和算法4. 熟悉深度学习的理论及应用，熟悉 TensorFlow, Caffe, Torch, MXNet 等任意一种深度学习框架。 有基于深度学习的物体识别，人脸识别及物体检测算法项目经验者优先5. 有较强的动手能力和学习能力，求知欲强，对新技术有激情6. 有高质量论文发表或者图像实际应用项目经验者优先","上海-普陀区-金沙江路-中江路879号天地软件园21号楼","2018-08-13 19:14:43"
"平安科技","人脸识别产品经理（深圳）","15k-30k","深圳 ","经验不限","本科及以上","全职","金融 | 金融","10:23  ","福利好，绩效奖金丰厚","岗位职责：","深圳市-福田区-八卦岭-八卦岭八卦三路平安大厦","2018-08-13 19:14:45"
"滴滴出行安全产品与技术部","人脸识别产品经理-产品管...","35k-45k","北京 ","经验5-10年","本科及以上","全职","产品设计 | 产品策划","3天前  ","大平台 成长快 重点职位 诱人福利",,"北京-海淀区-北京市海淀区东北旺西路8号数字山谷","2018-08-13 19:14:49"
"赛为智能人工智能研究院","人脸识别算法工程师","15k-30k","深圳 ","经验不限","本科及以上","全职","机器学习 | 深度学习 | 计算机视觉 | 模式识别","2018-08-03  ","上市公司,人工智能,领导好,团队年轻","岗位职责：","深圳-南山区-科技园-高新区科技中二路软件园2栋2-3楼","2018-08-13 19:14:52"
"RokidR-Lab","人脸识别算法工程师（实习生）","4k-5k","杭州 ","经验应届毕业生","本科及以上","实习","计算机视觉 | 图像处理 | 模式识别","2018-07-23  ","技术大牛,人工智能,扁平化团队,快速成长","岗位职责：","杭州-余杭区-西溪-西溪艺术集合村","2018-08-13 19:14:55"
"科度科技技术部","图像算法工程师（人脸识别...","15k-20k","杭州 ","经验3-5年","本科及以上","全职","视频 | 机器学习 | 深度学习 | 图像处理 | 模式识别","2018-08-06  ","五险一金,发展前景佳,女生颜值高,老板好","岗位职责：","杭州-余杭区-仓前-文一西路998号海创园4号楼907","2018-08-13 19:14:59"
"川大智胜智胜三维","市场/营销经理（人脸识别方向）","10k-20k","成都 ","经验5-10年","本科及以上","全职","销售 | 市场拓展","2018-07-30  ","热点技术,热点行业,热点应用","工作职责：","成都-武侯区-簇桥-武科东一路7号","2018-08-13 19:15:03"
"腾讯腾讯优图","【腾讯_上海_优图】人脸识别...","18k-35k","上海 ","经验不限","学历不限","全职","地图 | 视频 | 算法 | 数据分析","2018-07-27  ","福利好,待遇高,升职空间大","【腾讯_上海_优图】","上海-徐汇区-漕宝路-田林路397号腾云大厦","2018-08-13 19:15:06"
"文通科技","人脸识别销售经理","8k-10k","北京 ","经验1-3年","大专及以上","全职","金融 | 硬件制造 | 销售 | 代理商 | 市场拓展","13:10  ","春节半个月,下午茶,俱乐部,免费旅游","岗位职责：","北京-海淀区-银谷大厦","2018-08-13 19:15:09"
"百度AI测试部","人脸识别产品测试开发工程师","20k-30k","北京 ","经验1-3年","本科及以上","全职","测试","2018-08-08  ","专业","职位诱惑：","北京-海淀区-西北旺-百度科技园","2018-08-13 19:15:11"
"字节跳动","图像算法工程师-图像/视频...","25k-50k","北京 ","经验3-5年","本科及以上","全职","图像处理","11:27  ","六险一金，高薪期权，弹性工作，免费三餐，租房补贴，扁平管理，职业大牛，团队氛围好",,"北京-海淀区-双榆树-北京市海淀区北三环西路43号中航广场","2018-08-13 19:15:14"
"东信北邮物联网产品部","图像识别开发工程师","10k-15k","北京 ","经验1-3年","本科及以上","全职","视频 | 软件开发 | C++","16:25  ","五险一金,年终奖,绩效金,假期多","岗位职责：","北京-海淀区-北京市海淀区知春路9号坤讯大厦7-9层","2018-08-13 19:15:17"
"京东集团大数据研发部","算法工程师【大数据研发部】","40k-70k","北京 ","经验5-10年","硕士及以上","全职","大数据 | 机器学习 | 深度学习 | 算法","2018-07-19  ","免费班车,加班餐,餐补,500强","工作内容/职位描述：","北京-朝阳区-亚运村-北辰世纪中心A座","2018-08-13 19:15:20"
"平安科技","人脸识别项目实施经理（深圳）","20k-30k","深圳 ","经验不限","本科及以上","全职","硬件制造 | 项目管理","10:24  ","世界500强 带薪年假 节日福利 绩效丰厚","岗位职责:","深圳市市市-福田区-八卦岭-八卦岭八卦三路平安大厦","2018-08-13 19:15:34"
"捷通华声","图像算法专家（人脸识别）","30k-60k","北京 ","经验5-10年","硕士及以上","全职","人工智能 | 图像处理 | 模式识别 | 算法","10:28  ","福利待遇好，有发展前景，半年调薪","岗位职责：1、负责灵云人脸识别相关核心技术算法研究与引擎产品化等开发工作；2、负责人脸识别项目商业化落地算法优化；3、包括人脸图像预处理工作、人脸检测、特征点定位、配准和识别； 4、负责人脸识别模型的设计、训练；5、有效带领技术团队，建立并完善公司各项研发规范及流程；6、培养下属成员，提高团队整体专业技能。 任职要求：1.学历要求： -毕业于统招硕士以上学历，博士优先。2.能力要求： -熟悉声纹识别/人脸识别/指纹识别等的相关算法及实现原理，有相关工作经验或者实验室经验； -有LR/Adaboost/GMM/SVM/CRF/MaxEnt/HMM/DNN/CNN/RNN的研究背景，熟练掌握CUDA编程； -熟练掌握Python/Matlab/C++，能够无障碍阅读英文论文； -能够在ensorFlow/Torch/Theano/Keras/Mxnet/Currennt上开展实验； -能够对接声纹识别/人脸识别/指纹识别算法研究成果，能够对声纹识别/人脸识别/指纹识别算法进行工程实现和优化； -对算法有深入了解，对工程优化有丰富经验； -有团队管理经验。","北京-海淀区-西二旗-中关村软件园2A楼2101","2018-08-13 19:15:38"
"深图智服DEEPIR研发部","人脸识别算法工程师/实习","3k-6k","北京 ","经验应届毕业生","本科及以上","实习","算法","2018-08-01  ","机器学习 深度学习 国际化","岗位职责:","北京-海淀区-中关村-中关村","2018-08-13 19:15:41"
"字节跳动","移动端视频研发工程师","20k-40k","北京 ","经验1-3年","本科及以上","全职","视频","2018-08-09  ","六险一金，弹性工作，免费三餐，租房补贴，扁平管理，过亿用户，晋升空间，团队氛围好，优厚薪资",,"北京-海淀区-北京市海淀区北三环西路43号中航广场","2018-08-13 19:15:44"
"东信北邮物联网产品部","图像识别开发工程师","10k-15k","成都 ","经验1-3年","本科及以上","全职","视频 | 软件开发 | C++","16:25  ","五险一金,假期多,福利好,年终奖","岗位职责：","成都-武侯区-玉林-人民南路四段45号新希望大厦1108号","2018-08-13 19:15:47"
"京东集团商城前台产品研发部","视觉算法工程师","25k-40k","上海 ","经验3-5年","本科及以上","全职","图像处理 | 计算机视觉","09:47  ","发展机会多","职位描述：1.负责视频和图像分析算法开发 ，物体检测与识别，相关特征的提取和转换 、模型开发 、性能优化；2.根据业务需求优化算法性能任职要求：1. 本科以上学历，计算机模式识别、数学、机器视觉、图像检测相关专业；2. 具备目标检测、跟踪和识别、人脸识别、图像处理等技术研发能力；3. 能够熟练运用计算机视觉、模式识别的常用算法，如果具有图像分类、图像语义理解、图像自动标注，图像检索等项目开发经验的优先；4．熟悉常用的数字图像处理算法，熟练使用C/C++或python编程，能应用matlab或OpenCv等工具进行图像分析；5. 精通一个以上相关开发工具(caffe, tensorflow, torch)的使用；6. 较好的英文文献阅读以及表达能力，在计算机视觉领域发表过高水平的论文，优先考虑；7. 有较强的学术比赛经验或者在重要数据集的Leaderboard上排名靠前，比如ImageNet等学术数据集或者Kaggle等一些国内外商业比赛。8．良好的计算机视觉知识，有OpenCV或相关经验；9. 良好的团队合作精神；","上海-长宁区-北新泾-明基商务广场A座3楼","2018-08-13 19:15:50"
"第四范式数据智能部","图像算法","25k-50k","北京 ","经验1-3年","硕士及以上","全职","银行 | 机器学习 | 深度学习 | 图像处理 | 算法","2018-08-08  ","人工智能,大牛超多,晋升空间,各种福利","【工作职责】：","北京-海淀区-上地-上地颐泉汇3层","2018-08-13 19:15:53"
"京东金融","OCR图像识别资深工程师","20k-35k","北京 ","经验5-10年","本科及以上","全职","深度学习 | 图像处理 | 算法","11:23  ","班车,餐补","工作职责：","北京-大兴区-京东总部","2018-08-13 19:15:56"
"数美图像部","图像识别工程师","20k-40k","杭州 ","经验1-3年","本科及以上","全职","大数据 | 算法 | 数据挖掘","07:12  ","行业大咖,自由开放,Geek","360、小米、百度等顶级互联网公司联合投资，顶级大数据公司","杭州-余杭区-东西大道","2018-08-13 19:15:59"
"贝壳","计算机视觉算法⼯工程师","25k-50k","北京 ","经验1-3年","本科及以上","全职","图像处理","09:06  ","股票期权,六险二金,免费三餐,扁平管理","工作职责:1. 负责贝壳找房一系列图像/图片相关工作，包括但不限于场景识别，人脸识别，目标检测，图像检索，OCR等问题2. 负责算法的工程化、产品化工作3. 关注计算机视觉领域的最新研究进展，跟踪、调研前沿动态任职资格:1. 本科及以上学历2. 计算机基础知识扎实，熟练掌握 Python，C/C++，SHELL 等编程语言3. 熟悉计算机视觉基本理论知识，并具备⾄少1年以上的相关工作经验4. 掌握深度学习基本理论知识，并具有相关建模调优经验5. 有图像处理领域相关竞赛经验者优先6. 具有良好的学习能力、时间和流程意识，工作沟通坦诚直接，不惧挑战，不藏着掖着","北京-海淀区-上地-开拓路11号福道大厦","2018-08-13 19:16:02"
"马上金融数据信息技术中心","语音识别算法研究员","40k-60k","北京 ","经验3-5年","本科及以上","全职","模式识别 | 算法","16:05  ","人工智能研究院 年底双薪","岗位职责：","北京-朝阳区-华贸-西大望路甲6号国华置业","2018-08-13 19:16:06"
"去哪儿网携程金融","资深产品经理-公共平台","20k-30k","北京 ","经验3-5年","本科及以上","全职","互联网金融 | 产品策划 | 用户研究 | 项目管理 | 移动产品/APP","11:21  ","核心业务,团队一流,六险一金,氛围好","工作职责： 1 . 负责携程金融公共产品体系的规划和与设计，包括不限于短信通道、客服系统、信用系统、人脸识别等，为其他各个业务线提供统一的产品服务； 2. 完成项目推动，协调技术团队和其他各业务资源组，推进版本迭代及接入； 3 . 整理产品问题反馈，推进产品功能改进。  岗位要求： 1 . 本科及以上学历，3年以上互联网产品经验； 2 . 对数据敏感，能从纷繁复杂的数据中识别问题、规律； 3 . 有项目管理经验，能并行推动多个产品迭代；","北京-海淀区-中关村-北京市海淀区丹棱街3号中国电子大厦B座17层","2018-08-13 19:16:09"
"复华控股","C++图像处理工程师","20k-30k","北京 ","经验3-5年","本科及以上","全职","视频 | 媒体 | C++ | 图像处理 | 算法","10:46  ","绩效奖金,五险一金,通讯补助,餐补",,"北京-朝阳区-团结湖-博瑞大厦","2018-08-13 19:16:12"
"地平线机器人云平台","视频图像处理（OpenGL）工程师","10k-20k","南京 ","经验不限","学历不限","全职","软件开发","10:38  ","明星公司,福利多多,弹性工时,人工智能","工作职责: 1.  负责开发视频的拼接、渲染、播放 ； 2.  负责人脸识别视频贴图播放 ； 3.  熟悉GPU，OpenGL ES等显示相关的技术。任职资格:  1.  本科及以上学历，计算机相关专业，精通C++语言编程，有较强的面向对象分析设计能力；   2.  计算机图形学基础扎实，精通OpenGL / OpenGL ES ；  3.  熟悉3D图形学原理及常用技术，有较强的数学功底 ；  4.  熟悉流行的图像渲染应用效果实现原理 ；  5.  有图形界面开发经验者优先 ；  6.  了解播放器技术者优先。","南京-栖霞区-经济开发区兴智路6号兴智科技园A栋20F","2018-08-13 19:16:15"
"阅面科技-ReadSense","销售经理（教育行业）","8k-12k","上海 ","经验1-3年","大专及以上","全职","教育 | 销售 | 渠道分销","09:38  ","弹性工作,周末双休,人工智能,黑科技","1、负责学校人脸识别产品/方案指定市场的渠道代理开拓工作；2、负责与相关运营商、学校方案集成商、第三方渠道进行良好的对接、沟通、合作及实施工作；3、根据客户的具体要求，及时制定项目方案及预算，并负责协助渠道处理相关招投标事项；4、完成学校人脸识别方案指定方案和产品销售任务，不断壮大占领市场。 任职要求：1、全日制本科及以上学历，市场营销，电子商务或计算机、应用电子、通讯类相关专业优先；2、30岁以下，2～5年工作经验，有智慧校园产品或方案渠道销售经验、政府招标采购经验者优先；3、具有高职高校智慧校园产品或方案（如校园一卡通）渠道销售工作经验、 学校运营商方案（学校服务器、网络宽带等）销售经验者优先；4、具备较强的沟通协调能力、人际理解能力、商务谈判能力；5、勇于担当、能够主动解决问题、抗压能力强，具有良好的团队协作能力，具有较强的学习能力与实施能力。","上海-静安区-南京西路-愚园东路28号东海广场3号楼1层","2018-08-13 19:16:22"
"字节跳动","多媒体（高级）开发工程师","25k-45k","北京 ","经验3-5年","本科及以上","全职","视频","2018-08-08  ","六险一金，高薪期权，弹性工作，免费三餐，租房补贴，带薪休假，职业大牛，晋升空间",,"北京-海淀区-北京市海淀区北三环西路43号中航广场","2018-08-13 19:16:36"
"东信北邮物联网产品部","图像识别开发工程师","10k-15k","南京 ","经验1-3年","本科及以上","全职","视频 | 软件开发 | C++","16:25  ","五险一金,年终奖,绩效奖,假期多","岗位职责：","南京-建邺区-南京市建邺区广聚路33号安科大厦","2018-08-13 19:16:39"
"第四范式数据智能部","图像应用实习生","7k-10k","北京 ","经验应届毕业生","硕士及以上","实习","人工智能 | 深度学习 | 图像处理 | 模式识别","2018-08-08  ","人工智能,大牛超多,提供转正,各种福利","岗位职责：","北京-海淀区-上地-上地颐泉汇3层","2018-08-13 19:16:41"
"捷通华声","模式识别算法工程师-厦门","15k-30k","厦门 ","经验1-3年","硕士及以上","全职","云计算 | 人工智能 | 机器学习 | 模式识别","10:28  ","人工智能,项目奖金,半年调薪,技术大拿多","职位描述：     1. 负责或参与图像模式识别算法的研究并负责算法的编码实现；     2. 与清华大学研究机构合作，参与图像分类与识别，检索的研究工作。          任职资格：     1.学历要求：       -毕业于211或985院校、统招硕士及以上学历。     2.工作经验：       -3年以上工作经验，熟悉C/C++，有算法研究背景经验。     3.能力要求：       -具备一定的空间想象能力；         -具有强烈的研究兴趣与学习意愿，具备较好的学习能力、问题分析能力、以及问题解决能力；       -良好的沟通协调能力和团队合作意识，能够主动总结和分享自己的研究经验；         -英文良好，知识面广、研究能力强，了解国内外图像识别技术的发展状况。     4.素质要求：         -工作踏实，态度积极，能够承受工作压力，能适应严格项目管理；       -责任心强，正直诚实，值得信赖。     5.优先考虑：      -有文字识别、人脸识别、指纹识别、掌纹识别研究背景者；      -熟悉CNN、RNN、DNN等深度学习算法经验者。    ","厦门-湖里区-兴隆路-火炬路56-58号火炬广场南608","2018-08-13 19:16:47"
