"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"邦得鼎盛","算法研究员","10k-18k","重庆 ","经验1-3年","本科及以上","全职","信息安全 | 算法 | 数据挖掘 | 数据处理","08:45  ","全勤奖,节假日休息,定期体检,发展空间大","职位描述","重庆-江北区-观音桥-建新南路1号中信大厦25-1","2018-08-13 23:13:09"
"苏宁易购","算法研究员","35k-70k","南京 ","经验不限","本科及以上","全职","人工智能 | 建模 | 推荐 | 算法","2018-08-03  ","前沿","岗位职责：","南京-玄武区-徐庄软件园苏宁大道1号苏宁总部","2018-08-13 23:13:13"
"Face++","算法研究员","30k-60k","北京 ","经验不限","本科及以上","全职","软件开发 | ERP","2018-07-24  ","重点部门 技术大牛多 培训分享氛围好","岗位职责：","北京-海淀区-北京大学-科学院南路2号融科资讯中心A座3层","2018-08-13 23:13:19"
"搜狗桌面事业部","智能对话-算法研究员","20k-40k","杭州 ","经验1-3年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","08:58  ","前沿技术方向、技术氛围浓厚","【项目介绍】","杭州-下沙-下沙-下沙科技城","2018-08-13 23:13:23"
"杭州鲁尔物联","算法研究员","18k-24k","杭州 ","经验3-5年","本科及以上","全职","人工智能","10:29  ","人工智能,图像分析,数据分析","Job Direction: Artificial Intelligence and Pattern RecognitionParticipate in Machine learning/deep learning,and support vector machine of artificial intelligence and pattern recognition technologies such as modeling and implementation. Applies those technologies to the big data mining and analysis of Installed based networks. Ruhr will Implement the service mode of the revolution and greatly enhance user experience of current /future network, cloud data centers and software application. Based on actual scenarios and issues, we will do algorithm research and develop the system and output of the service of the big data-based intelligent expert system or solution. Assist Ruhr safety IoT to achieve an aim that Ruhr is able to support client to have precast ability of potential hazards.","杭州-余杭区-文一西路科技大道8-5,5幢7层","2018-08-13 23:13:26"
"印象笔记研究院","高级算法研究员","40k-50k","北京 ","经验5-10年","硕士及以上","全职","图像处理 | 语音识别 | 模式识别 | 语音合成","3天前  ","本地化团队,产品前景,人工智能,产品棒","职位描述: ","北京-朝阳区-望京绿地中心","2018-08-13 23:13:29"
"未动科技研发部","算法研究员","25k-45k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | 计算机视觉 | 图像处理 | 模式识别","3天前  ","人工智能,大牛团队,前沿科技,股票期权","岗位职责：","北京-朝阳区-望京-来广营诚盈中心C座5号楼601","2018-08-13 23:13:32"
"广发信用卡中心","算法研究主任","15k-25k","广州 ","经验1-3年","硕士及以上","全职","大数据 | 风控","2018-08-02  ","机器学习,大数据,模型开发,AI","1、从事前沿大规模机器学习算法的研究，负责人工智能前沿技术的调研与探索；2、研究数据挖掘或统计学习领域的前沿技术，并用于实际问题的建模和优化；3、通过对数据的敏锐洞察，深入挖掘产品潜在价值和需求，进而提供更有价值的技术和策略，推动产品成长；","广州-天河区-冼村-珠江新城珠江西路10号高德置地大厦C栋","2018-08-13 23:13:35"
"美团点评出行事业部","算法研究员/高级专家","40k-80k","北京 ","经验5-10年","本科及以上","全职","Java | 算法 | 数据挖掘","14:16  ","15.5薪,弹性工作,发展空间,核心团队","岗位职责：","北京-朝阳区-望京-望京恒电大厦","2018-08-13 23:13:38"
"中移在线服务有限公司IT系统部","语音算法研究","20k-25k","郑州 ","经验3-5年","硕士及以上","全职","教育 | 人工智能 | 机器学习 | 模式识别 | 算法","11:49  ","五险一金,企业年金,带薪年假,通话餐补","1、负责语音识别技术的声学模型、信号处理、语音识别、情绪识别等相关算法的研究；","郑州-高新区-郑州","2018-08-13 23:13:41"
"志皓咨询物流络绎事业部","算法研究员","20k-40k","北京 ","经验不限","硕士及以上","全职","物流 | 企业服务 | 人工智能 | 深度学习 | 机器学习 | 算法","2018-07-31  ","股权,期权,底薪高,安房置业","岗位职责：","北京-朝阳区-朝阳区天达路4号","2018-08-13 23:13:44"
"清软创新","算法研究员","15k-20k","北京 ","经验不限","硕士及以上","全职","移动互联网","2018-08-08  ","五险一金,周末双休,餐饮补贴,通讯补贴","1、从事公司业务领域算法的研究、仿真、开发工作；","北京-昌平区-回龙观-回龙观金域国际中心","2018-08-13 23:13:47"
"广电银通研究院","高级算法研究员","35k-45k","广州 ","经验3-5年","硕士及以上","全职","视频 | 图像处理 | 模式识别 | 算法","09:21  ","国企雄资,丰厚年终奖,免费班车,六险一金","岗位职责：  ","广州-天河区-高唐路228号","2018-08-13 23:13:51"
"光启集团公共安全中心","算法研究员","20k-40k","深圳 ","经验3-5年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","2018-08-06  ","上市公司,大牛多,核心技术,晋升空间大","岗位职责：","深圳-南山区-软件大厦","2018-08-13 23:13:55"
"滴滴出行大数据策略","算法研究员／数据科学家","25k-50k","北京 ","经验3-5年","硕士及以上","全职","软件开发 | ERP","2018-08-09  ","15薪,六险一金,空间大,大牛多","岗位职责：","北京市-海淀区-西北旺-北京市海淀区东北旺西路8号院尚东数字山谷B区1号楼","2018-08-13 23:13:58"
"苏宁易购","算法研究员","35k-70k","北京 ","经验不限","本科及以上","全职","建模 | 算法 | 人工智能 | 数据挖掘","2018-08-03  ","前沿","岗位职责：","北京-朝阳区-四惠-苏宁生活广场","2018-08-13 23:14:14"
"搜狗搜索事业部","智能对话-算法研究员","20k-40k","北京 ","经验3-5年","本科及以上","全职","工具软件 | 算法","08:58  ","探索最前沿技术，技术积淀深厚","【项目介绍】 ","北京-海淀区-五道口-中关村东路一号院清华科技园搜狐网络大厦","2018-08-13 23:14:17"
"中移在线服务有限公司IT系统部","语音算法研究","25k-30k","北京 ","经验3-5年","硕士及以上","全职","教育 | 人工智能 | 机器学习 | 模式识别 | 算法","11:49  ","五险一金,企业年金,带薪年假,通话餐补","1、负责语音识别技术的声学模型、信号处理、语音识别、情绪识别等相关算法的研究；","北京-西城区-金融街-广宁伯街2号金泽大厦","2018-08-13 23:14:20"
"一览科技研发部","AI算法研究员","15k-30k","北京 ","经验不限","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","14:52  ","福利优厚,技术氛围好","岗位职责：1、从事机器学习、深度学习在图像识别、自然语言处理等领域的算法模型研究和优化工作；2、支持公司相关产品在深度学习领域的需求，并研究算法解决方案； 任职要求：1、本科及以上学历，无工作经验要求，数据挖掘、机器学习、自然语言处理等人工智能相关的专业优先；2、熟悉至少一种深度学习训练工（Caffe/Theano/Keras/ConvNet/TensorFlow/Torch等）；3、精通机器学习、图像识别、自然语言处理等领域的相关算法；4、良好的数学基础，及信息搜索、文献阅读的能力；5、有一定的编程能力，能够写出算法的Demo，不限制编程语言；6、富有想象力和学习能力，良好的团队合作精神和分析与解决问题的能力。","北京-朝阳区-望京-诚盈中心3号楼525室","2018-08-13 23:14:22"
"享物说研发中心","算法研究员","15k-28k","上海 ","经验1-3年","本科及以上","全职","大数据 | 算法 | 数据挖掘","2天前  ","福利多多,部门氛围好,大牛云集,发展空间大","岗位职责：","上海-徐汇区-徐家汇-凯旋路2218号方糖小镇3楼","2018-08-13 23:14:25"
"绿里技术部","算法研究员","10k-15k","北京 ","经验1-3年","本科及以上","全职","数据分析 | 数据处理","2018-08-06  ","五险一金,带薪年假,奖金,补助","岗位职责：","北京-通州区-马驹桥-中关村科技园区通州园金桥科技产业基地景盛南四街17号75号楼","2018-08-13 23:14:28"
"武汉政通","资深算法研究员","15k-25k","武汉 ","经验3-5年","硕士及以上","全职","机器学习 | 深度学习 | 算法","09:52  ","AI,大牛多,福利好","岗位职责：","武汉-洪山区-光谷-光谷金融港B4栋12楼","2018-08-13 23:14:31"
"京东集团搜索与大数据业务部","算法","20k-40k","北京 ","经验1-3年","本科及以上","全职","广告营销 | 机器学习 | 搜索 | 图像处理 | 算法","19:01  ","弹性工作,餐补,技术氛围好,大平台"," 工作职责：1.搜索排序、相关性、个性化、图像等算法的实现与优化2.改进搜索排序算法架构3.通过对数据的分析、算法的优化，改进搜索用户体验、提升业务发展效率    岗位要求：1.熟悉Linux下C/C++开发2.熟悉基本的Python或其他离线数据处理工具3.有熟悉搜索、推荐或广告等系统开发者优先4.有熟悉常用的机器学习、自然语言处理或深度学习算法者优先5.具备优秀的学习能力、解决问题能力和团队合作意识","北京-朝阳区-大屯-北辰西路8号北辰世纪中心A座","2018-08-13 23:14:34"
"人人车技术研发部","算法-数据挖掘","35k-70k","北京 ","经验3-5年","硕士及以上","全职","算法 | 数据挖掘 | 数据分析","2018-07-31  ","年底双薪 弹性办公 技术大牛","1.   参与各类策略型项目，与团队一起用算法解决业务问题。2. 参与包括但不限于以下内容：车源分级系统，个性化推荐系统，用户意愿度分级系统    ","北京-朝阳区-北苑-中国铁建广场B座","2018-08-13 23:14:39"
"美图公司北京公司","资深算法研究员--北京","25k-40k","北京 ","经验3-5年","学历不限","全职","算法","2018-07-31  ","大数据平台,千万级用户,发展空间大","岗位职责:1. 参与美图各个产品线的个性化推荐系统的研发；2. 分析用户行为数据，并设计合理的推荐算法模型及策略，并优化推荐排序；3. 通过对用户行为数据的挖掘，对用户进行建模，精准刻画用户各种属性；","北京-海淀区-五道口-优盛大厦D座19层","2018-08-13 23:14:45"
"希悦技术研发部","算法工程师（研究员）","25k-40k","北京 ","经验不限","本科及以上","全职","大数据 | 算法 | 数据挖掘","13:35  ","发展广阔,创新创造,年轻有爱,福利完善","工作目标：","北京-海淀区-中关村-北大附中","2018-08-13 23:14:48"
"EA时代天使","算法研究员（实习））","3k-4k","上海 ","经验应届毕业生","本科及以上","实习","医疗健康 | Python | 算法","2018-08-07  ","五险一金,餐饮补贴,年终奖金,定期体检","职位概要：","上海-杨浦区-创智天地广场","2018-08-13 23:14:51"
"点我达研究院","算法研究员","30k-50k","杭州 ","经验3-5年","硕士及以上","全职","算法","09:40  ","团队氛围佳,D+轮,弹性工作制,牛人多","职位描述:","杭州-下城区-东新路-白石巷318号人力资源服务产业园15楼","2018-08-13 23:14:54"
"柏视医疗研发部","计算机算法联合研究员/博士后","30k-40k","广州 ","经验不限","博士及以上","全职","人工智能 | 深度学习 | 图像处理 | 模式识别","10:42  ","中大博后,产研一体,人工智能,导师","工作职责：","广州-海珠区-新港-中山大学","2018-08-13 23:14:58"
"映客技术平台中心","视频算法研究员","30k-50k","北京 ","经验3-5年","本科及以上","全职","视频 | 直播 | 机器学习 | 图像处理 | 算法","10:30  ","核心技术,上升空间,福利完善,技术大牛","【职位描述】","北京-朝阳区-望京-望京绿地中心A座C区","2018-08-13 23:15:01"
"搜狗搜索事业部","信息流-算法专家研究员","50k-80k","北京 ","经验5-10年","硕士及以上","全职","分类信息 | 技术管理","08:58  ","技术大牛","项目介绍：","北京-海淀区-五道口-五道口搜狐网路大厦八层","2018-08-13 23:15:17"
"苏宁易购","资深算法研究员","35k-70k","南京 ","经验不限","本科及以上","全职","机器学习 | 数据挖掘 | 建模 | 算法","2018-08-03  ","前沿","岗位职责：","南京-玄武区-徐庄软件园苏宁大道1号苏宁总部","2018-08-13 23:15:21"
"中移在线服务有限公司IT系统部","文本算法研究","20k-25k","郑州 ","经验3-5年","硕士及以上","全职","教育 | 人工智能 | 机器学习 | 算法","11:49  ","企业年金,五险一金,带薪年假,通话餐补","1、负责大规模的文本处理、语义分析、分类聚类、情绪识别等算法的研发工作；","郑州-高新区-郑州","2018-08-13 23:15:25"
"滴滴出行大数据","算法研究员-大数据(J11493)","25k-50k","北京 ","经验3-5年","本科及以上","全职","数据 | 大数据 | 算法","2018-08-09  ","期权、15薪、六险一金、体检",,"北京-海淀区-西北旺-东北旺西路8号院尚东数字山谷B区1号楼","2018-08-13 23:15:28"
"转转搜索推荐部","算法工程研究员","30k-60k","北京 ","经验3-5年","本科及以上","全职","算法 | 数据挖掘","1天前  ","空间大,挑战大","职位简介","北京-海淀区-西小口路东升科技园","2018-08-13 23:15:31"
"平安医疗科技研究院","AI算法研究员","15k-30k","北京 ","经验1-3年","硕士及以上","全职","医疗健康 | 机器学习 | 深度学习 | 算法","2018-07-30  ","精英团队","职责描述：","北京-朝阳区-亮马桥-北京市朝阳区新源南路3号平安国际金融中心","2018-08-13 23:15:34"
"同花顺","算法研究员","13k-20k","杭州 ","经验应届毕业生","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | NLP","14:03  ","前沿科技","项目介绍：","杭州-余杭区-同顺街18号同花顺大楼","2018-08-13 23:15:37"
"KLA-Tencor","算法研究员","15k-25k","上海 ","经验不限","硕士及以上","全职","其他 | 电子/半导体/集成电路","2天前  ","福利待遇，发展前景，技术深度，和谐团队","• 设计/开发/改进用于晶圆检测的先进图像处理及机器学习算法。职责包括：根据产品工程和生产的需要进行问题阐述，通过调研或基于现有算法提出可能的方案并开发原型（可能需要进行跨部门的交流合作），得出可行性结论并评估性能。负责产品方案设计，进行代码开发、测试、调试及维护","上海-浦东新区-张江-张江高科祖冲之路887弄79-80","2018-08-13 23:15:40"
"尚德机构AI","算法研究员","20k-40k","武汉 ","经验3-5年","本科及以上","全职","机器学习 | 深度学习 | 搜索 | NLP","2018-08-07  ","弹性班,超长带薪,福利超全,技术牛","岗位职责：","武汉-东湖新技术开发区-光谷大道当代梦工场3号楼","2018-08-13 23:15:43"
"美团BI部门","算法研究员","20K-35K","北京 ","经验3-5年","本科及以上","全职","大数据 | 商业 | BI | 数据分析","2018-08-07  ","一线互联网公司，核心业务，团队氛围很好","职位描述:","北京-朝阳区-望京-望京科创大厦","2018-08-13 23:15:47"
"阅文集团技术部","算法/数据挖掘高级工程师","15k-30k","北京 ","经验3-5年","本科及以上","全职","数据挖掘 | 算法","09:30  ","技术大牛多,环境好,福利好,晋升快","工作职责：","北京-朝阳区-亚运村-北辰东路国家会议中心E5七层","2018-08-13 23:15:50"
"京东集团广告部门","算法工程师","35k-70k","北京 ","经验3-5年","硕士及以上","全职","广告营销 | 机器学习 | 深度学习 | 算法","15:42  ","发展好,平台大,机会多,待遇好","岗位职责：","北京-朝阳区-北辰世纪中心A座","2018-08-13 23:15:53"
"一下科技技术研发","视频/图像算法研究员","30k-50k","北京 ","经验3-5年","本科及以上","全职","视频 | 直播 | 机器学习 | 深度学习 | 图像处理 | 算法","09:21  ","薪酬可谈,急需,有期权,晋升快","急需2个hc，入职就送黑色256G iPhone x","北京-朝阳区-望京-浦项中心A座31层","2018-08-13 23:15:57"
"字节跳动抖音","算法工程师","25k-50k","北京 ","经验不限","本科及以上","全职","NLP | 算法 | 数据挖掘","15:06  ","六险一金,高薪期权,晋升空间,职业大牛","职位描述：","北京-海淀区-北京市海淀区知春路63号中国卫星通信大厦","2018-08-13 23:16:01"
"去哪儿网携程金融","算法","20k-40k","北京 ","经验3-5年","硕士及以上","全职","金融 | 算法 | 数据挖掘","11:21  ","薪资福利,核心业务,成长空间","工作职责：1.开展机器学习/深度学习等相关领域研究和开发工作；2.负责搭建深度学习框架，解决金融方向相关的风控决策优化；3.跟踪及研究深度学习前沿技术。任职资格：1.计算机或数学专业研究生及以上学历，且有较好的数学/统计学基础；2.有较强的算法分析和实现能力，熟练掌握java/Python等编程语言，有Linux开发经验；3.熟悉通用机器学习算法，有丰富的利用机器学习算法解决实际业务问题的经验；4.熟悉至少一种DeepLearning训练工具(caffe/tensorflow/theano/keras/mxnet等)；5.熟悉深度学习不同架构的应用场景，了解训练过程中的trick；6.有kaggle等竞赛经历或ImageNet等大规模数据集经历优先","北京-海淀区-中关村-北京市海淀区丹棱街3号中国电子大厦B座17层","2018-08-13 23:16:04"
"苏宁易购","资深算法研究员","35k-70k","北京 ","经验不限","本科及以上","全职","机器学习 | 人工智能 | 算法","2018-08-03  ","前沿","岗位职责：","北京-朝阳区-四惠-苏宁生活广场","2018-08-13 23:16:18"
"搜狗搜索事业部","微信头条-资深算法研究员","20k-40k","北京 ","经验3-5年","硕士及以上","全职","工具软件 | 算法 | 搜索 | 数据挖掘","08:58  ","与牛人为伍，海量优质数据中探索技术新高度","【项目介绍】 ","北京-海淀区-五道口-中关村东路一号院清华科技园搜狐网络大厦","2018-08-13 23:16:21"
"中移在线服务有限公司IT系统部","文本算法研究","25k-30k","北京 ","经验3-5年","硕士及以上","全职","教育 | 人工智能 | 机器学习 | 算法","11:49  ","五险一金,企业年金,带薪年假,通话餐补","1、负责大规模的文本处理、语义分析、分类聚类、情绪识别等算法的研发工作；","北京-西城区-金融街-广宁伯街2号金泽大厦","2018-08-13 23:16:23"
"滴滴出行","大数据--算法研究员","20k-40k","北京 ","经验3-5年","本科及以上","全职","数据 | 大数据 | 算法","2018-08-09  ","期权激励，六险一金，BAT团队，福利最全","岗位职责：","北京-海淀区-西北旺-东北旺西路8号院尚东数字山谷B区1号楼","2018-08-13 23:16:26"
"字节跳动","算法工程师-TO B","26k-52k","北京 ","经验3-5年","本科及以上","全职","算法","11:27  ","弹性工作，免费三餐，租房补贴",,"北京-海淀区-双榆树-北京市海淀区北三环西路43号中航广场","2018-08-13 23:16:29"
"瓜子二手车直卖网","算法/策略产品经理","20k-40k","北京 ","经验3-5年","本科及以上","全职","汽车 | 新零售 | 策略","11:16  ","核心团队,技术大牛,丰厚福利","岗位职责：","北京-海淀区-软件园南路57号八维研修学院5号科技楼","2018-08-13 23:16:33"
"码隆科技算法部","2019校招-算法研究员","20k-40k","深圳 ","经验应届毕业生","博士及以上","全职","人工智能 | 机器学习 | 深度学习 | 计算机视觉","10:01  ","绩效奖金,成长空间大,工作氛围好,办公环境好","岗位职责：","深圳-盐田区-沙头角-沙盐路3018号盐田现代产业服务中心33层","2018-08-13 23:16:36"
"人人行(借贷宝)算法研究及应用","算法研究员","30k-60k","北京 ","经验3-5年","本科及以上","全职","大数据 | 机器学习 | 深度学习 | 算法","2018-07-30  ","人工智能,技术领先,氛围积极,期权可谈","岗位描述：","北京-朝阳区-奥运村-安立路30号仰山公园东一门2号楼Linkface公司","2018-08-13 23:16:38"
"眸事网大数据","算法","15k-25k","上海 ","经验1-3年","硕士及以上","全职","大数据 | 算法 | 数据挖掘 | 数据分析","09:17  ","行业先锋,语音识别,人工智能,发挥空间大","岗位职责：","上海-虹口区-和平公园-四平路198号轻工国际大厦3楼","2018-08-13 23:16:42"
"一斗科技开发岗","算法研究员","15k-30k","北京 ","经验不限","本科及以上","全职","GO | 全栈","2018-08-01  ","员工持股,自由时间",,"北京-昌平区-回龙观-回龙观东大街338号腾讯众创空间","2018-08-13 23:16:45"
"阅文集团技术部","算法/数据挖掘高级工程师","15k-30k","上海 ","经验3-5年","本科及以上","全职","大数据 | 算法","09:30  ","Top团队,福利好,发展快,环境佳","任职资格：","上海-浦东新区-张江-碧波路690号张江微电子港6号楼","2018-08-13 23:16:47"
"EA时代天使","算法研究员（初级）","10k-20k","上海 ","经验应届毕业生","硕士及以上","全职","医疗健康 | Python | 算法","2018-08-07  ","五险一金,年终奖金,餐饮补贴,交通补贴","职位概要：","上海-杨浦区-创智天地广场","2018-08-13 23:16:50"
"京东集团商城搜索与大数据业务部","算法工程师","20k-35k","北京 ","经验不限","本科及以上","全职","电商 | 算法 | 数据挖掘","19:01  ","大平台,技术氛围强,弹性工作,餐补","岗位描述：","北京-朝阳区-大屯-北辰西路8号北辰世纪中心A座","2018-08-13 23:16:56"
"铭洲电子研发中心","算法研究员","27K-45K","合肥 ","经验3-5年","硕士及以上","全职","Java | 图像处理 | 算法","2018-07-23  ","职位机会，平台，薪资福利","资深研究员","合肥-经济技术开发区--翡翠绿3409号","2018-08-13 23:16:59"
"MINIEYE","高精度地图算法研究员","25k-50k","深圳 ","经验5-10年","硕士及以上","全职","地图 | 算法","10:07  ","无人驾驶,海归团队,扁平化管理,股票期权","岗位职责：","深圳-南山区-泰邦科技大厦","2018-08-13 23:17:03"
"字节跳动","算法工程师","20k-40k","北京 ","经验3-5年","本科及以上","全职","算法","11:28  ","六险一金，高薪期权，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，职业大牛，晋升空间，团队氛围好，优厚薪资",,"北京-海淀区-北京市海淀区海淀大街27号天使大厦","2018-08-13 23:17:17"
"京东集团大数据与智能供应链事业部","算法工程师","25k-50k","北京 ","经验5-10年","硕士及以上","全职","移动互联网 | 电商","2018-08-01  ","餐补,免费班车,餐补,节日福利","工作内容：","北京-大兴区-亦庄-亦庄经济技术开发区朝林广场A座","2018-08-13 23:17:19"
"MINIEYE","高精度地图算法研究员","25k-50k","深圳 ","经验5-10年","硕士及以上","全职","地图 | 算法","10:07  ","无人驾驶,海归团队,扁平化管理,股票期权","岗位职责：","深圳-南山区-泰邦科技大厦","2018-08-13 23:17:22"
"人人车","算法工程师","25k-50k","北京 ","经验3-5年","本科及以上","全职","算法 | 数据挖掘 | 数据分析","2018-08-07  ","发展空间","工作职责：","北京-朝阳区-北苑-中国铁建广场B座","2018-08-13 23:17:26"
"武汉佰钧成技术有限公司尊游","区块链接算法研究员","25k-50k","广州 ","经验3-5年","本科及以上","全职","C++ | Java | 区块链","09:22  ","上市公司,福利好,美女多,平台好","岗位职责","广州-海珠区-琶洲-广州市海珠区新港东路1068号中洲中心北塔","2018-08-13 23:17:30"
"吃呗网络探索研发部","深度学习系统架构师及算法...","50k-80k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 深度学习 | 算法","2018-08-06  ","工资高,有期权","深度学习方面要招聘一个架构师和一个算法研究员，属于前沿技术实验室，汇报给部门总监，是位在中国大数据领域很有影响力的博士，如果应聘者有管理经验是最好的。","北京-朝阳区-CBD-万达广场","2018-08-13 23:17:36"
"安徽华米科技人工智能实验室","算法","15k-30k","合肥 ","经验1-3年","本科及以上","全职","深度学习 | 模式识别 | 算法","2018-08-02  ","大牛带队,扁平管理,弹性工作,六险一金","职位名称：","合肥-高新区-安徽省合肥市高新区创新产业园二期H8","2018-08-13 23:17:46"
"松果出行","算法-数据挖掘","30k-40k","北京 ","经验3-5年","本科及以上","全职","本地生活 | 数据挖掘 | 算法 | Java | 工具软件","11:43  ","17薪,有午餐","职位诱惑：","北京-朝阳区-北辰世纪中心A座818","2018-08-13 23:17:49"
"虹软研发","算法研究工程师/算法架构师","15k-30k","杭州 ","经验1-3年","硕士及以上","全职","图像处理 | 模式识别 | 算法","2018-08-09  ","优秀团队,完善福利","岗位职责：","杭州-西湖区-文一路-西斗门路3号，天堂软件园A栋23F","2018-08-13 23:17:53"
"云才技术部","算法与挖掘工程师","10k-15k","合肥 ","经验3-5年","本科及以上","全职","大数据 | 数据挖掘","2018-08-07  ","五险一金,大平台,股权","职位描述：","合肥-蜀山区-黄山路-天睿大厦","2018-08-13 23:17:56"
"享物说研发中心","算法研究员（实习）","8k-15k","上海 ","经验1年以下","硕士及以上","实习","大数据 | 算法 | 数据挖掘","2天前  ","福利多多,大牛云集,部门氛围好,发展空间大","岗位职责：","上海-徐汇区-徐家汇-凯旋路2218号方糖小镇3楼","2018-08-13 23:17:58"
"四川长虹电器股份有限公司数据服务部","JAVA/前端/算法/运维 - 实...","1k-2k","成都 ","经验应届毕业生","本科及以上","实习","Java | Javascript | 算法","08:16  ","实习","该职位面向尚未毕业211/985院校的2019级本科/研究生，社会招聘勿投。","成都-高新区-天府四街长虹科技大厦","2018-08-13 23:18:01"
"畅捷通服务中心","算法工程师","8k-13k","北京 ","经验1-3年","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","17:00  ","班车食堂,五险一金,通信补贴,上市公司","岗位职责：","北京-海淀区-西北旺-北清路68号用友软件园东区19C","2018-08-13 23:18:04"
"达达-京东到家","算法工程师","25k-40k","北京 ","经验3-5年","硕士及以上","全职","算法 | 数据挖掘","09:54  ","京东到家、O2O电商、极客文化","工作职责：1. 负责京东到家商品推荐排序，包括但不限于用户画像，推荐召回，ctr预估，分布式算法开发以及其他推荐相关问题；2. 改进与优化京东到家送达时间预估，搜索排序，语义识别等相关算法与应用；3. 跟踪算法领域前沿技术的发展趋势，并运用其解决现实问题任职资格：1. 数学、计算机相关专业，硕士及以上学历，两年以上工作经验；背景非常优秀的本科毕业生也可以考虑；2. 在推荐排序、信息检索、自然语言处理、爬虫或其他机器学习领域有扎实的理论基础与研发经验，主导或主要参与开发过上述相关算法项目的优先；3. 有大数据并行处理经验，熟悉hadoop、storm、spark中的至少一种，精通数据结构与算法设计；4. 熟练掌握Java、Python、Scala中的至少一种编程语言，有Linux环境下的开发经验，能够编写shell脚本，熟悉sql语言，了解至少一种nosql数据库；5. 熟练阅读英文paper。","北京-大兴区-亦庄-北京经济技术开发区荣华中路22号亦城财富中心B座11层","2018-08-13 23:18:08"
"贝壳","算法工程师","30k-60k","北京 ","经验1-3年","本科及以上","全职","算法 | 数据挖掘 | 机器学习","09:22  ","15薪,13天年假,免费三餐,逢节必过","工作职责:1、开发和优化用户行为数据挖掘，文本分类和语义理解，社交网络分析，网页搜索，推荐系统等领域的特定算法2、能够很快学习和利用state-of-the-art的算法解决实际产品问题，提升产品用户体验任职资格:1、有一定的研究、实验的能力，优秀的分析问题和解决问题的能力2、理解自然语言处理、机器学习、网页搜索，推荐系统，用户数据分析和建模的基本概念和常用方法，有相关领域的实际项目研发或者实习经历者优先。3、熟悉C++, Java或Python，熟悉Linux或类Unix系统开发,有较强的编程能力。 能独立实现线上算法模块者优先。4、对大数据处理平台和工具有一定经验者优先, 包括： Hadoop, Hive, Pig, Spark 等工作地址","北京-海淀区-上地-开拓路11号福道大厦","2018-08-13 23:18:12"
"字节跳动","3D引擎和算法工程师","25k-50k","北京 ","经验3-5年","硕士及以上","全职","图像处理","11:27  ","六险一金，弹性工作，免费三餐，租房补贴，","职位职责：1、3D引擎开发，效果优化，性能挖掘；2、3D模型重建、姿态估计等算法的设计和实现。职位要求：1、良好的C/C++编程基础；2、熟练使用OpenGL/ES或者cocos-3d/unity-3d 等3D引擎,了解Shader；3、3D视觉领域的基本算法，包括不限于：基于图像的3D重建、姿态估计、人脸重建等；4、熟悉Android/IOS native编程，熟悉移动端代码优化及加速(neon等)。","北京-海淀区-双榆树-北京市海淀区北三环西路43号中航广场","2018-08-13 23:18:26"
"京东集团商城搜索与商业智能部","算法工程师","15k-25k","北京 ","经验1-3年","本科及以上","全职","算法 | 数据挖掘 | 数据分析","19:01  ","大平台,技术氛围好,弹性时间,办公位置好"," ","北京-朝阳区-大屯-北辰西路8号北辰世纪中心A座","2018-08-13 23:18:33"
"达达-京东到家到家增长部","算法工程师","30k-50k","北京 ","经验5-10年","本科及以上","全职","NLP | 算法 | 数据挖掘","09:40  ","新零售,扁平化管理,免费班车","高级/资深机器学习算法工程师（推荐系统、排序、搜索系统、下单预估与销量预测、自然语言处理、风控算法等方向）","北京-大兴区-亦庄-北京经济技术开发区荣华中路22号亦城财富中心B座11层","2018-08-13 23:18:36"
"趣头条数据 算法 中心","工程算法工程师","20k-40k","上海 ","经验3-5年","本科及以上","全职","大数据 | 算法","21:53  ","平均15薪,六险一金,餐补","岗位职责：1，开发稳健可扩展的后端架构2，大数据平台的搭建3，打造业界领先的机器学习平台，提升推荐系统效果岗位要求1，本科及以上学历，2年及以上后端开发经验2，良好的数据结构和算法能力3，熟悉Unix/Linux开发环境，熟悉网络开发，理解并发编程4，熟练掌握c/c++, python, go语言；有大型项目开发经验优先；5，对hadoop，storm，kafka、nsq、redis等基础设施有搭建和维护经验者优先；5, 有机器学习背景者优先；有良好的沟通能力和责任感，能够承担工作压力，独立分析和解决问题者优先","上海-浦东新区-申江路5005弄星创科技广场","2018-08-13 23:18:39"
"重庆盘古美天物联网科技有限公司美天停车","算法工程师","15k-20k","重庆 ","经验3-5年","硕士及以上","全职","人工智能 | 图像处理 | 模式识别 | 算法","13:53  ","五险,年终奖,双休,免费午餐","岗位职责","重庆-江北区-五里店-金融城2号T1栋17楼","2018-08-13 23:18:42"
