"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"字节跳动","自然语言处理工程师","23k-46k","北京 ","经验1-3年","本科及以上","全职","NLP","11:27  ","六险一金，免费三餐，租房补贴",,"北京-海淀区-北京市海淀区北三环西路43号中航广场","2018-08-13 21:14:26"
"平安科技","自然语言处理研究员（上海）","20k-40k","上海 ","经验不限","硕士及以上","全职","大数据 | 金融 | Python | 数据挖掘 | 机器学习","10:24  ","公司发展前景好，福利待遇好","岗位职责：","上海-浦东新区-唐镇-崂山路/上丰路","2018-08-13 21:14:29"
"京东集团大数据与智能供应链事业部","算法工程师-NLP方向","30k-60k","北京 ","经验3-5年","本科及以上","全职","算法 | 数据挖掘","2018-07-19  ","竞争力薪酬,平台有挑战,团队氛围好","职位描述：1、负责针对用户的评论内外部数据，以及业务反馈信息的数据采集和文本处理工作。2、负责建模，用于识别用户情感倾向、业务敏感性、业务问题定位，业务预警等方向的数据应用，改进业务产品效果和提升体验。3、参与建设基于内容的数据服务标签模型的底层架构，实现高质量的文本基础特征职位要求：1、熟悉常见爬虫框架和算法包，有扎实的代码（Python/Java/C++语言）开发能力。2、熟悉常见的自然语言处理(NLP)算法与模型（包括，语言模型、词袋模型，主题模型，w2v, CNN/RNN 等）；3、有实际的NLP项目经验，如中文分词、文本分类/聚类、情感分析、主题抽取等4、有阅读paper并改进算法的能力，专注NLP技术者优先，有专业刊物论文发表者优先。5、具备良好的沟通表达能力、团队合作精神，有较好的产品应用规划设计能力者优先。","北京-通州区-京东大厦","2018-08-13 21:14:31"
"第四范式数据智能部","自然语言处理研究员","20k-40k","北京 ","经验1-3年","本科及以上","全职","机器学习 | NLP | 算法","2018-08-08  ","人工智能,大牛超多,晋升空间,不打卡","1. 计算机相关专业本科及以上学历；","北京-海淀区-上地-上地颐泉汇3层","2018-08-13 21:14:34"
"Udesk－企业级智能客服平台研发","自然语言处理（NLP）","25k-50k","北京 ","经验3-5年","硕士及以上","全职","云计算 | 大数据 | 人工智能 | NLP | 数据挖掘 | 算法","10:21  ","待遇优厚,数据量大,地铁周边,团队务实","职位诱惑：创业公司、扁平管理、晋升机会多、发展速度快、团队牛，氛围好#职位描述：+ 基于现有业务的文本数据，提升对话系统在多领域、场景下的体验；+ 语义对话引擎的相关开发，以及新技术和方向的研究。 #职位要求：+ 具有3-5年NLP、智能对话相关工作经验，硕士以上学历；+ 熟练掌握自然语言处理领域的基础理论和方法；+ 熟练掌握一门以上计算机语言；+ 有语音识别经验优先。职位亮点：Udesk是国内领先的企业级智能客服平台，拥有数千家企业用户，为企业提供了一套集智能问答、即时通讯、VoIP、工单、知识库、数据分析为一体的完整的客服系统解决方案。Udesk知名客户有海底捞、星巴克、凯撒旅游、中青旅耀悦、金山WPS、每日优鲜、58转转、宝洁等。覆盖了餐饮、本地生活、旅游、O2O、企业服务等行业。Udesk在2017年6月完成B轮1亿人民币融资，投资方为君联资本、DCM。公司收入增长迅速，有大量的付费用户并开始盈利。Udesk前端用Ember.js，后台用Java、Ruby、Go。日接口调用量超过200,000,000次。","北京-西城区-西直门-成铭大厦C座1605","2018-08-13 21:14:36"
"蓦然认知科技研发部门","自然语言处理","20k-40k","北京 ","经验1-3年","硕士及以上","全职","NLP | 算法 | 机器学习 | 人工智能 | 智能硬件 | 自然语言处理","15:38  ","高管直招，国际顶尖研发团队、发展潜力大",,"北京-海淀区-学院路-学院路甲5号768园区东门A座2号门4楼","2018-08-13 21:14:39"
"金山办公软件金山办公软件 运营研发","NLP/自然语言处理","25k-50k","北京 ","经验3-5年","本科及以上","全职","机器学习 | NLP | 算法","10:57  ","技术提升,提供三餐,14薪以上,年度旅行","【职位描述】","北京-海淀区-西三旗-清河毛纺路金山办公大厦","2018-08-13 21:14:42"
"无秘","自然语言处理/NLP 工程师","30k-60k","深圳 ","经验不限","本科及以上","全职","大数据 | 人工智能 | 机器学习 | 深度学习 | NLP","10:00  ","高速发展,团队优秀,待遇丰厚","职位描述：","深圳-南山区-科技园-科技园北区大族创新大厦A座4楼","2018-08-13 21:14:44"
"马蜂窝大数据部门","NLP工程师","15k-30k","北京 ","经验1-3年","本科及以上","全职","机器学习 | 深度学习 | NLP | 算法","2018-08-07  ","发展空间大,核心项目,技术氛围好","工作职责","北京-朝阳区-朝阳区酒仙桥","2018-08-13 21:14:47"
"苹果树研发部","NLP自然语言处理工程师","25k-50k","深圳 ","经验3-5年","本科及以上","全职","语音识别 | 语音合成 | 算法 | NLP","09:46  ","腾讯研发,技术提升,弹性上班,制度规范","工作职责：1.负责语义理解、分类/聚类等系统构建；2.负责对话文本特征提取、语义理解、详情提取、对话结果生成算法研究及实现；3.负责大规模文本数据处理和数据挖掘；职位要求：1.计算机或相关专业本科及以上学历,2年以上NLP相关工作经验2.有扎实的编程基础，熟悉Java及 Python 语言，对算法和数据结构有深入研究； 3.熟练机器学习方面的基础理论知识，对深度学习等当前热点和前沿技术有完整和系统的认识；4.熟悉TensorFlow框架和TF-Serving5.熟悉NLP相关算法（分词、词性标注、命名实体识别、文本分类、聚类等），熟悉NLP和文本挖掘的关键技术，并有一定的研究成果或项目经验，有语义理解开发经验者优先；6.责任心强，有较强的分析和解决问题能力，有良好的沟通协调能力和团队合作意识。","深圳-南山区-科技园-软件产业基地2C栋1904B","2018-08-13 21:14:50"
"美柚开发部","自然语言处理工程师","10k-20k","厦门 ","经验1-3年","硕士及以上","全职","机器学习 | NLP | 算法","08:47  ","开放,大团队,专业,技术分享","岗位职责：","厦门-思明区-软件园二期望海路4号之一103","2018-08-13 21:14:53"
"数美互联网产品部","NLP工程师","20k-40k","北京 ","经验1-3年","本科及以上","全职","大数据 | NLP | 数据挖掘","07:12  ","BAT团队,互联网氛围,七险一金","工作职责：","北京-朝阳区-来广营-望京诚盈中心","2018-08-13 21:14:56"
"智慧芽","NLP自然语言处理工程师","20k-40k","上海 ","经验不限","博士及以上","全职","NLP | 算法 | 数据挖掘 | 数据分析","16:29  ","弹性工作 全额社保公积金 医疗保险","岗位职责：","上海-闸北区-天目西路-恒丰路568号恒汇国际大厦12F","2018-08-13 21:14:58"
"眸事网大数据","NLP自然语言处理","15k-25k","上海 ","经验1-3年","本科及以上","全职","大数据 | NLP | 算法 | 数据挖掘","09:17  ","行业先锋,语音识别,数据驱动,发展空间大","岗位职责：","上海-虹口区-和平公园-四平路198号轻工国际大厦3楼","2018-08-13 21:15:02"
"一览科技研发部","NLP自然语言处理工程师","25k-50k","北京 ","经验不限","硕士及以上","全职","NLP","14:52  ","前景好","职位描述：","北京-朝阳区-来广营-望京诚盈中心3号楼530","2018-08-13 21:15:04"
"字节跳动","自然语言处理工程师","23k-46k","北京 ","经验1-3年","本科及以上","全职","算法","11:27  ","六险一金，免费三餐，租房补贴",,"北京-海淀区-双榆树-北京市海淀区北三环西路43号中航广场","2018-08-13 21:15:18"
"Udesk－企业级智能客服平台研发部","自然语言处理","15k-30k","北京 ","经验1-3年","本科及以上","全职","机器学习 | 搜索 | NLP | 算法","10:31  ","团队强悍,待遇丰厚,数据规模,场景明确","#职位描述：","北京-西城区-西直门-西直门南大街2号成铭大厦C座16层1605（西直门地铁站C口）","2018-08-13 21:15:21"
"金山办公软件金山办公软件 数据研发","NLP工程师","25k-38k","北京 ","经验3-5年","本科及以上","全职","NLP | 数据挖掘","10:57  ","技术氛围浓,发展空间大,福利待遇优,健身房","【职位描述】","北京-海淀区-上地-小营西路33号金山软件大厦","2018-08-13 21:15:24"
"第四范式数据智能部","NLP应用","25k-50k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | NLP | 算法","2018-08-08  ","人工智能,大牛超多,晋升空间,各种福利","职位描述：岗位职责：参与或负责NLP解决方案孵化，从事相关算法的研究和改进，指导相关系统开发。任职要求： 1. 计算机或相关专业，具有三年以上自然语言处理相关的工作经验2. 熟练掌握自然语言处理的算法和技术，具有分词、新词发现、标签提取、文本分类、智能客服、知识图谱等相关的技术与项目经验3. 扎实的编码能力，熟练使用linux下的C/C++、Python语言开发4. 熟悉深度学习或Hadoop/storm/Spark等常用大数据计算平台者优先","北京-海淀区-上地-上地颐泉汇3层","2018-08-13 21:15:27"
"无秘技术部","自然语言处理/NLP 工程师","20k-40k","深圳 ","经验1-3年","本科及以上","全职","大数据 | 算法 | 数据挖掘","19:34  ","精英团队,扁平管理,多福利,高年终","1、研究自然语言处理领域的前沿技术，如机器翻译、文本分类、chatbot、文本信息抽取等","深圳-南山区-西丽-科技园北区大族创新大厦A座4楼","2018-08-13 21:15:30"
"Amino","NLP自然语言工程师","30k-60k","上海 ","经验3-5年","硕士及以上","全职","机器学习 | 深度学习 | NLP | 算法","17:38  ","国际交流,团队牛人多,弹性工作,期权激励","岗位职责：","上海-静安区-静安寺-静安寺","2018-08-13 21:15:34"
"一览科技研发部","NLP自然语言处理工程师","25k-50k","北京 ","经验不限","本科及以上","全职","视频 | 语音处理","14:52  ","福利好、前景好","职位描述：","北京-朝阳区-望京-诚盈中心3号楼530室","2018-08-13 21:15:36"
"新华社瞭望智库","自然语言处理工程师","15k-25k","北京 ","经验1-3年","本科及以上","全职","机器学习 | 数据挖掘","16:46  ","文本分类,数据挖掘,大数据","岗位职责：","北京-东城区-永定门-中海地产广场","2018-08-13 21:15:39"
"四维图新","自然语言处理工程师","15k-25k","北京 ","经验不限","硕士及以上","全职","NLP | 深度学习 | 人工智能 | 地图","10:58  ","六险一金","工作职责：","北京-海淀区-西北旺-四维图新大厦","2018-08-13 21:15:42"
"通达海软件研发部","自然语言处理工程师","20k-40k","南京 ","经验1-3年","硕士及以上","全职","人工智能 | NLP","10:54  ","五险一金,双休,带薪年假,半年调次薪","1、至少2年以上自然语言处理（NLP）开发经验； 2、熟悉常用算法和数据结构，至少熟悉java/pthon/shell中的一种语言开发； 3、熟悉分词、实体识别、新词发现、关键词抽取、文本分类、知识图谱等自然语言处理算法和应用；4、熟悉分类、聚类、情感分析、协同过滤等常用机器学习和数据挖掘算法；5、对搜索引擎、推荐系统有一定了解；6、计算机科学、数学、统计等相关专业优先；7、具有组建团队能力或经验者优先。","南京-鼓楼区-江东-集慧路16号联创科技大厦B座20层","2018-08-13 21:15:44"
"图灵机器人研发中心","自然语言处理研究员","35k-50k","北京 ","经验不限","博士及以上","全职","机器学习 | 深度学习 | NLP | 算法","11:08  ","行业独角兽,轻松氛围","岗位职责：","北京-海淀区-上地-农大南路1号硅谷亮城5号楼6层","2018-08-13 21:15:47"
"零秒科技研发部","NLP工程师","20k-30k","北京 ","经验1-3年","硕士及以上","全职","大数据 | 人工智能 | 搜索 | NLP | 模式识别","09:36  ","晋升空间大,硅谷团队,丰厚期权,人工智能",,"北京-海淀区-西二旗-领袖新硅谷c区22号楼601","2018-08-13 21:15:50"
"地平线机器人","自然语言处理工程师","20k-30k","南京 ","经验不限","本科及以上","全职","NLP","10:38  ","弹性工作，各种补贴，","工作职责:1.参与以下工作之一：对话、解析和问答系统的算法设计与开发，构建相关算法API和工具包。2.利用机器学习/深度学习/NLP技术完成并优化口语文本分类及slot filling工作。3.基于人机交互定义，优化对话系统架构，设计实现具体的子领域相关技能。4.应用自然语言处理技术实现基于问答知识库、知识图谱、无结构文本的问答系统。任职资格:1.计算机或相关专业本科及以上学历。2.熟悉自然语言处理相关知识，如文本分类、分词、词性标注、句法分析。3.优秀的编码能力，熟悉C/C++、python、shell。4.有良好的沟通能力，和团队协作能力，具备出色的执行力、强烈的责任感，以及优秀的学习能力","南京-栖霞区-尧化-兴智科技园","2018-08-13 21:15:53"
"卖座网智能营销部","自然语言处理工程师","25k-50k","深圳 ","经验3-5年","硕士及以上","全职","NLP | 算法 | 数据分析","09:37  ","福利待遇,发展前景","职位描述：","深圳-南山区-科技园-高新科技园中区科苑路15号科兴科学园B3-16楼","2018-08-13 21:15:56"
"京东集团NLP研发部","NLP算法工程师","40k-50k","北京 ","经验5-10年","硕士及以上","全职","人工智能 | NLP | 算法","2018-08-07  ","京东,NLP","职位描述1）京东 AI NLP 平台的算法设计2）京东智能对话机器人的算法设计3）为京东各个业务线进行 NLP 赋能要求1）熟悉 NLP 相关算法和技术2）熟悉 Tensorflow/Keras3）熟悉机器学习和相关算法","北京-朝阳区-亚运村-北辰世纪中心A座","2018-08-13 21:15:59"
"字节跳动","NLP算法工程师-内容质量","25k-50k","北京 ","经验1-3年","本科及以上","全职","NLP","11:27  ","六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理",,"北京-海淀区-北京市海淀区北三环西路43号中航广场","2018-08-13 21:16:12"
"图灵机器人研发中心","自然语言处理工程师","20k-30k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | 深度学习 | NLP | 算法","11:08  ","行业独角兽,轻松氛围","岗位职责：","北京-海淀区-上地-农大南路1号硅谷亮城5号楼6层","2018-08-13 21:16:15"
"四维图新","自然语言处理工程师","12k-20k","武汉 ","经验1-3年","本科及以上","全职","NLP | 算法 | 数据挖掘","10:23  ","六险一金,待遇优厚,成长空间","工作职责：","武汉-洪山区-关山-关山大道光谷软件园","2018-08-13 21:16:18"
"卖座网智能营销部","NLP工程师","15k-30k","深圳 ","经验1-3年","硕士及以上","全职","NLP | 算法 | 数据分析","09:37  ","福利待遇,发展前景","职位描述：","深圳-南山区-科技园-高新科技园中区科苑路15号科兴科学园B3-16楼","2018-08-13 21:16:20"
"瓜子二手车直卖网智能平台技术部","自然语言处理/机器学习算...","25k-50k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 机器学习 | NLP | 算法","11:18  ","一线互联网技术背景+全年最高19薪+不打卡","工作职责：参与瓜子智能对话系统核心算法研发，包括但不限于-负责对话系统的意图理解、槽位解析等核心算法研发-负责对话系统中多轮查询理解和对话状态跟踪等核心算法研发-负责对话系统中对话管理、排序、引导等核心算法研发","北京-海淀区-上地-软件园南路57号八维研修学院5号科技楼","2018-08-13 21:16:23"
"弘道","自然语言处理工程师","25k-50k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 医疗健康","08:47  ","五险一金,午餐补助,交通补贴,通讯补贴","职责描述： ","北京-海淀区-苏州街-北四环西路66号中国技术交易大厦B座19层","2018-08-13 21:16:27"
"搜狗搜索事业部","智能问答-NLP研究员","30k-50k","北京 ","经验3-5年","硕士及以上","全职","后端 | 服务器端","08:58  ","核心项目","项目介绍：","北京-海淀区-五道口-五道口搜狐网络大厦","2018-08-13 21:16:29"
"京东集团","NLP/机器学习/深度学习算...","20k-40k","北京 ","经验5-10年","本科及以上","全职","大数据 | 算法 | 数据挖掘","3天前  ","14薪,免费班车","【岗位描述】","北京-大兴区-北京经济开发区科创十一街18号院京东集团总部大楼A栋21层","2018-08-13 21:16:32"
"语言桥","自然语言处理工程师","30k-50k","成都 ","经验3-5年","本科及以上","全职","机器学习 | 算法","10:22  ","行业前景优,五险一金,周末双休","岗位职责：","成都-高新区-天府大道北段1288号泰达时代中心1号楼8楼","2018-08-13 21:16:35"
"明略数据技术部","NLP 研发工程师","25k-30k","北京 ","经验不限","本科及以上","全职","企业服务","14:01  ","六险一金","工作职责：","北京-海淀区-五道口清华科技园创新大厦","2018-08-13 21:16:38"
"田米科技","高级产品经理-NLP","25k-50k","北京 ","经验3-5年","本科及以上","全职","产品设计","09:43  ","空间大","岗位职责：","北京-海淀区-安宁庄东路72号科利源大厦（小米六期）","2018-08-13 21:16:41"
"网易游戏AI lab","自然语言处理（NLP）专家","40k-60k","杭州 ","经验不限","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | NLP","15:19  ","技术导向,大公司平台,福利好,大牛多","岗位职责：","杭州-滨江区-长河-网商路网易大厦","2018-08-13 21:16:44"
"考拉阅读产品&研发部","NLP开发工程师","20k-40k","北京 ","经验3-5年","本科及以上","全职","NLP | 算法 | 数据挖掘","10:54  ","扁平管理,弹性工作,领导好,发展空间大","一、工作职责：","北京-海淀区-北京大学-中关村sohoA1519","2018-08-13 21:16:47"
"朗播网人工智能与大数据中心","自然语言处理工程师","15k-30k","北京 ","经验3-5年","本科及以上","全职","机器学习 | 算法","09:51  ","免费健身,五险一金,股票期权,带薪年假","岗位职责：","北京-海淀区-上地-上地信息路甲28号科实大厦D座501","2018-08-13 21:16:50"
"360","自然语言处理工程师","25k-50k","北京 ","经验1-3年","本科及以上","全职","机器学习 | 深度学习 | NLP","10:31  ","发展空间","职位描述：","北京-朝阳区-酒仙桥-酒仙桥路6号院（电子城•国际电子总部）","2018-08-13 21:16:53"
"字节跳动","NLP算法工程师-广告系统","25k-50k","北京 ","经验1-3年","本科及以上","全职","算法","11:27  ","六险一金，高薪期权，弹性工作，租房补贴，职业大牛，晋升空间",,"北京-海淀区-北京市海淀区北三环西路43号中航广场","2018-08-13 21:17:07"
"联想集团联想研究院","自然语言处理研究员","30k-60k","北京 ","经验1-3年","硕士及以上","全职","机器学习","09:04  ","高薪资,高福利","自然语言处理研究员-联想集团—联想研究院 Position Description: 1. 自动问答和对话、信息抽取、语义分析等自然语言处理任务的研发；  2. 深度学习相关的数据处理、问题建模和算法优化 Position Requirements: 1. 自然语言处理、机器学习、数据挖掘、信息检索等相关专业；硕士及以上学历，工作2年以上  2. 熟悉自然语言处理的基本流程和相关算法；熟悉深度学习相关算法  3. 熟练使用至少一种开发语言，比如Java, python, C++等  4. 独立实现过机器学习相关模型者优先；有自动问答系统相关经验优先 自然语言处理研究员(48984)-band8    Hiring Manager: Changjian HU Position Description:  Stay up-to-date with in the areas of DL, ML, and NLP, and research and develop new methodologies for natural language understanding. Rapidly prototype integration of latest research in the field into the product.Implement the ideas developed by the research team, using DL architectures. Position Requirements: Master’s degree or PhD in artificial intelligence, deep learning, machine learning, data science, computer science, or a similar field.Familiarity with existing DL libraries (e.g. Tensorflow, Torch, Theano, Caffe, PyBrain, etc.). Industry experience in natural language processing","北京-海淀区-西北旺-联想总部(北京)园区","2018-08-13 21:17:10"
"达闼科技NLP(CN)","自然语言处理高级工程师-NLP","30k-60k","北京 ","经验5-10年","硕士及以上","全职","人工智能 | NLP | 算法","2018-08-03  ","行业前景好,公司潜力大,发展空间大,福利待遇佳",,"北京-朝阳区-望京-望京soho塔3A座23层","2018-08-13 21:17:13"
"FitTime睿健时代智能技术中心","自然语言处理工程师","15k-25k","北京 ","经验1-3年","本科及以上","全职","数据挖掘 | 数据分析","10:28  ","高薪资,福利多多,内部晋升,大牛团队","职位描述：","北京-朝阳区-望京-绿地中国锦","2018-08-13 21:17:16"
"欢聚时代（YY Inc）","NLP","40k-80k","北京 ","经验5-10年","硕士及以上","全职","NLP","09:29  ","环境好,平台大,领导nic,福利多多","目前团队成员全部来自BAT，绝对重量级！","北京-海淀区-学院路-知春路7号致真大厦C座11层","2018-08-13 21:17:19"
"广州棒谷科技股份有限公司大数据人工智能研发中心","自然语言处理工程师","10k-20k","广州 ","经验1-3年","本科及以上","全职","NLP | 电商 | 搜索","3天前  ","海量数据,大型电商","岗位职责","广州-白云区-白云大道-景泰街机场东门路01号豪泉大厦2楼大厅","2018-08-13 21:17:21"
"金山办公软件运营研发","自然语言处理工程师/数据...","20k-40k","北京 ","经验3-5年","本科及以上","全职","NLP | 数据挖掘","19:40  ","年终奖,六险一金,食堂,健身房","【职位描述】","北京-海淀区-上地-小营西路33号金山软件大厦","2018-08-13 21:17:24"
"一览科技研发部","自然语言处理工程师","20k-40k","北京 ","经验3-5年","本科及以上","全职","图像处理 | 算法","14:52  ","大牛团队,年终奖","职位描述：","北京-朝阳区-望京-诚盈中心3号楼530室","2018-08-13 21:17:27"
"搜狗搜索事业部","网页搜索-自然语言处理研究员","30k-50k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | NLP | 深度学习","08:58  ","核心项目","【岗位职责】","北京-海淀区-五道口-五道口搜狐网络大厦","2018-08-13 21:17:29"
"巧达数据","自然语言处理工程师","15k-30k","北京 ","经验1-3年","本科及以上","全职","软件开发 | ERP","09:06  ","餐补2千,年奖6个月,工作居住证,期权换现金"," 岗位职责：1、基于词向量（word embedding）、句向量相关技术计算文本相似度等应用研发；2、负责NLP前沿问题的研究，利用机器学习、深度学习、自然语言处理等前沿技术完成知识抽取、实体匹配、语义消歧、关系抽取等应用的研发;3、参与推荐机器的研发，负责推荐系统核心算法设计与优化；4、负责数据的挖掘与处理相关工作。岗位要求：1、计算机及相关专业本科以上学历，一年以上工作经验，自然语言处理、知识工程专业优先2、对文本向量化有深入的了解，熟练掌握word2vec等向量化技术，有实际的项目经验优先3、具有良好的自然语言处理背景。熟悉中文分词、词性标注、实体识别、语义消歧等自然语言处理技术。4、对自然语言处理、数据挖掘、深度学习等前沿技术有强烈兴趣，有文本挖掘、文本去重技术研发经验者优先；能够熟练使用shell、python等脚本开发工具者优先。5、善于分析和解决问题，很强的学习能力，富有想象力和创造性思维，良好的团队合作精神。","北京-海淀区-海淀大街8号中钢国际广场6层","2018-08-13 21:17:32"
"NaturLing教育科技研发部","自然语言处理工程师（NLP）","20k-35k","上海 ","经验1-3年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | NLP","2天前  ","硅谷文化,股权激励,国际化团队,发展快","工作内容","上海-闵行区-莘庄-闵行区中春路","2018-08-13 21:17:35"
"京东集团商城人工智能项目","NLP算法工程师","25k-45k","上海 ","经验1-3年","硕士及以上","全职","深度学习 | 推荐 | NLP | 机器学习","09:47  ","核心","岗位描述：","上海-长宁区--明基商务广场","2018-08-13 21:17:37"
"清帆科技感知计算组","自然语言处理工程师","15k-30k","北京 ","经验1-3年","本科及以上","全职","人工智能 | 深度学习 | NLP","09:15  ","团队优秀,年13+薪,期权激励,带薪假多","工作职责：","北京-海淀区-西北旺-中关村软件园立思辰大厦5层","2018-08-13 21:17:40"
"去哪儿网","自然语言处理研究员-机票...","25k-40k","北京 ","经验3-5年","硕士及以上","全职","NLP","12:19  ","核心模块,海量数据,16薪+","工作职责:1.负责旅游领域知识图谱构建以及旅游助手的研发；2.从事用户行为挖掘工作，对用户画像属性进行预测。任职资格:1.对旅游领域充满激情，勇于提出新的想法并快速实施验证；2.在自然语言处理、信息检索、机器学习和数据挖掘等领域有较好的研究经历；3.熟练掌握Python 、C++ 、Java语言的任意一种；4.具备较好的算法基础，逻辑归纳能力强；5.有工作热情，沟通能力较好，团队意识强。","北京-海淀区-西三旗-西小口路66号中关村东升科技园（北领地）B-2号楼4层","2018-08-13 21:17:43"
"国美金控智能投顾","NLP自然语言处理工程师","15k-25k","北京 ","经验1-3年","硕士及以上","全职","人工智能 | NLP","3天前  ","14薪,高学历团队","岗位职责：","北京-朝阳区-鹏润大厦","2018-08-13 21:17:46"
"字节跳动","NLP算法工程师","25k-45k","北京 ","经验3-5年","本科及以上","全职","算法","2018-08-09  ","弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理",,"北京-海淀区-北京市海淀区知春路63号中国卫星通信大厦","2018-08-13 21:18:00"
"搜狗","智能问答-自然语言处理研究员","30k-50k","北京 ","经验3-5年","硕士及以上","全职","算法 | 数据挖掘","08:58  ","团队氛围好、发展空间大","【项目介绍】随着智能时代的到来，人们对信息获取的效率和方式有了更高期望，我们正在通过技术手段让信息的获取变得更加便捷。基于深厚积淀的自然语言处理、大数据挖掘和深度学习等技术，智能问答能够准确理解用户的信息需求，高效提炼互联网海量数据形成优质知识库，通过语义理解和知识计算，以精准答案的方式响应用户的信息查询需求。我们正在搜索场景提供精准问答功能，每天服务亿万网民，我们努力打造最优秀的中文问答和对话服务平台，背靠智能问答服务的搜狗汪仔机器人在国内著名知识问答节目《一站到底》中战胜最强人类选手。我们正在更多场景更好提供问答和对话服务，我们的使命是“让信息获取更简单”。【职位诱惑】公司战略重点项目，人工智能在自然语言处理领域的集中体现，搜索引擎的未来发展方向。【岗位职责】1.负责自然语言处理基础工具的开发、改进与应用，包括用户查询意图识别、查询改写等效果改进工作；2.负责自动摘要、情感分析、文本挖掘等效果改进工作；3.从事智能问答系统的研发，改进问题和答案语义相关性计算方法，为搜索用户提供精准答案。","北京-海淀区-五道口-中关村东路一号院清华科技园搜狐网络大厦","2018-08-13 21:18:03"
"太美医疗科技AI实验室","自然语言处理","25k-35k","上海 ","经验3-5年","硕士及以上","全职","数据挖掘","2018-08-01  ","open,free,nice","岗位职责：","上海-徐汇区-桂箐路7号华东理工科技园G7园区1号楼7F","2018-08-13 21:18:05"
"飞常准服务资讯部","文本挖掘/自然语言处理工程师","8k-15k","合肥 ","经验3-5年","本科及以上","全职","大数据 | 数据挖掘 | 数据分析","09:39  ","六险一金,员工旅游,年底奖金,员工体检","岗位职责：1 利用机器学习和NLP技术从海量异构数据中进行有价值民航服务信息的挖掘和整合2 分析和挖掘海量结构化数据中的规律，有效的预测民航服务数据变化趋势，开发量化服务策略与产品，参与文本挖掘产品的算法设计、开发及编码的实现；3 使用数据挖掘与语义网技术，整合民航服务相关数据，构建民航服务标准体系","合肥-蜀山区-潜山路新华国际广场A座17楼","2018-08-13 21:18:08"
"源杉FIR.ai研发部","自然语言处理工程师","20k-40k","上海 ","经验3-5年","硕士及以上","全职","人工智能 | 机器学习 | 搜索 | NLP","09:30  ","人工智能,深度学习,股权激励,大牛团队","- 至少2年以上的机器学习或自然语言处理相关工作经验，熟悉基本的NLP库，能自如使用正则，有贡献相关开源项目经验者尤佳；","上海-杨浦区-四平路-五角场","2018-08-13 21:18:11"
"逸途科技研发","NLP工程师","15k-30k","北京 ","经验1-3年","硕士及以上","全职","人工智能 | 机器学习 | NLP | 算法","3天前  ","大牛团队,空间大,领导棒","职位描述：","北京-朝阳区-酒仙桥-酒仙桥路4号宏源大厦","2018-08-13 21:18:13"
"宜信征信 -大数据","nlp","25k-40k","北京 ","经验不限","本科及以上","全职","机器学习 | NLP","2018-08-07  ","行业top,加班少,六险一金,团队氛围好","职位描述:","北京-朝阳区-大望路-大望路","2018-08-13 21:18:16"
"大河网技术发展中心","文本挖掘/自然语言处理","5k-10k","郑州 ","经验3-5年","本科及以上","全职","NLP | 算法","2018-07-30  ","五险 双休","岗位职责：","郑州-中原区-科学大道57号中原广告产业园3号楼15层","2018-08-13 21:18:19"
"roobo","自然语言处理","25k-50k","北京 ","经验3-5年","本科及以上","全职","NLP | 算法","10:07  ","智能硬件，优秀团队，风口行业","基本要求 精通Java，精通设计模式。 熟悉linux/BSD工作环境。 熟练掌握sql，能够进行sql语句的优化，有数据库分库分表实战经验。 有大流量、大访问量、高负载等环境下的系统设计开发经验。  高阶加分 精通 C， C++，python，将获得加分。 有自然语言处理的相关产品经验，将获得加分。 有机器学习，数据挖掘产品经验，将获得加分。  品质要求 责任心强，具备良好的团队合作精神和承受压力的能力。 具有高度的抽象设计能力，思路清晰，善于思考，能独立驱动、分析和解决问题。 对代码质量有追求，精益求精。","北京-东城区-朝阳门-银河soho","2018-08-13 21:18:22"
"泛微研发部","NLP","25k-50k","上海 ","经验1-3年","硕士及以上","全职","大数据 | 机器学习 | 深度学习 | NLP | 算法","09:55  ","发展前景好,平台大,半年调薪,福利待遇好","职位描述：    ","上海-闵行区-上海市闵行区联航路1188号33号楼泛微软件大厦","2018-08-13 21:18:25"
"齐家网数据部","NLP自然语言处理工程师","15k-30k","上海 ","经验3-5年","本科及以上","全职","机器学习 | 建模 | NLP | 算法","2018-08-07  ","互联网,泛家居,大公司,福利好","岗位职责：","上海-嘉定区-丰庄-金沙江路3131号","2018-08-13 21:18:28"
"京东集团京东集团-AI平台与研究院","NLP算法工程师","25k-50k","北京 ","经验3-5年","本科及以上","全职","大数据 | NLP | 算法 | 数据挖掘","2018-08-02  ","成长空间,新团队","算法 深度学习 NLP 大数据 数据挖掘 自然语言处理职位","北京-朝阳区-亚运村-北辰世纪中心A座","2018-08-13 21:18:31"
