"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"大数医达研发部","NLP","20k-30k","南京 ","经验3-5年","硕士及以上","全职","医疗健康 | 大数据 | 人工智能 | NLP","1天前  ","双休年终奖,五险一金,试用期全薪,两餐补贴","地址10月份将会搬到天隆寺、铁心桥地铁站交汇处","南京-建邺区-双闸-南京市-建邺区-双闸-东南魔方青年汇","2018-08-13 21:28:29"
"赫尔墨斯PAAS云平台部","NLP开发工程师","10k-20k","成都 ","经验1-3年","本科及以上","全职","NLP | 算法 | 数据挖掘","3天前  ","福利超多,团队氛围,弹性工作,技术深挖","自然语言处理","成都-双流区-湖畔西路99号科学城D区5栋5楼","2018-08-13 21:28:32"
"泛微研发中心","自然语言处理nlp","30k-40k","上海 ","经验1-3年","硕士及以上","全职","大数据 | 机器学习 | NLP","3天前  ","免费三餐,团队旅游,年度体检,绩效奖金","岗位职责：","上海-闵行区-浦江-联航路1188弄浦江智谷33号楼","2018-08-13 21:28:46"
"麦多特","自然语言处理工程师","25k-50k","广州 ","经验1-3年","硕士及以上","全职","人工智能 | NLP | 语音识别 | 医疗健康 | 移动互联网 | 机器学习","2018-08-07  ","不打卡,14天年假,包午晚餐,股份激励",,"广州-萝岗区-科学大道286号七喜控股大厦1107","2018-08-13 21:28:48"
"涂鸦智能云端开发部","自然语言处理工程师★★★","17k-33k","杭州 ","经验不限","本科及以上","全职","后端","2018-08-06  ","弹性工作,行业前景好,氛围轻松,五险一金","岗位描述：","杭州-西湖区-古墩路-古墩路87号浙商财富中心3号楼7-8层","2018-08-13 21:28:51"
"荣大科技","自然语言处理（NLP）工程师","20k-40k","北京 ","经验3-5年","本科及以上","全职","NLP | 机器学习 | 深度学习","2018-08-03  ","五险一金,13薪,节日福利,全勤奖","岗位职责：1、利用相关技术和算法，提供文本分析相关的基础方案与服务； 2、针对海量文本内容进行中文分词、语义识别、自动聚类等文本挖掘工作； 3、负责搭建相关的机器学习 & 大数据计算平台；4、负责数据和业务的紧密集合。","北京-西城区-车公庄-百万庄大街16号北京京仪孵化器2栋2606","2018-08-13 21:28:53"
"图普科技（深度学习图像识别云）技术","自然语言处理研究员","30k-60k","广州 ","经验3-5年","硕士及以上","全职","机器学习","11:18  ","人工智能,高速发展,弹性工作","岗位职责：","广州-天河区-天园-天河科技园建工路11号602","2018-08-13 21:28:56"
"达西技术部","自然语言处理研发工程师","18k-35k","杭州 ","经验1-3年","本科及以上","全职","大数据 | NLP | 算法 | 数据分析","11:17  ","晋升空间,需求驱动,五险一金,双休","职位描述：","杭州-滨江区-滨盛路1508号海亮大厦1505","2018-08-13 21:28:59"
"沪江","高级自然语言处理工程师","30k-50k","上海 ","经验3-5年","本科及以上","全职","NLP | 数据挖掘","2018-08-09  ","上市前夜 弹性办公 周末双休","岗位描述：","上海-浦东新区-张江-浦东软件园博云路2号浦软大厦6-8楼","2018-08-13 21:29:03"
"凤凰金融","NLP工程师","30k-50k","北京 ","经验3-5年","本科及以上","全职","NLP | 算法 | 数据挖掘","2018-08-06  ","核心项目,季度奖金,15天假期","【岗位职责】","北京-朝阳区-来广营朝来高科技产业园18号院18号楼","2018-08-13 21:29:05"
"北京睿企信息科技有限公司产品技术部","NLP工程师","20k-40k","北京 ","经验1-3年","本科及以上","全职","NLP | 算法 | 数据挖掘 | 数据分析","3天前  ","五险一金,领导好,餐补,发展空间大","职位描述：","北京-朝阳区-三元桥承冀诚大厦C座部落方舟","2018-08-13 21:29:08"
"嘉和美康医疗大数据产品与技术中心","自然语言处理工程师","16k-32k","北京 ","经验1-3年","硕士及以上","全职","医疗健康 | 大数据 | Hadoop | NLP | 数据挖掘 | 数据分析","2018-08-02  ","医疗大数据,行业前沿,技术大咖","岗位职责","北京-东城区-和平里-青龙胡同一号歌华大厦B座619室","2018-08-13 21:29:11"
"虎鲸科技R&D","NLP算法工程师","20k-35k","北京 ","经验1-3年","本科及以上","全职","人工智能 | 机器学习 | NLP | 算法","10:17  ","福利待遇高,不打卡,研发团队强,发展空间大","岗位职责：","北京-海淀区-中关村-世纪科贸大厦","2018-08-13 21:29:14"
"杭州数睿科技研发部","自然语言处理工程师","25k-50k","杭州 ","经验3-5年","硕士及以上","全职","人工智能 | NLP","08:50  ","技术前沿,福利多多,海外平台,免费零食","职位描述：","杭州-西湖区-西湖-莫干山路333号美莱商务大厦","2018-08-13 21:29:17"
"嘀嗒出行大数据中心","自然语言处理工程师","20k-30k","北京 ","经验3-5年","本科及以上","全职","机器学习 | 算法","2018-07-18  ","自然语言,算法","工作内容：","北京-朝阳区-创远路36号院朝来科技园14号楼5层","2018-08-13 21:29:20"
"京东商城AI部门","自然语言处理","25k-50k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | NLP","2018-07-27  ","大牛多，发展空间快，薪资有竞争力","1：熟悉深度学习，LSTM,CNN,RNN 结构与原理，熟悉Attention、memory等机制  2：做过机器翻译、文本推荐、自然语言生成、人机对话、文本分类、语法纠错等相关项目  3: 编程能力优秀，熟悉Python、C++等，熟悉TensorFlow  4：具备机器学习基础知识体系，熟悉SVM、ME、Bayes等模型以及SGD、Momentum、 Adagrad、 RMSprop等优化算法  5：具有两年以上自然语言处理实际项目经历者优先考虑","北京-大兴区-亦庄经济技术开发区科创十一街18号院","2018-08-13 21:29:24"
"中译语通自然语言处理","自然语言处理工程师","15k-30k","北京 ","经验1-3年","硕士及以上","全职","NLP | 算法","17:54  ","新兴团队，有活力，为未来而奋斗！","岗位职责","-石景山路20号中铁建设大厦16层","2018-08-13 21:29:28"
"泛微研发部门","自然语言处理工程师","30k-50k","上海 ","经验3-5年","本科及以上","全职","Java","09:19  ","绩效奖金,三餐福利,年终奖金,半年调薪","岗位职责：","上海市-闵行区-浦江-联航路1188弄浦江智谷33号楼","2018-08-13 21:29:42"
"深思考人工智能机器人算法部","自然语言处理算法工程师（NLP）","15k-30k","北京 ","经验应届毕业生","硕士及以上","全职","人工智能 | 机器学习 | NLP | 算法","09:56  ","核心岗位,重点培养,导师制,住宿","岗位职责：","北京-海淀区-上地-上地信息路12号中关村发展大厦B座203","2018-08-13 21:29:45"
"ZingFront智线技术部","NLP 中级工程师","15k-24k","北京 ","经验3-5年","本科及以上","全职","python | NLP | 算法 | 大数据 | Java","09:47  ","带薪年假+福利多+办公环境好+氛围自由开放","工作内容：","北京-朝阳区-朝阳公园-朝阳公园南路骏豪中央公园","2018-08-13 21:29:49"
"朗动网络科技研发部","NLP工程师","10k-20k","苏州 ","经验1-3年","本科及以上","全职","机器学习 | NLP | 算法","2018-08-06  ","一线湖景,地铁沿线,弹性工作制,行业领创者","职位描述：","苏州-吴中区-园区独墅湖慧湖大厦A901","2018-08-13 21:29:51"
"云知声AI Labs","NLP算法研究员","15k-30k","上海 ","经验不限","硕士及以上","全职","机器学习 | NLP","14:38  ","对话管理,知识图谱,知识图谱，,聊天机器人","岗位职责：","上海-徐汇区-漕河泾-漕河泾开发区新研大厦","2018-08-13 21:29:54"
"深圳市得色科技有限公司在线教育部","自然语言处理工程师","15k-30k","深圳 ","经验3-5年","硕士及以上","全职","人工智能 | 机器学习 | 算法","14:30  ","项目好,发展好,团队好,氛围好","工作职责：","深圳-南山区-大冲-科苑南路3099号中国储能大厦30F","2018-08-13 21:29:57"
"一起科技AI","NLP自然语言工程师（技术）","30k-60k","北京 ","经验3-5年","本科及以上","全职","教育 | 人工智能","3天前  ","环境好,待遇高","岗位职责:","北京-朝阳区-望京-望京绿地中心B座","2018-08-13 21:30:01"
"快手研发线","算法专家-语义理解/NLU/NLP","30k-50k","北京 ","经验3-5年","硕士及以上","全职","算法","2018-08-07  ","弹性工作,股票期权,精英团队,千万级用户","1.负责快手NLP/NLU核心技术算法与技术平台；2.从文本中抽取事件、分析情感，构建知识图谱； 3.培养下属成员，提高团队整体专业技能。","北京-海淀区-北京海淀","2018-08-13 21:30:05"
"贝壳","NLP工程师","30k-50k","北京 ","经验1-3年","本科及以上","全职","NLP","2018-08-06  ","免费三餐,扁平管理,发展空间,弹性工作","工作职责:1.参与房产领域自然语言处理基础平台建设，为搜索、推荐、问答、知识图谱等应用提供基础技术输出。2.参与房产领域智能问答系统研发工作，研究基于领域知识库和知识图谱的深度学习问答系统研发，打造智能的房产问答体系。3.参与房产领域智能对话系统研发工作，包括自然语言理解、对话管理、对话生成等核心模块的研发，持续提升语义理解，多轮对话，文本生成技术等能力，打造对话即应用的下一代智能产品任职资格:1.自然语言处理/机器学习/计算机/数学 相关专业，硕士及以上学历，2年左右经验；2.优秀的算法基础和编码能力，熟悉linux环境，精通c/c++以及python、shell等脚本语言；3.在如下专业领域有丰富经验：分词、词性标注、新词发现、词义消歧、命名实体识别、句法分析、情感分析、主题模型、话题分析、事件发现、舆情分析、知识图谱，独立实现过复杂NLP系统；4.有很强的分析和解决问题的能力，思路清晰，学习能力强，善于归纳、总结、推理。5.能力强，心里素质佳，有优秀的团队合作意识，良好的沟通能力以及团队协调能力。","北京-海淀区-上地-开拓路11号福道大厦","2018-08-13 21:30:11"
"京东集团AI平台与研究院","NLP算法leader","40k-80k","北京 ","经验5-10年","本科及以上","全职","广告营销 | 机器学习 | 深度学习 | NLP | 算法","2018-08-02  ","成长空间,大牛,氛围好","这是AI平台研究院的新team，正在搭建团队，成长空间很大，目前招资深算法工程师&leader（总监级）","北京-朝阳区-亚运村-北辰世纪中心A座","2018-08-13 21:30:14"
"复华控股信息中心","NLP算法工程师","15k-30k","北京 ","经验3-5年","大专及以上","全职","大数据 | NLP | 算法 | 数据挖掘","3天前  ","提升空间大",,"北京-朝阳区-团结湖-博瑞大厦","2018-08-13 21:30:18"
"芯智引擎","NLP工程师","15k-30k","北京 ","经验1-3年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | NLP","2018-08-07  ","免费健身,技术大牛,免费健身,福利丰厚","1、熟悉自然语言处理的一个或多个领域，如：实体识别，关系抽取、事件抽取、指代消解等，有实际的自然语言处理科研经历；","北京-海淀区-融科资讯中心","2018-08-13 21:30:22"
"凤凰金融IT开发技术部/服务端","自然语言处理工程师","20k-40k","北京 ","经验3-5年","本科及以上","全职","NLP | 算法","2018-08-06  ","七险一金,带薪假期,弹性工作,绩效奖金","岗位职责：","北京-朝阳区-来广营朝来高科技产业园18号院18号楼","2018-08-13 21:30:26"
"新浪微博新浪微博","自然语言处理算法工程师","25k-50k","北京 ","经验3-5年","硕士及以上","全职","NLP | 算法 | 数据挖掘","10:26  ","股票 出境游 开放社交TOP1","工作职责:","北京-海淀区-中关村软件园新浪总部大厦","2018-08-13 21:30:31"
"世纪超星北京世纪超星信息技术发展有限责任公司","自然语言处理算法工程师","20k-40k","南京 ","经验不限","本科及以上","全职","NLP | 算法 | 数据挖掘 | 数据分析","09:24  ","年终奖金,节日福利,带薪年假,周末双休","岗位职责：","南京-雨花台区-安德门大街57号楚翘城3号楼7层","2018-08-13 21:30:35"
"ZingFront智线技术部","NLP 中级工程师","8k-15k","廊坊 ","经验1-3年","本科及以上","全职","python | 算法 | C++ | 数据挖掘","09:47  ","带薪年假+福利多+办公环境好+氛围自由开放","工作内容：","廊坊-广阳区-北凤道阿尔卡迪亚","2018-08-13 21:30:50"
"奇虎360金融","NLP算法工程师","30k-60k","北京 ","经验3-5年","学历不限","全职","人工智能 | NLP | 大数据 | 移动互联网","3天前  ","创新业务,优秀团队,数据量级","职位描述：","北京-朝阳区-酒仙桥-北京市朝阳区酒仙桥路6号院（电子城•国际电子总部）2号楼B座","2018-08-13 21:30:54"
"多维树","自然语言处理工程师","20k-30k","厦门 ","经验1-3年","硕士及以上","全职","电商 | 机器学习 | 深度学习 | NLP | 算法","2018-08-06  ","行业潜力,前沿技术,年底双薪,弹性工作","岗位职责：","厦门-思明区-观日路30号之四404","2018-08-13 21:30:58"
"宝宝树AI中心","NLP研究员","25k-50k","北京 ","经验1-3年","本科及以上","全职","教育 | NLP | 算法","2018-08-02  ","六险一金,扁平管理","岗位职责： ","北京-朝阳区-东三环北路甲26号博瑞大厦6层、7层","2018-08-13 21:31:01"
"知网","自然语言处理研发工程师","8k-15k","北京 ","经验不限","硕士及以上","全职","NLP | 算法","09:26  ","五险二金，年假，免费早午餐，住宿","工作职责： 1.调研技术背景，理论学习； 2.结合自然语言处理技术，设计适当的实施算法； 3.技术实现，算法实验； 4.产品发布，软件维护。 应聘要求： 1.计算机相关专业硕士及以上学历，理解各种常用的数据结构和算法，思维严谨灵活，具有较强的学习能力，良好的沟通和团队合作能力； 2.熟悉自然语言处理、机器学习、模式识别等常用算法，对NLP方向有浓厚兴趣； 3.熟练掌握C/C++编程语言； 4.了解数据库技术，有处理大规模数据的经验优先； 5.博士及以上学历优先录用，高薪聘用。","北京-海淀区-西三旗-西小口路66号东升科技园北领地A2楼","2018-08-13 21:31:03"
"江村市隐","算法工程师（NLP）","20k-30k","上海 ","经验1-3年","本科及以上","全职","大数据 | NLP | 算法 | 数据挖掘","3天前  ","薪资好,福利好,领导好,扁平管理","岗位职责：","-金科路2889弄长泰广场B座10楼","2018-08-13 21:31:07"
"车联网大数据","自然语言处理工程师","15k-30k","深圳 ","经验1-3年","本科及以上","全职","算法 | 数据挖掘 | 数据分析","16:12  ","六险一金,16薪,周末双休,领导好","岗位职责： 1. 负责文本解析、分词标注、分类聚类、自动摘要、情感分析等技术研发； 2. 结合业务需求，应用NLP相关技术，包括舆情平台等。  任职要求： 1. 大学本科，硕士优先，有2年以上的自然语言处理相关领域的工作经验； 2. 掌握机器学习和NLP常用算法，熟悉信息检索基本概念； 3. 有文本挖掘、中文信息处理、 知识系统方面的研究与开发经验，包括分类、聚类、自动摘要、命名实体识别、信息抽取、问答系统等； 4. 对数据敏感，有计算机、统计背景，以及较强的分析和解决问题的能力。","深圳-南山区-南山区-高新中四道研祥科技大厦","2018-08-13 21:31:10"
"百分点沈阳开发部","NLP算法实习生","2k-3k","沈阳 ","经验1年以下","本科及以上","实习","软件开发","09:17  ","弹性工作,员工活动","岗位职责：1、使用NLP和知识图谱等前沿技术，开发面向行业领域的自然语言解析与处理系统；2、使用NLP和知识图谱等前沿技术，开发面向行业领域的自动应答系统；3、参与自然语言处理各模块（依存句法分析、语义理解、情感分析、机器翻译等）的优化与改进工作。任职要求：1、计算机相关专业本科及以上学历；2、熟悉Python；熟悉机器学习主流模型，熟悉scikit-learn至少一种分类算法；3、优秀的分析问题、解决问题能力和团队合作意识；4、具有良好的沟通能力和协调能力，优秀的学习能力，具备良好的团队精神，能承受工作压力，富有进取心；5、有深度学习、搜索引擎、推荐系统相关技术经验者优先。","沈阳-沈河区-一经-青年大街市府恒隆广场办公楼","2018-08-13 21:31:14"
"喜马拉雅","自然语言处理","20k-40k","上海 ","经验1-3年","本科及以上","全职","人工智能 | 机器学习 | NLP | 算法","1天前  ","音频独角兽，弹性工作，发展平台、年终奖金","岗位职责：1、应用自然语言处理技术实现实体识别、意图识别、情感分析等相关工作2、应用文本挖掘技术实现文本聚类分类，知识提取、知识图谱构建等研发工作；3、负责大规模文本数据处理，包括生文本预处理、过滤，语言模型生成，未登录词识别等。任职要求：1、不限专业，硕士及以上学历，2年以上相关的工作经验；2、熟悉自然语言处理、文本挖掘的关键技术，有中文NLP经验者优先；3、了解自然语言处理的基本算法与概念，如：分词，词性标注等；4、熟练使用以下编程语言中的至少一种：Java, C++， C， Scala；5、熟练使用以下脚本语言中的至少一种：Python, Perl, R等；6、良好的编程能力、算法设计能力，具备大规模语料数据处理经验者优先；7、有较强的分析问题解决问题能力， 良好的沟通能力和团队协作精神；8、熟悉中文分词标注、文本分类、语言模型、知识库挖掘、问答系统设计等NLP相关算法；9、有开源项目经验优先。","上海-浦东新区-张江-祖冲之路899弄11号楼，12号楼","2018-08-13 21:31:17"
"小米人工智能与云平台","自然语言处理工程师","20k-40k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | NLP | 算法","2018-07-23  ","大牛云集,技术核心","工作职责：","北京-海淀区--清河","2018-08-13 21:31:22"
"CreditX","NLP工程师","15k-25k","上海 ","经验1-3年","硕士及以上","全职","大数据 | NLP | 算法 | 数据挖掘","20:00  ","弹性工作,精英团队,福利优厚,发展空间大","工作职责：","上海-黄浦区-外滩-中山东二路88号外滩sohoG座1楼","2018-08-13 21:31:26"
"吃呗网络探索研发部","自然语言处理工程师","50k-100k","北京 ","经验1-3年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | 数据挖掘 | 移动互联网 | 大数据","2018-08-06  ","工资高,有前景,有期权","岗位职责：","北京-朝阳区-CBD-万达广场","2018-08-13 21:31:29"
"慧鸿","NLP工程师","20k-40k","上海 ","经验不限","本科及以上","全职","机器学习 | 深度学习 | NLP","3天前  ","技术大牛","利用机器学习、数据分析相关技术，支持相关业务发展。","上海-浦东新区-塘桥-陆家嘴世纪金融广场3号楼","2018-08-13 21:31:33"
"烽火普天","NLP工程师","10k-20k","武汉 ","经验1-3年","本科及以上","全职","大数据 | NLP | 数据挖掘","2018-08-06  ","大牛带你飞,扁平管理,花样福利","岗位职责：","武汉-东湖新技术开发区-光谷软件园AI栋10层","2018-08-13 21:31:35"
"掌阅数据中心","自然语言处理算法专家","40k-60k","北京 ","经验3-5年","本科及以上","全职","机器学习 | 深度学习 | NLP | 算法","16:14  ","上市公司,数据驱动,丰富福利,股票期权","职位职责： ","北京-朝阳区-四惠-四惠东通惠河南岸四惠大厦2层2029E","2018-08-13 21:31:38"
"ZingFront智线","NLP 中级工程师","10k-12k","武汉 ","经验1-3年","本科及以上","全职","NLP | 大数据","09:47  ","带薪年假+福利多+办公环境好+氛围自由开放","工作内容：","武汉-洪山区-光谷-光谷创业街10栋A座2楼226","2018-08-13 21:31:53"
"奇虎360金融","NLP算法工程师","30k-50k","北京 ","经验3-5年","硕士及以上","全职","智能硬件 | 机器学习 | NLP | 算法","3天前  ","团队业绩突,成长空间大,团队大牛多","职位描述：","北京-朝阳区-酒仙桥-北京市朝阳区酒仙桥路6号院（电子城•国际电子总部）2号楼B座","2018-08-13 21:31:56"
"阅文集团技术部","阅文集团—自然语言处理研...","20k-40k","北京 ","经验1-3年","硕士及以上","全职","后端","09:30  ","行业第一,氛围好,扁平管理","职责 负责:","北京-朝阳区-亚运村-天辰东路7号国家会议中心北区7层","2018-08-13 21:31:59"
"贝壳","NLP工程师-自然语言处理","30k-50k","北京 ","经验1-3年","本科及以上","全职","NLP","2018-08-01  ","福利好","工作职责:参与房产领域自然语言处理基础平台建设，为搜索、推荐、问答、知识图谱等应用提供基础技术输出。 参与房产领域智能问答系统研发工作，研究基于领域知识库和知识图谱的深度学习问答系统研发，打造智能的房产问答体系。 参与房产领域智能对话系统研发工作，包括自然语言理解、对话管理、对话生成等核心模块的研发，持续提升语义理解，多轮对话，文本生成技术等能力，打造对话即应用的下一代智能产品任职资格:自然语言处理/机器学习/计算机/数学 相关专业，硕士及以上学历，2年左右经验； 优秀的算法基础和编码能力，熟悉linux环境，精通c/c++以及python、shell等脚本语言； 在如下专业领域有丰富经验：分词、词性标注、新词发现、词义消歧、命名实体识别、句法分析、情感分析、主题模型、话题分析、事件发现、舆情分析、知识图谱，独立实现过复杂NLP系统； 有很强的分析和解决问题的能力，思路清晰，学习能力强，善于归纳、总结、推理。 抗压能力强，心里素质佳，有优秀的团队合作意识，良好的沟通能力以及团队协调能力。","北京-海淀区-北京市海淀区上地五街开拓路11号福道大厦","2018-08-13 21:32:02"
"小鹏汽车车联平台部","自然语言处理(NLP)高级工程师","13k-26k","广州 ","经验3-5年","本科及以上","全职","机器学习 | 深度学习 | 算法","2018-07-24  ","前景好","职位描述：","广州-黄埔区-高新技术产业开发区科学城开源大道11号B7栋","2018-08-13 21:32:06"
"阿里文娱","自然语言处理专家","50k-100k","北京 ","经验3-5年","硕士及以上","全职","NLP | 搜索 | 算法","16:01  ","阿里平台","1、基于全互联网数据和用户行为，对用户搜索词的意图进行理解和分析；","北京-朝阳区-望京-阿里巴巴望京绿地中心","2018-08-13 21:32:09"
"平安科技","自然语言处理算法工程师或...","15k-30k","上海 ","经验不限","硕士及以上","全职","机器学习 | 算法","10:23  ","世界50强,带薪年假,节日福利,绩效丰厚",,"上海-浦东新区-东外滩-崂山路316号","2018-08-13 21:32:12"
"网易信息安全部","自然语言处理（易盾）","25k-40k","杭州 ","经验3-5年","硕士及以上","全职","机器学习 | NLP | 算法","2018-08-06  ","18薪,免费工作餐,免费班车,团队优秀","网易信息安全部：核心技术部门，成立于2011年。","杭州-滨江区-网易(杭州)网络有限公司","2018-08-13 21:32:15"
"良葱网络研发部","NLP/文本挖掘/自然语言处...","8k-16k","长沙 ","经验3-5年","本科及以上","全职","NLP | 算法 | 数据分析","2018-08-09  ","大牛多,单位牛,各种报销,福利多","岗位职责：1 利用机器学习和NLP技术从海量异构数据中进行有价值信息的挖掘和整合2 分析和挖掘海量结构化数据中的规律，开发量化服务策略与产品，参与文本挖掘产品的算法设计、开发及编码的实现；3 使用数据挖掘与语义网技术，整合相关数据；","长沙-开福区-三一大道-国防科大","2018-08-13 21:32:18"
"联通（广东）产业互联网有限公司医疗事业部产品研发中心","NLP自然语言处理工程师","13k-25k","广州 ","经验3-5年","本科及以上","全职","NLP | 算法 | 数据挖掘","2018-08-09  ","福利好,国企,发展空间大,交通便利","岗位职责：","广州-天河区-石牌-黄埔大道西666号","2018-08-13 21:32:21"
"博美科技技术部","NLP工程师","25k-50k","北京 ","经验不限","本科及以上","全职","机器学习 | 深度学习 | NLP","2018-08-07  ","深度学习,机器学习,SVM,NLP","1：熟悉深度学习，LSTM,CNN,RNN 结构与原理，熟悉Attention、memory等机制2：做过机器翻译、文本推荐、自然语言生成、人机对话、文本分类、语法纠错等相关项目3: 编程能力优秀，熟悉Python、C++等，熟悉TensorFlow4：具备机器学习基础知识体系，熟悉SVM、ME、Bayes等模型以及SGD、Momentum、 Adagrad、 RMSprop等优化算法5：具有两年以上自然语言处理实际项目经历者优先考虑","北京-朝阳区-酒仙桥-嘉林路","2018-08-13 21:32:25"
"泛微EBU技术中心","NLP开发大牛","25k-50k","上海 ","经验1-3年","本科及以上","全职","机器学习 | 搜索 | 推荐 | NLP","09:19  ","半年调薪,主板上市,免费三餐,国内外旅游","1、熟练掌握自然语言处理NLP相关理论与技术方法；2、了解java，数学正则，至少掌握一种脚本语言；3、熟悉中英文分词、词性标注、实体识别、句法分析、自动文本分类，关键值提取等自然语言处理技术，熟悉语义分析方法和技术（相似度计算、本体理论、语义推理等）；4、熟悉人机对话的前沿方向和研究方向；5、熟悉了解人工智能、机器学习等领域的前沿方向与研究动向；精通算法，能看懂国外文献和资料；6、具备将机器学习与自然语言处理的理论转化为实践的能力；7、具有相关项目研发经验者（项目主要参与人员）优先；","上海-闵行区-浦江-联航路1188弄浦江智谷33号楼","2018-08-13 21:32:28"
"扇贝Lab","自然语言处理工程师（可实习）","15k-30k","南京 ","经验1-3年","学历不限","全职","社交 | 机器学习 | 深度学习 | NLP","3天前  ","福利好,团队棒,个人成长快","关于扇贝团队：","南京-玄武区-徐庄软件园","2018-08-13 21:32:31"
"校宝在线技术部","NLP研发工程师","8k-14k","杭州 ","经验1-3年","本科及以上","全职","大数据 | NLP | 算法","18:46  ","年终奖,五险一金,餐补、通讯,年度体检","岗位职责：","杭州-西湖区-文三路-文三路478号华星时代广场A座24F","2018-08-13 21:32:34"
"中新智擎","NLP工程师","15k-25k","深圳 ","经验3-5年","本科及以上","全职","人工智能 | NLP","2018-08-09  ","年底双薪,带薪年假","职责描述：1.负责自然语言处理相关技术的系统架构与方案设计；2.负责自然语言处理相关算法研发工作，包括但不限于分词、过滤、语法分析、实体识别、分类模型训练、调优及应用等。3.负责相关软件技术方案的测试、集成与在实际产品中的应用；","深圳-南山区-蛇口-蛇口沿山路22号火炬创业大厦2楼","2018-08-13 21:32:39"
"扇贝Lab","自然语言处理工程师（实习岗）","4k-6k","南京 ","经验应届毕业生","学历不限","实习","Java | NLP","3天前  ","福利好,团队棒,个人成长快","关于扇贝团队：","南京-玄武区-徐庄软件园","2018-08-13 21:32:53"
"百度百家号业务部","自然语言处理/机器学习算...","15k-20k","北京 ","经验3-5年","本科及以上","全职","算法 | 机器学习","2018-08-09  ","机会多,平台大,福利好","工作职责： -参与百度战略级内容产品核心算法研发，包括但不限于 -负责写作大脑策略工作 -负责文本处理相关核心算法研发 -应用机器学习、自然语言处理等技术，进行内容资源的分析挖掘，构建内容质量及内容标签体系职位要求： -熟悉机器学习基础理论和常用算法，有2年以上相关项目经验、有深度学习经验者优先 -熟悉自然语言处理基础理论和常用算法，有文本分类、序列标注等经典任务相关项目经验者优先 （以上两条有一条即可） -熟练使用C/C++/Python等至少一门语言，熟练使用数据结构和常用算法，有较强的算法设计和实现能力 -较强的技术攻关能力，能够跟进领域内最新技术研究成果，并结合应用场景快速实验和调优 -优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情 -有强烈的上进心和求知欲，产品问题驱动导向 -良好的沟通能力，良好的团队合作精神","北京-海淀区-西北旺-百度科技园","2018-08-13 21:32:56"
"北大方正信产集团","自然语言处理工程师（AI）","15k-30k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | 深度学习 | NLP | 算法","2018-08-09  ","绩效奖金,补充医保,餐饮补贴,每日下午茶","应用场景：1. 出版领域：针对人文社科类图书，提供全书自动缩写和摘要服务。2. 新媒体领域：研究机器自动生成稿件的关键技术，采用自然语言分析和机器学习技术，研究新闻类文章摘要，自动抽取关键内容信息，自动撰写综述类文章，广泛应用于财经、体育、文化类新闻内容的自动生成。职责描述：知识体系构建、文档信息处理方向的文本信息处理，算法设计，核心代码编写任职要求：1、硕士以上学历，计算机或者数学相关专业；2、掌握分词、词性标注、实体识别等基础技术，NLP方面至少1年工作经验；3、对机器学习方法有比较深入的理解,能够在NLP中灵活运用解决问题；4、熟悉Linux系统，具备较好的C、C++、java或python编程能力，有一定的代码开发经历，会使用Tensorflow等python系工具优先；5、肯于钻研，对解决难题富有激情。 ","北京-海淀区-中关村-成府路298号方正大厦","2018-08-13 21:32:59"
"新译NLP研发部","自然语言处理专家","30k-50k","深圳 ","经验1-3年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","09:40  ","人工智能,技术大咖,办公环境好,高福利待遇","岗位职责：","深圳-南山区-科技园-清华信息港研发大楼909室","2018-08-13 21:33:03"
"百分点","nlp算法工程师(J10254)","15k-30k","北京 ","经验1-3年","硕士及以上","全职","NLP","2018-07-31  ","五险一金,补充医疗,绩效奖金,年终奖金","工作职责:1、多语种自然语言处理技术研发2、知识图谱相关技术研发，可包括知识抽取、知识融合、知识表示、知识补全等任职资格:职位要求：1、211/985硕士及以上学历，计算机、数学等相关专业  2、精通使用Python/JAVA/C/C++等一种编程语言3、熟悉常用机器学习算法（如LR、SVM、RF、NB、CRF、LDA等）4、熟悉自然语言处理、对NLP有系统性理解5、对深度学习有深入理解、熟悉知识图谱相关算法6、有海量数据分析、挖掘经验者优先","北京-朝阳区-大屯-北辰西路8号院2号楼北辰世纪中心A座16层","2018-08-13 21:33:05"
"搏赢科技海外事业部","自然语言处理工程师","30K-60K","北京 ","经验3-5年","本科及以上","全职","NLP | 算法","2018-07-26  ","五险一金,14薪,年终奖",,"北京-朝阳区-高碑店-五道口","2018-08-13 21:33:09"
"极限元技术部","自然语言处理","15k-30k","北京 ","经验不限","本科及以上","全职","机器学习 | 深度学习 | 搜索 | NLP","09:35  ","13薪,弹性工作,六险一金,节假日福利","岗位职责：","北京-海淀区-上地-北京市海淀区上地东路颐泉汇写字楼5层519","2018-08-13 21:33:11"
