"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"京东物流Y事业部-收益管理","深度学习/图像处理 算法工...","30k-60k","北京 ","经验3-5年","硕士及以上","全职","数据挖掘","2018-08-07  ","大平台,顶级教授,全球视野,高福利","工作内容/职位描述：","北京-大兴区-亦庄京东集团总部B座","2018-08-13 17:36:04"
"万科梅沙科技厦门万科梅沙科技","图像算法工程师","10k-18k","厦门 ","经验1-3年","本科及以上","全职","深度学习 | 模式识别 | 算法","2018-08-08  ","世界500","职位描述：","厦门-思明区-莲前-莲前街道前埔工业园61号万物社","2018-08-13 17:36:08"
"地平线机器人数据管理部","高级数据项目经理—图像语...","15k-30k","北京 ","经验3-5年","本科及以上","全职","项目管理","10:38  ","人工智能,精英团队,发展空间大,六险一金","工作职责:1. 负责数据的详细制作标准、交付标准、交付流程，梳理相应标准制度；2. 对接研发部门需求，规划数据交付计划；3. 负责保证数据团队高质量交付，把控交付标准；4. 负责研发部门对数据的验收、数据质量维护、需求变更等流程的实施，确保交付的数据的描述清晰、质量符合约定。任职资格:1. 具有2年或以上数据采集和标注服务行业经验。2. 有人脸、人体、无人驾驶等图像识别相关领域的数据相关工作经验优先。3. 有语音识别、自然语音处理、语音合成相关领域的数据相关工作经验优先。 4. 有项目管理实践工作经验，PMP认证优先； 5. 注重细节，善于归纳总结；良好的团队沟通协作能力，能够承担工作压力。","北京-海淀区-中关村大街1号海龙大厦3层","2018-08-13 17:36:12"
"度量科技研发部","算法工程师（图形图像处理/...","7k-12k","北京 ","经验不限","硕士及以上","全职","图像处理 | 模式识别 | 算法","10:54  ","五险一金,年终多薪,周末双休,团队有活力","工作内容：","北京-朝阳区-小关-小关北里甲2号渔阳置业大厦B座504室","2018-08-13 17:36:16"
"极课大数据技术部","图像算法高级工程师","15k-25k","苏州 ","经验不限","硕士及以上","全职","机器学习 | 模式识别 | 算法","2018-08-09  ","弹性工作,扁平管理,福利丰厚,年轻团队","岗位职责： ","苏州-工业园区-金鸡湖大道1355号国际科技园4期21楼","2018-08-13 17:36:19"
"顺丰科技有限公司地理信息研发中心","研发工程师-Python/C++-图...","10k-20k","武汉 ","经验3-5年","本科及以上","全职","图像处理 | 算法","2018-07-31  ","弹性工作,带薪年假,五险一金,晋升发展","工作描述：","武汉-东湖新技术开发区-光谷金融港","2018-08-13 17:36:23"
"捷通华声","模式识别算法工程师-厦门","15k-30k","厦门 ","经验1-3年","硕士及以上","全职","云计算 | 人工智能 | 机器学习 | 模式识别","10:28  ","人工智能,项目奖金,半年调薪,技术大拿多","职位描述：     1. 负责或参与图像模式识别算法的研究并负责算法的编码实现；     2. 与清华大学研究机构合作，参与图像分类与识别，检索的研究工作。          任职资格：     1.学历要求：       -毕业于211或985院校、统招硕士及以上学历。     2.工作经验：       -3年以上工作经验，熟悉C/C++，有算法研究背景经验。     3.能力要求：       -具备一定的空间想象能力；         -具有强烈的研究兴趣与学习意愿，具备较好的学习能力、问题分析能力、以及问题解决能力；       -良好的沟通协调能力和团队合作意识，能够主动总结和分享自己的研究经验；         -英文良好，知识面广、研究能力强，了解国内外图像识别技术的发展状况。     4.素质要求：         -工作踏实，态度积极，能够承受工作压力，能适应严格项目管理；       -责任心强，正直诚实，值得信赖。     5.优先考虑：      -有文字识别、人脸识别、指纹识别、掌纹识别研究背景者；      -熟悉CNN、RNN、DNN等深度学习算法经验者。    ","厦门-湖里区-兴隆路-火炬路56-58号火炬广场南608","2018-08-13 17:36:37"
"好未来技术部","图像处理架构师","40k-60k","北京 ","经验5-10年","本科及以上","全职","图像处理 | 模式识别 | 算法","10:25  ","上市公司,大牛团队,晋升空间大,福利优厚","岗位职责：","北京-海淀区-中关村-中关村","2018-08-13 17:36:40"
"商米科技硬件平台研发部","图像算法工程师","20k-40k","上海 ","经验3-5年","本科及以上","全职","视频 | 图像处理 | 模式识别 | 算法","2018-08-07  ","薪资可观,公司发展好,团队氛围好,办公环境好","职位描述：","上海-杨浦区-淞沪路388号创智天地7号楼3楼，6楼","2018-08-13 17:36:43"
"平安科技","深度学习图像算法工程师或...","15k-30k","北京 ","经验不限","硕士及以上","全职","机器学习 | 深度学习 | 算法","10:23  ","世界50强,带薪年假,节日福利,绩效丰厚","岗位职责：  1.从事前沿人工智能、深度学习技术研发 2.从事大规模深度学习、计算视觉、图像处理、语音识别、声纹识别、语义理解等的算法和系统研发 3.设计并实现基于CUDA的分布式深度学习系统 ","北京-朝阳区-亮马桥-新源南路3号平安国际金融中心A座","2018-08-13 17:36:47"
"深圳市德迅大数据技术有限公司","资深图像算法工程师","15k-30k","深圳 ","经验1-3年","本科及以上","全职","人工智能 | 机器学习 | 图像处理 | 模式识别","2018-08-09  ","AI研究,偏平管理,团队氛围好","岗位职责：","深圳-南山区-白石洲-铜鼓路华润置地大厦E座38D","2018-08-13 17:36:50"
"Go Fun技术部","图像算法工程师","25k-50k","北京 ","经验3-5年","本科及以上","全职","视频 | 计算机视觉 | 图像处理 | 算法","2018-08-06  ","发展前景好,平台稳定,领导好,互联网文化","岗位职责：","北京-朝阳区-燕莎-北京市朝阳区枣营路甲3号首汽大厦","2018-08-13 17:36:54"
"携程酒店研发部","图像算法工程师","15k-30k","上海 ","经验不限","硕士及以上","全职","机器学习 | 深度学习 | 图像处理","2018-07-27  ","优秀团队,弹性工时,发展空间大,工作氛围好","岗位职责：","上海-长宁区-金钟路968号凌空SOHO携程旅行网(新总部)","2018-08-13 17:36:59"
"4DAGE","图像算法研究员（机械臂视觉）","15k-30k","珠海 ","经验不限","本科及以上","全职","机器学习 | 深度学习 | 计算机视觉 | 图像处理","09:42  ","年度旅游,队友特别神","【岗位职责】1. 负责基于机械臂的图像识别算法的开发与优化【任职要求】1.模式识别/通信/计算机/自动化/数学相关专业硕士及以上学历2.熟练掌握C/C++和MATLAB，Python 有很强的代码实现能力3.熟练使用过OpenCV/OpenGL/PCL等图形图像开源库4.有在Linux和Windows系统环境下编程的经验5.具备良好的学习能力，能够熟练阅读英文文献，并根据文献实现相关算法6.熟练掌握常见数据结构和算法，能够分析和优化计算逻辑，提升性能【加分项】1.有做过嵌入式图像识别算法相关项目经验者优先2.有使用过HALCON计算机视觉库做过相关项目者优先","珠海-香洲区-唐家金唐路1号港湾1号科创园2栋1层","2018-08-13 17:37:03"
"糖豆","机器学习/计算机图形图像...","30k-60k","北京 ","经验3-5年","硕士及以上","全职","视频 | 机器学习 | 深度学习 | 图像处理 | 算法","2018-08-01  ","蓝海领域,无限空间,追求极致,六险一金","工作职责","北京-海淀区-学院路-学院路30号天宫大厦A座21层","2018-08-13 17:37:07"
"上丰科技","图像检测算法工程师","12k-20k","成都 ","经验1-3年","硕士及以上","全职","人工智能 | 计算机视觉 | 图像处理","2018-07-24  ","福利好,年终高,加班少","岗 位职责： ：","成都-郫县-犀浦-高新西区新达路","2018-08-13 17:37:11"
"迈外迪人工智能研究院","高级图像算法工程师","35k-70k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 机器学习 | 深度学习 | 图像处理","2018-08-06  ","办公地海淀,公司有前景,领导好,团队氛围好","岗位职责：","北京-海淀区-北京大学-鼎好电子大厦写字楼B座10层","2018-08-13 17:37:14"
"每日优鲜便利购","图像算法高级工程师","25k-50k","北京 ","经验3-5年","硕士及以上","全职","机器学习 | 深度学习 | 模式识别 | 算法","15:35  ","扁平化,独角兽,氛围好,美女多","岗位职责：","北京-朝阳区-酒仙桥-东方科技园","2018-08-13 17:37:18"
"知衣科技","图像分析工程师","15k-25k","杭州 ","经验1-3年","本科及以上","全职","深度学习 | 计算机视觉 | 图像处理","2018-07-24  ","股权激励,大牛团队,高薪,弹性工作",,"杭州-滨江区-浙大科技园","2018-08-13 17:37:21"
"掌门集团WIFI万能钥匙","图像算法实习生-gz","3k-4k","广州 ","经验应届毕业生","本科及以上","实习","图像处理 | 算法","2018-08-09  ","弹性工作,发展空间大","1、计算机、模式识别、通信及电子类相关专业，硕士及以上；2、熟悉C/C++/python语言，能编程实现图像处理、机器学习等算法；3、有使用OpenCV开发经验者优先；4、有ios/android平台开发经验者优先；5、有工程实现能力优先，能够将算法实现到实际产品中；6、具有较强的学习能力，具备良好的沟通能力，良好的英文文档阅读能力；7、实习时间至少3个月，每周不少于3天工作时间。","广州-天河区-广州市天河区林和东路285号天安人寿中心","2018-08-13 17:37:24"
"时刻送人工智能研究院","人工智能 深度学习 机器学...","35k-70k","上海 ","经验不限","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 数据挖掘","2018-07-23  ","有股份期权,硕博大牛多,高提成,团队氛围好",,"上海-黄浦区-瑞金花园5号楼908","2018-08-13 17:37:27"
"捷通华声","语音识别算法工程师(ASR)","20k-40k","北京 ","经验1-3年","本科及以上","全职","企业服务","10:28  ","高新技术企业 项目奖金 技术大拿多","北京捷通华声科技股份有限公司成立于2000年，是一家专注于智能语音、智能图像、语义理解等人工智能技术的研究与应用的高新技术企业。公司率先推出了全球首个全方位人工智能开放平台—灵云平台（aicloud.com），将语音交互、图像识别、语义理解、生物特征识别等技术完美整合，实现并提供全方位一体化的人工智能技术解决方案与服务，并在滴滴打车、携程、京东、小米、百度、农业银行、中信银行、太平洋保险、奔驰等多家知名企业得到广泛应用。2013年，清华大学产业基金入资捷通华声，成为公司第二大股东，随后双方共同创立“清华灵云人工智能研究中心”。","北京-海淀区-西二旗-中关村软件园2A楼2101","2018-08-13 17:37:43"
"图灵机器人工程部","深度学习算法工程师（图像/...","15k-30k","北京 ","经验不限","硕士及以上","全职","解决方案","11:08  ","没有考勤,免费图书,绩效奖金,两次调薪","【职责描述】","北京-海淀区-上地-农大南路1号硅谷亮城5号楼103","2018-08-13 17:37:46"
"中科云图研发部","C++图像工程师","12k-20k","广州 ","经验3-5年","本科及以上","全职","C++ | 图像处理 | 算法","09:05  ","院士团队,五险一金,节日福利,成长空间大","岗位职责：","广州-越秀区-淘金-太和岗路20号黄花岗科技园1号楼7楼","2018-08-13 17:37:50"
"美味不用等","机器学习与算法工程师 (语...","20k-35k","上海 ","经验3-5年","硕士及以上","全职","数据挖掘","11:43  ","一年 14-16 薪，2 次加薪晋升机会","工作职责:1. 语音识别系统的数据处理、模型训练、结果分析、实验验证2. 负责机器人语音识别、语音增强及语音定位算法的研究与开发3. 负责机器学习、深度学习领域的算法模型研究工作，对计算机视觉、自然语言处理等领域提供模型支持4. 负责机器学习尤其是深度学习前沿问题的探索与研究，结合未来实际应用场景，提供全面的技术解决方案","上海-浦东新区-张江-祖冲之路887弄88号楼3楼","2018-08-13 17:37:53"
"滴滴出行","光学字符识别资深工程师(J...","25k-50k","北京 ","经验3-5年","本科及以上","全职","后端 | 服务器端","2018-08-09  ","诱人福利、广阔平台",,"北京-海淀区-北京市海淀区东北旺西路8号数字山谷","2018-08-13 17:37:56"
"一点资讯前端开发","2019校招--图片算法工程师","10k-15k","北京 ","经验应届毕业生","硕士及以上","全职","移动互联网 | 数据库","3天前  ","弹性工作","岗位职责:1、负责视频图像处理、图像识别、目标检测分析的算法设计、实现、验证；2、分析、设计并实现图像特征表示方法、图像分类算法、图像自动语义挖掘算法，并对上述算法进行评测、分析与改进；3、根据项目需求，负责设计部署深度学习算法数据处理、训练、推理过程的系统架构；","北京-朝阳区-北京市朝阳区启阳路4号中轻大厦","2018-08-13 17:37:59"
"Insta360","【校招】 图像算法工程师","25k-40k","深圳 ","经验应届毕业生","本科及以上","全职","人工智能 | 图像处理 | 智能硬件","2018-08-02  ","前景好,学习机会多,扁平管理,弹性工作","岗位职责:","深圳-宝安区-新安-深圳市宝安区海秀路龙光世纪大厦A座6层","2018-08-13 17:38:04"
"齐牛金融研发中心","图像算法工程师（OCR）","15k-25k","深圳 ","经验3-5年","硕士及以上","全职","人工智能 | 图像处理 | 模式识别 | 算法","2018-08-09  ","人工智能,算法,图像处理,模式识别","岗位职责：1.负责场景文字检测、识别算法实现及优化；2.优化识别引擎、提高识别效率及成功率。任职要求：1.硕士或以上学历；2.两年以上OCR、人脸识别或其他图像识别相关工作经验；3.熟悉图像处理、模式识别算法，能够使用深度学习解决图像中的目标检测、文字识别问题；4.具备较强的分析问题和解决问题能力。","深圳-南山区-大冲-铜鼓路华润置地大厦E座38D","2018-08-13 17:38:10"
"亿程信息车联网","图形算法工程师","10k-20k","广州 ","经验3-5年","大专及以上","全职","视频 | 机器学习 | 模式识别 | 算法","3天前  ","五险一金,免费班车,年度旅游,年度体检","ADAS算法工程师招聘要求","广州-天河区-高普路1029号C栋6楼（广州国家软件产业基地）","2018-08-13 17:38:16"
"平安科技","深度学习图像算法工程师或...","15k-30k","上海 ","经验不限","硕士及以上","全职","机器学习 | 深度学习 | 算法","10:23  ","世界50强,带薪年假,节日福利,绩效丰厚","岗位职责：  1.从事前沿人工智能、深度学习技术研发 2.从事大规模深度学习、计算视觉、图像处理、语音识别、声纹识别、语义理解等的算法和系统研发 3.设计并实现基于CUDA的分布式深度学习系统 ","上海-浦东新区-东外滩-崂山路316号","2018-08-13 17:38:23"
"天壤智能","深度学习（图像处理）计算机...","20k-40k","杭州 ","经验3-5年","硕士及以上","全职","深度学习 | 图像处理","2018-07-30  ","周末双休,强大平台","职位诱惑：","杭州-西湖区-云栖小镇中大银座3号楼六楼","2018-08-13 17:38:26"
"Camera360创新院","图像深度学习算法专家","50k-80k","成都 ","经验3-5年","本科及以上","全职","图像处理 | 算法","09:45  ","五险一金,股票期权,交通补贴,全员体检","【岗位职责】1、使用深度学习方法解决图像中的目标检测、分类、识别、分割、语义理解等问题。2、能够从技术角度识别业务的前瞻性方向， 并引导团队实现。【职位要求】1、对深度学习理论有深刻理解，对卷积神经网络有良好的理论和实操经验。2、精通常见深度机器学习算法，对CNN 、FCN 、RNN 、GAN 、DRN 等模型具有深入理解。3、至少对于以下领域之一有良好的实际项目经验积累：使用深度学习解决图像中的目标检测和识别、图像分类、区域分割、字符识别、图像检索、图像内容理解等等。4、对于如何优化网络结构、如何减少内存使用、如何大幅降低运行时间等有经验者优先。5、良好的工程能力。6、良好的沟通、总结能力。满足以下一项以上条件优先：1、在相关领域重要会议或期刊发表论文2、在Kaggle/ImageNet等图像识别相关竞赛中获得理想成绩","成都-高新区-天府软件园E3-13楼","2018-08-13 17:38:33"
"杭州数睿科技研发部","ocr图像算法工程师","11k-20k","杭州 ","经验不限","硕士及以上","全职","机器学习 | 深度学习 | 图像处理 | 算法","08:50  ","带薪年假,硅谷式办公,技术前沿,免费零食","职位描述：","杭州-西湖区-西湖-莫干山路333号美莱商务大厦","2018-08-13 17:38:39"
"IRISIAN研发部","图像处理算法工程师（机器...","3k-5k","上海 ","经验应届毕业生","硕士及以上","实习","机器学习 | 图像处理 | 模式识别 | 算法","2018-07-23  ","虹膜识别,人工智能,高速成长,大牛指导","职位描述：","上海-浦东新区-张江-蔡伦路1690号2号楼","2018-08-13 17:38:43"
"点内技术部门","图像算法工程师(深度学习)","20k-35k","上海 ","经验1-3年","硕士及以上","全职","人工智能 | 机器学习 | 计算机视觉 | 图像处理","16:34  ","弹性工作,扁平化管理,前景广阔,研究氛围浓","岗位描述: ","上海-长宁区-中山西路1065号SOHO中山广场SOHO3Q","2018-08-13 17:38:48"
"平安科技","深度学习图像算法工程师或...","15k-30k","深圳 ","经验不限","硕士及以上","全职","机器学习 | 深度学习 | 算法","10:23  ","世界50强,带薪年假,节日福利,绩效丰厚","岗位职责：  1.从事前沿人工智能、深度学习技术研发 2.从事大规模深度学习、计算视觉、图像处理、语音识别、声纹识别、语义理解等的算法和系统研发 3.设计并实现基于CUDA的分布式深度学习系统 ","深圳-福田区-八卦岭八卦三路平安大厦","2018-08-13 17:39:03"
"滴滴出行AI Labs","视频识别算法专家(J180505...","20k-40k","北京 ","经验3-5年","本科及以上","全职","后端 | 服务器端","2018-08-09  ","广阔平台、急速成长、诱人福利",,"北京-海淀区-北京市海淀区东北旺西路8号数字山谷","2018-08-13 17:39:07"
"小红书质量算法组","NLP视频图像算法工程师","20k-40k","上海 ","经验不限","本科及以上","全职","图像处理","2018-08-09  ","包三餐,团队氛围好,大牛多多","工作职责:【职位描述】1、构建小红书基础NLP算法平台；2、对海量文本和图像进行深度分析，基于文本、图像、视频，抽取文章主题，情感分析，识别图像主题、物体、场景等3、学习NLP、图像视频领域的先进技术并开展相关研发工作。任职资格:【岗位要求】1、计算机／数学／统计学／模式识别相关专业，硕士以上学历；2、熟悉NLP、图像识别、机器学习的理论基础，2年以上NLP工作经验，有海量数据挖掘、用户画像、知识图谱研发经验优先；3、具有优秀的编程能力，精通Python、Golang以及常用脚本语言；4、在文本分析、图像物体识别，图像主题分类等领域有丰富经验优先；5、责任心强，积极主动，有良好的沟通能力和团队合作能力；【加分项】1、熟悉Scala、Java或Python语言;2、熟悉Hive，Spark，Redis，Cassandra，MongoDB，RabbitMQ，RocksDB等多种开源系统架构、原理；","上海-黄浦区-马当路388号SOHO复兴广场C座2楼","2018-08-13 17:39:11"
"多媒体处理技术技术部","图形图像处理工程师","6k-12k","北京 ","经验不限","硕士及以上","全职","大数据 | 机器学习 | 深度学习 | 图像处理 | 模式识别","12:52  ","大牛带队,年轻团队","职位描述：","北京-大兴区-清源-高米店南绿地青年公寓1617","2018-08-13 17:39:15"
"优麦AI事业部","图形图像处理专家","30k-60k","上海 ","经验3-5年","本科及以上","全职","人工智能 | 机器学习 | 图像处理 | 模式识别","2018-08-07  ","行业大咖,科学家","岗位职责：","上海-闵行区-虹桥-漕河泾开发区宜山路1618号新意城C栋206室","2018-08-13 17:39:19"
"字节跳动","数据科学家","20k-35k","北京 ","经验3-5年","本科及以上","全职","产品经理","13:13  ","六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资",,"北京-海淀区-北京市海淀区丹棱街1号互联网金融中心","2018-08-13 17:39:23"
"京东金融","人脸识别算法工程师","30k-50k","北京 ","经验3-5年","硕士及以上","全职","机器学习 | 深度学习 | 模式识别 | 算法","11:55  ","班车,餐补","岗位职责：","北京-大兴区-京东总部","2018-08-13 17:39:26"
"非常满意研发","人脸识别工程师","30k-50k","广州 ","经验3-5年","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 计算机视觉","2018-08-08  ","五险一金,周末双休,股票激励,带薪年假","职责：","广州-天河区-五山-中山大道西89号天河软件园（华景园区）A栋9楼南908室","2018-08-13 17:39:31"
"京东集团广告部质量部","视频算法工程师","25k-50k","北京 ","经验不限","本科及以上","全职","视频 | 深度学习 | 图像处理 | 模式识别 | 算法","15:42  ","待遇好,发展好,平台大,机会多","【工作内容】1. 负责视频内容分析、语义理解方面的算法研发和项目优化2. 对视频进行物体检测、识别，目标跟踪等相关算法的开发3. 对视频进行内容总结、精彩片段定位、分类检索等相关算法的开发4. 使用深度学习进行视频标签、语义理解等方面的探索与研发5. 对相关模型进行加速、压缩，支持在业务系统上的应用【岗位要求】1. 熟悉视频编解码基本原理和技术2. 熟悉H.264、H.265、VP9等主要标准，熟练使用FFmpeg等开发库3. 理解常用的机器学习、深度学习算法，有图像识别、目标检测等项目经验者优先4. 熟悉MXNet、Caffe、Tensorflow、Torch等深度学习框架者优先5. 具备算法开发实现能力，熟悉C/C++、CUDA、Python等编程语言6. 有基于GPU的并行优化经验优先7. 良好的英语能力，能熟练阅读英文论文和专利","北京-朝阳区-北辰世纪中心A座","2018-08-13 17:39:35"
"第四范式推荐部","推荐算法工程师","25k-50k","北京 ","经验1-3年","本科及以上","全职","大数据 | 算法 | 搜索 | 数据挖掘","2018-08-09  ","六险一金,周末双休,大牛云集,空间充足","工作地点：北京","北京-海淀区-上地-上地颐泉汇3层","2018-08-13 17:39:39"
"天地融研究院","人脸识别算法工程师","15k-25k","北京 ","经验不限","硕士及以上","全职","软件开发","10:30  ","弹性工时,交通补助,饭补,绩效奖金","岗位职责","北京-海淀区-西北旺-北清路中关村壹号","2018-08-13 17:39:47"
"大道智创","人脸识别工程师","8k-15k","深圳 ","经验1-3年","本科及以上","全职","视频 | Python | 算法 | 模式识别","09:22  ","五险一金,弹性上班,下午茶,团队氛围好","岗位职责：","深圳-南山区-塘兴路众创产业园B54栋集动空间三楼309-310","2018-08-13 17:39:51"
"Club Factory大数据&中台","资深算法工程师 (MJ000072)","30k-45k","杭州 ","经验3-5年","本科及以上","全职","数据挖掘 | 推荐 | 深度学习","09:31  ","公司前景好,全球出口,大数据驱动","岗位描述：1.主导以下主要算法应用系统之一的设计与开发：个性化推荐，搜索，用户画像，商品知识图谱等等；2.探索公司业务，拓展算法的应用范围，包括但不限于物流，仓储，采购，客服等领域；3.参与／主导构建电商领域（商品，产地，生产商，贸易公司等）知识图谱；4.参与／主导构建统一且稳定的算法／机器学习平台。任职要求：1.计算机相关专业，硕士学历及以上；2.熟练掌握基础数据结构与算法，概率和统计基础；3.精通机器学习理论与方法，特征工程；在自然语言处理，图像识别，推荐系统，搜索系统方向有实际项目经验者优先； 4.熟练掌握python语言，熟练掌握umpy/sk-learn/pandas/libsvm/xgboost等单机开发工具；5.熟练掌握大数据开发工具Storm/Spark/Hadoop生态圈者优先；6.有发表cvpr/iccv/eccv/icml/nips/iclr等高水平会议文章者优先；7.自我驱动，自主学习新的理论和算法，并勇于在业务上进行创新。","杭州-西湖区-古荡-文三路478号华星时代广场A座","2018-08-13 17:39:55"
"商询科技技术","资深数据开发工程师","30k-35k","北京 ","经验5-10年","本科及以上","全职","Spark | 数据挖掘 | 数据处理","09:34  ","五险一金,地铁附近,零食饮料","专业要求:","北京-朝阳区-东大桥-复星国际中心1901室","2018-08-13 17:39:59"
"周同科技技术研发","算法实习生（AI智能）","5k-10k","北京 ","经验1年以下","硕士及以上","全职","人工智能 | 深度学习 | 图像处理 | 信息安全 | 移动互联网","10:49  ","近邻地铁,办公环境优,扁平管理,氛围佳","1、钻研机器学习、深度学习、计算机视觉、视频处理算法，解决图像识别、人脸识别、视频识别、视频理解等应用领域的实际问题。结合业务需求，不断提出新方案、优化现有算法性能","北京-朝阳区-先锋金融大厦八层801","2018-08-13 17:40:03"
"字节跳动抖音","算法工程师","25k-50k","北京 ","经验不限","本科及以上","全职","NLP | 算法 | 数据挖掘","15:06  ","六险一金,高薪期权,晋升空间,职业大牛","职位描述：","北京-海淀区-北京市海淀区知春路63号中国卫星通信大厦","2018-08-13 17:40:18"
"京东集团大数据与智能供应链事业部","算法工程师","25k-50k","北京 ","经验5-10年","硕士及以上","全职","电商 | 移动互联网","2018-08-01  ","免费班车,餐补,全勤奖,节日福利","工作内容：","北京-大兴区-亦庄-亦庄经济技术开发区朝林广场A座","2018-08-13 17:40:22"
"商询科技技术","高级数据挖掘","25k-30k","北京 ","经验5-10年","本科及以上","全职","算法 | 数据挖掘 | 数据架构 | 搜索","09:34  ","五险一金,地铁附近,零食饮料","专业要求:","北京-朝阳区-复星国际中心","2018-08-13 17:40:28"
"四维图新adas研发事业部","C/C++高级研发工程师","20k-25k","北京 ","经验5-10年","大专及以上","全职","硬件制造 | C++ | 图像处理 | 算法","10:23  ","核心部门核心岗位","岗位职责：","北京-海淀区-西北旺-四维图新大厦","2018-08-13 17:40:32"
"Club Factory研发部","资深算法工程师","20k-40k","杭州 ","经验3-5年","硕士及以上","全职","电商 | 物流 | 机器学习 | 搜索 | 推荐 | 算法","09:31  ","精英团队,核心部门,海量数据,上升空间大","岗位描述：1.主导以下主要算法应用系统之一的设计与开发：个性化推荐，搜索，用户画像，商品知识图谱等等；2.探索公司业务，拓展算法的应用范围，包括但不限于物流，仓储，采购，客服等领域；3.参与／主导构建电商领域（商品，产地，生产商，贸易公司等）知识图谱；4.参与／主导构建统一且稳定的算法／机器学习平台。任职要求：1.计算机相关专业，硕士学历及以上；2.熟练掌握基础数据结构与算法，概率和统计基础；3.精通机器学习理论与方法，特征工程；在自然语言处理，图像识别，推荐系统，搜索系统方向有实际项目经验者优先； 4.熟练掌握python语言，熟练掌握umpy/sk-learn/pandas/libsvm/xgboost等单机开发工具；5.熟练掌握大数据开发工具Storm/Spark/Hadoop生态圈者优先；6.有发表cvpr/iccv/eccv/icml/nips/iclr等高水平会议文章者优先；7.自我驱动，自主学习新的理论和算法，并勇于在业务上进行创新。","杭州-西湖区-古荡-文三路478号华星时代广场A座","2018-08-13 17:40:39"
"金山云","高级java开发工程师","25k-35k","北京 ","经验3-5年","本科及以上","全职","Java | 内核开发 | 系统架构","14:29  ","免费三餐,发展空间大,班车接送","岗位职责","北京-海淀区-小营西路33号金山软件大厦","2018-08-13 17:40:47"
"图麟科技","高级c++开发工程师","15k-30k","合肥 ","经验3-5年","本科及以上","全职","视频 | 媒体 | C++ | Java","15:08  ","补充医疗,加班补助,周末双休,带薪年假","岗位职责：","合肥-高新区-潜水东路66号天源迪科产业园1号楼10楼","2018-08-13 17:40:50"
"地平线机器人产品项目管理部","项目经理（数据平台）","18k-30k","北京 ","经验5-10年","本科及以上","全职","大数据 | 项目管理","10:38  ","绩效奖金,发展空间大,弹性工作,团队聚餐","工作职责:1. 负责建立数据采集、标注、交付的质量标准和交付流程；2. 对接研发部门需求，规划数据交付计划；3. 负责把控交付目标，交付数据描述清晰、质量符合约定；4. 确保研发部门完成数据验收、数据质量维护等。任职资格:1. 具有2年或以上数据采集和标注服务行业经验；2. 有人脸、人体、无人驾驶等图像识别相关领域的数据相关工作经验优先；3. 有语音识别、自然语音处理、语音合成相关领域的数据相关工作经验优先； 4. 有项目管理实践工作经验，PMP认证优先； 5. 注重细节，善于归纳总结；6. 良好的团队沟通协作能力，能够承担工作压力。","北京-海淀区-中关村大街1号海龙大厦3层","2018-08-13 17:40:53"
"小影APP研发部","算法专家（数据组）","20k-40k","杭州 ","经验1-3年","本科及以上","全职","广告营销 | 算法 | 数据挖掘","14:21  ","弹性工作,六险一金,年度旅游,发展空间大","职责描述：1. 利用机器学习和数据挖掘技术提升公司APP端各推荐场景的性能指标，以及完善用户画像等推荐基础工作；2. 搭建推荐/算法/规则引擎，并基于这些引擎实施搜索、推荐、图像相关工作;3. 与产品运营沟通，通过分析数据确定产品需求；4. 有广告投放系统/算法经验更佳。任职要求：1. 计算机相关专业，有知名互联网公司2年以上算法相关工作经验；2. 深入理解常见机器学习算法原理，并参与过实际推荐/文本挖掘/广告/图像等(至少一项)项目；3. 熟练掌握Java/Python/C++，熟悉hadoop/spark/hive/odps/kafka等大数据相关平台工作的使用；4. 优秀的分析及解决问题能力，有责任心，良好的沟通表达能力；5. 对深度学习经典模型和算法有深刻的理解和使用经验，熟练掌握tensorflow/mxnet/caffe等工具的使用，对图像识别，图像分割等领域有实际项目经验（图像算法工程师要求）。","杭州-西湖区-西溪-浙江杭州西湖区天目山路294号杭钢冶金科技大厦16F","2018-08-13 17:40:58"
"飞常准基础事业部","LUA工程师","3k-4k","合肥 ","经验不限","大专及以上","全职","JS","09:39  ","五险一金,弹性工作,员工旅游,职业培训","岗位职责：","合肥-蜀山区-潜山路-潜山路新华国际广场A座17楼","2018-08-13 17:41:04"
"周同科技技术研发","算法工程师（AI智能）","20k-40k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | 深度学习 | 人工智能 | 图像处理","10:49  ","五险一金,全额缴纳,补充医疗,午餐补助","岗位职责","北京-朝阳区-先锋金融大厦八层801","2018-08-13 17:41:12"
"轻松筹技术中心-大数据","中级数据挖掘工程师","18k-30k","北京 ","经验3-5年","本科及以上","全职","大数据 | Hadoop | 算法 | 数据挖掘","10:08  ","福利待遇、发展前景","岗位职责：","北京-东城区-和平里-歌华大厦B座10层1021","2018-08-13 17:41:18"
