"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"准动网络科技研发部","图像识别工程师","10k-20k","厦门 ","经验不限","大专及以上","全职","软件开发","09:55  ","弹性工作,包吃,五险一金,晋升空间","岗位职责：","厦门-思明区-中航紫金广场A塔36层","2018-08-13 17:22:43"
"四维图新","图像识别工程师","15k-25k","北京 ","经验不限","硕士及以上","全职","地图 | 深度学习 | 计算机视觉 | 图像处理","11:01  ","六险一金","工作职责：","北京-海淀区-西北旺-四维图新大厦","2018-08-13 17:22:47"
"搜狗","图像识别-产品经理-北京-0...","25k-35k","北京 ","经验5-10年","本科及以上","全职","地图","08:58  ","公司级战略重点项目,核心部门,精英团队","【项目介绍】","北京-海淀区-五道口-中关村东路一号院清华科技园搜狐网络大厦","2018-08-13 17:22:50"
"东信北邮物联网产品部","图像识别开发工程师","10k-15k","北京 ","经验1-3年","本科及以上","全职","视频 | 软件开发 | C++","16:25  ","五险一金,年终奖,绩效金,假期多","岗位职责：","北京-海淀区-北京市海淀区知春路9号坤讯大厦7-9层","2018-08-13 17:22:53"
"数美杭州研发中心","图像识别工程师","20k-40k","杭州 ","经验1-3年","本科及以上","全职","大数据 | 深度学习 | 计算机视觉 | 图像处理 | 模式识别","07:12  ","行业大咖,自由开放,Geek","360、小米、百度等顶级互联网公司联合投资，顶级大数据公司","杭州-余杭区-东西大道","2018-08-13 17:22:56"
"中国亿教亿学网研发部","图像识别工程师","15k-30k","杭州 ","经验不限","本科及以上","全职","视频 | 图像处理 | 算法","10:48  ","公司前景,产品优势,团队氛围,办公环境","岗位职责：","杭州-拱墅区-三墩-祥园路28号乐富智汇园12号楼1201","2018-08-13 17:23:00"
"厦门云脉技术有限公司研发部","图像识别工程师","8k-15k","厦门 ","经验不限","本科及以上","全职","图像处理 | 算法","09:27  ","五险一金、5天8小时工作制、办理厦门落户","岗位要求: 1. 熟悉vc6.0编程工具。2. 熟悉c/c++编程语言。3. 良好的数学基础和逻辑能力。4. 熟悉基本的数据结构。5. 良好的英语阅读能力。6. 熟悉图像处理相关知识优先。7. 数学相关专业优先。其他要求：1. 有一定的沟通能力和团体合作精神！2. 勤奋刻苦，有上进心！3. 要有专研精神，能够沉下心来工作！","厦门-集美区-侨英-软件园三期诚毅北大街5号B区03栋4楼","2018-08-13 17:23:05"
"英然信息技术（上海）有限公司","图像识别工程师","10k-20k","武汉 ","经验3-5年","本科及以上","全职","图像处理","3天前  ","高级","职责描述","武汉-洪山区-关山大道光谷软件园D8栋恒隆大楼1F","2018-08-13 17:23:08"
"科大讯飞","研究员（图像识别）","10k-20k","武汉 ","经验3-5年","本科及以上","全职","视频 | 深度学习 | 图像处理 | 模式识别","08:54  ","前沿技术、平台大、领导nice","岗位职责","武汉-东湖新技术开发区-光谷-光谷软件园A2栋","2018-08-13 17:23:14"
"竹间智能科技(上海)有限公司","产品经理（图像识别）","15k-30k","上海 ","经验3-5年","本科及以上","全职","产品策划","10:12  ","高科技产品 强大的团队","工作内容：","上海-徐汇区-田林-宜山路700号新宜街A1栋303室（地铁九号线桂林路站4号口）","2018-08-13 17:23:18"
"深圳偶家科技研发部","图像识别算法工程师","15k-30k","深圳 ","经验3-5年","本科及以上","全职","人工智能 | 计算机视觉","09:42  ","共益,挑战,成长,好玩","岗位职责：","深圳-南山区-花园城数码大厦A座401","2018-08-13 17:23:23"
"多翼软件部","图像识别算法工程师","15k-25k","深圳 ","经验1-3年","本科及以上","全职","计算机视觉 | 算法 | 机器学习 | 人工智能","10:01  ","年终奖金,绩效奖金,弹性工作,五险一金","工作职责:","深圳-南山区-深圳市南山区桃源街道塘兴路133号集悦城B区17栋1楼","2018-08-13 17:23:27"
"宽凳科技研发部","图像识别工程师","20k-40k","北京 ","经验1-3年","本科及以上","全职","深度学习 | 图像处理 | 模式识别 | 算法","09:43  ","技术导向,人工智能,免费健身,免费零食","1）负责公司产品图像中地图要素自动化识别技术，包括目标检测、分类、识别、分割、语义理解等算法的研究与实现。","北京-朝阳区-小亮马桥路安家楼路1号院7号楼1层","2018-08-13 17:23:32"
"探迹研发部","图像识别算法工程师","8k-16k","广州 ","经验应届毕业生","本科及以上","全职","人工智能 | 计算机视觉 | 图像处理 | 模式识别","09:39  ","大数据AI,技术驱动,五险一金,地铁口","工作职责：","广州-番禺区-大学城-数字家庭研发中心一期研发大厦","2018-08-13 17:23:36"
"太平洋网络有限公司研发中心","图像识别工程师","10k-15k","广州 ","经验1-3年","本科及以上","全职","机器学习 | 人工智能 | 图像处理 | 深度学习","09:09  ","上市公司,年终奖金,五险一金,免费班车","工作内容：","广州-天河区-高普路115号","2018-08-13 17:23:46"
"东信北邮物联网产品部","图像识别开发工程师","10k-15k","成都 ","经验1-3年","本科及以上","全职","视频 | 软件开发 | C++","16:25  ","五险一金,假期多,福利好,年终奖","岗位职责：","成都-武侯区-玉林-人民南路四段45号新希望大厦1108号","2018-08-13 17:24:00"
"数美杭州研发中心","图像识别工程师","20k-40k","杭州 ","经验1-3年","本科及以上","全职","算法 | 数据挖掘","07:12  ","行业大咖,自由开放,Geek",,"杭州-余杭区-东西大道","2018-08-13 17:24:04"
"四维图新","图像识别工程师（武汉）","13k-20k","武汉 ","经验不限","硕士及以上","全职","地图 | 计算机视觉 | 图像处理 | 深度学习","11:02  ","六险一金","工作职责：","武汉-洪山区-关山-关山大道光谷软件园","2018-08-13 17:24:08"
"英然信息技术（上海）有限公司","图像识别工程师","3k-5k","武汉 ","经验不限","本科及以上","实习","图像处理","3天前  ","高级","职责描述","武汉-洪山区-关山大道光谷软件园D8栋恒隆大楼1F","2018-08-13 17:24:11"
"好未来","图像识别工程师","40k-60k","北京 ","经验5-10年","本科及以上","全职","图像处理 | 人工智能","2018-08-09  ","年终奖,五险一金","工作职责：1. 负责学而思网校图像识别技术，尤其是OCR技术的研发和优化2. 负责沟通、承接和实施图像处理、识别业务的需求工作要求：1. 为人踏实负责，具有团结合作精神；2. 本科及以上学历，工作5年及以上；3. 掌握c/c++语言，熟悉常用算法、数据结构和设计模式，熟练使用openCV；4. 5年以上图像处理、识别经验，包括但不限于：传统图像处理算法，特征描述提取、图像匹配、目标定位、图像分析等，擅于特定背景或样本的算法设计和方案定制；5. 有OCR项目经验者优先6. 有机器学习背景者优先","北京-海淀区-中关村-中关村科贸电子城A座7层","2018-08-13 17:24:18"
"唯理科技深度学习","CV-图像识别工程师","15k-20k","武汉 ","经验1-3年","硕士及以上","全职","机器学习 | 计算机视觉 | 图像处理 | 模式识别","2018-07-30  ","技术新,学习氛围好,与高校合作","职位诱惑：","武汉-东湖新技术开发区-华工科技园创新基地17号楼306","2018-08-13 17:24:24"
"云之梦科技AI工程中心","图像识别/深度学习工程师","20k-40k","深圳 ","经验3-5年","本科及以上","全职","Windows | 图像处理","09:04  ","双休7.5,福利多多,发展空间,团队氛围","负责高级图像处理工具如浮点分割、图像分解、图像合成、风格迁移等算法及产品应用的研发。","深圳-南山区-南山医院-后海大道2388号怡化金融科技大厦10层","2018-08-13 17:24:31"
"爱华盈通","图像识别","15k-30k","深圳 ","经验1-3年","硕士及以上","全职","算法","2018-07-24  ","深度学习,图像识别,图像处理,计算机视觉","深度学习算法工程师：  ","深圳-南山区-中山园路1001号TCL国际E城G3栋1001","2018-08-13 17:24:45"
"深圳市脸趣互联网科技有限公司","图像识别","50k-100k","深圳 ","经验不限","学历不限","全职","教育 | 新零售","2018-08-09  ","公司处于互联网风口行业，发展前景广阔","在人脸识别行业有研究，特别是在室外强光下。有成功应用实践，编写过相关代码，熟悉OpenCV。","深圳-宝安区-西乡-西乡街道","2018-08-13 17:24:49"
"讯码科技","图像识别算法工程师","20k-25k","广州 ","经验1-3年","硕士及以上","全职","深度学习 | 语音识别 | 图像处理 | 算法","11:23  ","待遇优,福利全,环境赞,领导好","岗位职责：","广州-番禺区-大学城-青蓝街26号数字家庭基地研发楼3层","2018-08-13 17:24:54"
"白虹软件研发中心","图像识别算法工程师","9k-15k","武汉 ","经验1-3年","本科及以上","全职","教育 | 大数据 | 机器学习 | 深度学习 | 图像处理 | 算法","15:18  ","车牌,人脸,图像识别,算法","岗位职责：1、使用深度学习完成图像分割，目标提取等相关方向的研发工作；2、包含但不仅限于算法的实现，调优，数据样本的获取和整理，开发文档的编写。任职要求：1、熟悉python编程；","武汉-洪山区-武汉市光谷大道61号智慧园19栋（金融港旁边）","2018-08-13 17:24:59"
"叙简科技研发中心","图像识别算法工程师","15k-25k","杭州 ","经验1-3年","本科及以上","全职","深度学习 | 计算机视觉 | 图像处理 | 模式识别","1天前  ","大牛指导,扁平管理,福利齐全","岗位职责：","杭州-余杭区-文一西路海创园5号楼7F","2018-08-13 17:25:02"
"鲸英（深圳）科技有限公司","图像识别","25k-41k","北京 ","经验不限","本科及以上","全职","硬件开发 | 自动化","2018-07-16  ","五险一金,周末双休,年假16,解决北户口","（北京、上海、青岛）","北京-海淀区-清华大学-北京市海淀区北四环西路9号银谷大厦12A层","2018-08-13 17:25:05"
"51公积金管家数据服务项目组","图像识别工程师（管家线）","7k-14k","杭州 ","经验1-3年","本科及以上","全职","医疗健康 | C#/.NET | 图像处理 | 算法 | 模式识别","10:07  ","大牛导师,百万级用户,公司氛围好,扁平化发展","岗位职责：","杭州-西湖区-双龙街199号金色西溪B座6楼","2018-08-13 17:25:09"
"甜头菜","图像识别工程师","15k-20k","上海 ","经验1-3年","硕士及以上","全职","算法 | 数据挖掘 | 数据分析","2018-08-09  ","自由,挑战,项目管理",,"上海-浦东新区-张江-高科碧波路518号","2018-08-13 17:25:14"
"东信北邮物联网产品部","图像识别开发工程师","10k-15k","成都 ","经验1-3年","本科及以上","全职","视频 | 软件开发 | C++","16:25  ","五险一金,假期多,福利好,年终奖","岗位职责：","成都-武侯区-玉林-人民南路四段45号新希望大厦1108号","2018-08-13 17:25:28"
"数美杭州研发中心","图像识别工程师","20k-40k","杭州 ","经验1-3年","本科及以上","全职","算法 | 数据挖掘","07:12  ","行业大咖,自由开放,Geek",,"杭州-余杭区-东西大道","2018-08-13 17:25:32"
"好未来大数据部","大数据部-算法工程师（图像...","25k-50k","北京 ","经验3-5年","本科及以上","全职","机器学习 | 图像处理 | 模式识别 | 算法","10:12  ","纽交所上市,互联网教育,行业领跑,六险一金","工作职责:1、负责图像识别相关算法的实现2、负责图像识别技术在教学产品中应用落地的相关开发3、负责维护已有算法的维护和版本更新任职资格:1、2-4年以上计算机视觉，图像处理，模式识别相关经验，熟悉计算机视觉，图像处理，模式识别相关算法2、熟悉基于深度学习的计算机视觉相关算法的开发，熟悉CNN等典型深度学习模型的使用场景和使用方法，至少熟悉一种目前流行的深度学习框架3、熟悉C++，Python开发语言，熟悉Linux下算法的开发与部署4、计算机、数学、统计相关专业，硕士及以硕士以上学历","北京-海淀区-丹棱SOHO","2018-08-13 17:25:34"
"万为智能研发部","图像识别算法工程师","8k-15k","长沙 ","经验3-5年","本科及以上","全职","图像处理 | 模式识别 | 算法","2018-08-09  ","五险一金,股份期权,带薪年假,补助补贴","岗位职责：","长沙-岳麓区-麓谷-麓谷企业广场F1栋16楼","2018-08-13 17:25:41"
"大盒子洗车","图像识别算法工程师","15k-30k","杭州 ","经验不限","本科及以上","全职","Java | Python | 算法 | 模式识别","3天前  ","双休,五险一金,股票期权,带薪休假","1、负责人脸识别包括检测、识别、跟踪等技术研究；","杭州-余杭区-文一西路1818-2号人工智能小镇11号楼6楼","2018-08-13 17:25:47"
"楚基咨询","图像识别算法","20K-40K","广州 ","经验5-10年","本科及以上","全职","算法","2018-07-16  ","有竞争力的薪资福利，广阔的发展平台","有大型公共安全或大型互联网的项目经验，如：智能客服、智能运维、智能监控、公安大数据、AI视频识别、精准医疗、智能身份验真等。  ","广州-番禺区-市桥-番禺区","2018-08-13 17:25:51"
"酷狗音乐直播","ZBBU-图像识别算法工程师","15k-25k","北京 ","经验1-3年","本科及以上","全职","深度学习 | 图像处理","2018-08-06  ","六险一金,13薪,绩效奖金,餐补等","工作职责:1、负责深度学习框架搭建，包括深度学习算法优化及系统研发；2、支持直播、短视频相关深度学习产品的研究。任职资格:1、计算机、模式识别、数学等相关专业，硕士以上学历；2、扎实的深度学习基础，熟悉tensorflow等深度学习框架，能优化深度学习算法； 3、精通C++，精通高性能、高并发编程，对系统结构和优化有深刻理解； 4、在人脸识别、前后背景分离、肢体动作识别与人体关键点识别等方面有深厚的研究背景，有落地应用优先。5、良好的英语阅读能力，良好团队合作精神，有责任感，学习能力强，追求卓越。","北京-朝阳区-大望路-光华路甲8号和乔大厦B208","2018-08-13 17:25:54"
"车全通","图像识别算法工程师","10k-20k","杭州 ","经验1-3年","本科及以上","全职","汽车 | 人工智能 | 图像处理 | 算法","2018-07-30  ","成长型,领导好","岗位职责：","杭州-西湖区-西溪-西溪路527号浙商创投中心C幢504","2018-08-13 17:26:00"
"爱云校广州研发中心","算法研发工程师（图像识别...","12k-18k","广州 ","经验1-3年","本科及以上","全职","图像处理 | 模式识别 | 算法","3天前  ","五险一金","工作职责：","广州-天河区-天河公园-中山大道华景软件园","2018-08-13 17:26:06"
"CEIT开发中心","图像识别算法工程师","25k-35k","北京 ","经验3-5年","本科及以上","全职","工具软件 | 大数据 | 人工智能 | 机器学习 | 深度学习 | 图像处理","2018-07-31  ","五险一金,补充医疗保,带薪年假,绩效薪酬","任职资格：","北京-朝阳区-朝外-东大桥路8号尚都SOHO北塔2501","2018-08-13 17:26:14"
"北昂医疗开发部","图像识别开发工程师","12K-24K","上海 ","经验3-5年","本科及以上","全职","医疗健康 | 计算机视觉 | 图像处理 | 模式识别","10:12  ","优秀团队,最前沿技术,朝阳行业","岗位职责：","上海-静安区-宝山路-兴亚广场","2018-08-13 17:26:19"
"诗诺软件","图像识别工程师","10k-20k","武汉 ","经验不限","硕士及以上","全职","机器学习 | 深度学习 | 人工智能","2018-07-20  ","五险一金,餐补,周末双休,多次调薪","对深度学习和人工智能方向有浓厚的兴趣，希望以后长期在此方向发展具备比较强的学习能力，对不熟悉的技术可以快速上手要求熟悉 tensorflow 或者 pytorch 技术熟悉 python 和常用的各种数据处理手段熟悉掌握 SVM，linear regressor 等基本的机器学习概念和数据挖掘手段主要负责图像处理技术开发要求了解 图像分类 和 object detection 常用技术手段，比如 faster rcnn，resnet ，dense net，等等。了解常见的无监督学习方法，比如 auto encoder ，GAN了解 data augmentation 的常用技术手段","武汉-东湖新技术开发区-华师园北路茅店光谷科技港6号楼8、9楼","2018-08-13 17:26:23"
"汉朔科技","图像识别算法总监","30k-60k","北京 ","经验5-10年","本科及以上","全职","图像处理 | 算法 | 深度学习 | 人工智能","3天前  ","老板好,发展空间大,团队棒","岗位职责：","北京-朝阳区-北苑-瑞普大厦C座1803","2018-08-13 17:26:28"
"酷米科技技术部","图像识别算法工程师","8k-13k","西安 ","经验1-3年","本科及以上","全职","智能硬件 | 图像处理 | 算法","2018-07-26  ","周末双休,期权奖励,年底双薪,五险一金","工作职责：","西安-高新技术产业开发区-陕西省科技资源统筹中心","2018-08-13 17:26:34"
"广东工联","图像识别算法工程师","6K-8K","广州 ","经验1-3年","本科及以上","全职","硬件开发","2018-07-20  ","待遇丰厚","1、 根据公司产品和业务需求，进行相关图像算法的研究和开发。 ","广州-越秀区-岭南-先烈中路汇华商贸大厦1801单元","2018-08-13 17:26:39"
"数美研发中心","图像识别工程师","20k-40k","北京 ","经验1-3年","本科及以上","全职","大数据 | 深度学习 | 计算机视觉 | 图像处理 | 模式识别","07:12  ","行业大咖,自由开放,Geek","360、小米、百度等顶级互联网公司联合投资，顶级大数据公司","北京-朝阳区-望京-望京诚盈中心","2018-08-13 17:26:55"
"唯理科技","图像识别工程师","6k-12k","武汉 ","经验不限","学历不限","全职","人工智能 | 深度学习 | 图像处理 | 算法","2018-07-30  ","博士带队,发展空间好,项目棒","对深度学习和人工智能方向有浓厚的兴趣，希望以后长期在此方向发展","武汉-东湖新技术开发区-华工科技园创新基地17号楼306","2018-08-13 17:26:59"
"南泥湾","图像识别工程师","10k-20k","武汉 ","经验不限","硕士及以上","全职","深度学习 | 机器学习","2018-07-26  ","五险一金,餐补,周末双休,多次调薪","对深度学习和人工智能方向有浓厚的兴趣，希望以后长期在此方向发展具备比较强的学习能力，对不熟悉的技术可以快速上手要求熟悉 tensorflow 或者 pytorch 技术熟悉 python 和常用的各种数据处理手段熟悉掌握 SVM，linear regressor 等基本的机器学习概念和数据挖掘手段主要负责图像处理技术开发要求了解 图像分类 和 object detection 常用技术手段，比如 faster rcnn，resnet ，dense net，等等。了解常见的无监督学习方法，比如 auto encoder ，GAN了解 data augmentation 的常用技术手段","武汉-洪山区-华师园北路18号光谷科技港6号楼8-9楼","2018-08-13 17:27:03"
"讯码科技","AI开发/图像识别实习生","5k-8k","广州 ","经验应届毕业生","硕士及以上","全职","人工智能 | NLP | 计算机视觉 | 图像处理","11:23  ","福利全,待遇优,领导好,环境赞","岗位职责：","广州-番禺区-大学城-青蓝街26号数字家庭基地研发楼3层","2018-08-13 17:27:08"
"一品威客网产品部","图像识别算法工程师","15k-30k","北京 ","经验1-3年","本科及以上","全职","图像处理 | 算法 | 机器学习 | 深度学习","2018-07-20  ","五险一金,带薪年假,年底双薪,福利众多","工作职责：","北京-海淀区-上地东路35号颐泉汇2号楼208","2018-08-13 17:27:11"
"脉葳咨询","图像识别算法工程师","25k-50k","上海 ","经验3-5年","硕士及以上","全职","深度学习 | 计算机视觉 | 图像处理 | 模式识别","2018-08-06  ","核心岗位,待遇优渥,外企风格,尊重技术","工作职责：","上海-浦东新区-洋泾-世纪大道","2018-08-13 17:27:15"
"酷狗音乐开发","ZBBU-图像识别算法工程师","25k-50k","广州 ","经验1-3年","硕士及以上","全职","视频 | 直播 | 机器学习 | 深度学习 | 图像处理 | 算法","2018-08-06  ","年终奖,发展空间大,员工旅游,绩效奖金","工作职责:1、负责深度学习框架搭建，包括深度学习算法优化及系统研发；2、支持直播、短视频相关深度学习产品的研究。任职资格:1、计算机、模式识别、数学等相关专业，硕士以上学历；2、扎实的深度学习基础，熟悉tensorflow等深度学习框架，能优化深度学习算法； 3、精通C++，精通高性能、高并发编程，对系统结构和优化有深刻理解； 4、在人脸识别、前后背景分离、肢体动作识别与人体关键点识别等方面有深厚的研究背景，有落地应用优先。5、良好的英语阅读能力，良好团队合作精神，有责任感，学习能力强，追求卓越。","广州-天河区-棠下-羊城创意产业园","2018-08-13 17:27:19"
"字节跳动","图像和多媒体算法实习生","6k-8k","北京 ","经验不限","硕士及以上","实习","图像处理","11:27  ","弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，职业大牛，团队氛围好",,"北京-海淀区-北京市海淀区北三环西路43号中航广场","2018-08-13 17:27:24"
"泰康在线互联网金融实验室","图像识别算法工程师","18k-28k","武汉 ","经验1-3年","硕士及以上","全职","人工智能 | 计算机视觉 | 图像处理 | 模式识别","2018-07-25  ","平台大,福利全,学习氛围好,待遇佳","工作职责：","武汉-江岸区-竹叶山-建议大道738号淅商大厦36楼（三号线香港路站D出口）","2018-08-13 17:27:28"
"华院数据华院数据","机器学习工程师（图像识别...","15k-30k","上海 ","经验1-3年","硕士及以上","全职","视频 | 机器学习 | 深度学习 | 图像处理 | 模式识别","16:20  ","定期体检,弹性工作,五险一金,发展空间大","岗位职责:1. 模式识别、图像处理相关算法研究开发2. 基于图像/视频的人物/人体/物体检出、识别、追踪等；","上海-静安区-万荣路1268号云立方A座9F","2018-08-13 17:27:34"
"微壳","【图像识别算法工程师】","25k-40k","北京 ","经验3-5年","本科及以上","全职","机器学习 | 深度学习 | 图像处理","09:04  ","Geek,16薪,六险一金,海外旅游","岗位职责：","北京-海淀区-中关村-知春路","2018-08-13 17:27:40"
"易特科集团研发部","图像识别算法工程师","10k-20k","深圳 ","经验1-3年","本科及以上","全职","医疗健康 | NLP | 图像处理 | 模式识别 | 算法","2018-07-19  ","全员配股,多次调薪,大小周,筹备上市","主要职责：","深圳-南山区-科技园-科技园南区高新南七道数字技术园B1栋3层","2018-08-13 17:27:47"
"OPPO","图像识别算法工程师","20k-35k","深圳 ","经验不限","学历不限","全职","软件开发 | ERP","2018-08-01  ","大平台 丰厚薪酬","岗位职责:1. 负责信息流图片分类、非法图片识别、OCR等相关领域的算法建模、上线和优化2. 负责图像识别相关领域的技术跟踪、预研和落地任职要求1、211/958院校毕业，计算机、机器学习、图像处理、模式识别等相关方向硕士研究生及以上学历2、2年以上图像识别技术研发经验，熟悉深度学习理论框架 3、熟悉C/C++、Java等编程语言，掌握至少一种脚本语言 4、良好的英文技术文献阅读能力，能独立进行英文文献调研、分析和总结5、有责任心和团队精神，乐于沟通和合作具备以下条件优先考虑:1、在相关领域有可以证明的研发成果者（已产品化的技术、专业论文、获奖证书等） 2、有人脸识别、物体检测/识别等相关项目经验3、精通基于深度学习网络的GPU并行计算平台搭建（单机多核或多机多核并行）4、精通Tensorflow、Caffe、Cuda-convnet、Torch等任一种深度学习开源框架","深圳-南山区-卓越后海中心","2018-08-13 17:27:54"
"星舆科技","高级图像识别算法工程师","20k-30k","广州 ","经验不限","硕士及以上","全职","大数据 | 地图 | 图像处理 | 机器学习 | 深度学习 | 算法","09:26  ","高速成长,扁平化,行业前景佳,科研氛围","岗位职责：","广州-天河区-员村-平云路广电科技大厦301自编5号","2018-08-13 17:27:58"
"大能机器人","图像识别算法工程师","15k-25k","成都 ","经验3-5年","硕士及以上","全职","机器学习 | 图像处理 | 模式识别 | 算法","2018-08-09  ","领导好,环境好,扁平化","1、具备图像处理及机器视觉的理论基础和算法知识，熟悉OpenCV或其它图像处理库；","成都-武侯区-成都高新区天府四街158号OCG国际中心B座12层1203-06号","2018-08-13 17:28:02"
"蝉影科技","视觉AI工程师（图像识别方向）","30k-60k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 图像处理 | 算法 | 机器学习","2018-08-09  ","图像识别,人工智能,薪资开放","工作职责","北京-朝阳区-望京-望京阜通东大街1号望京soho","2018-08-13 17:28:16"
"燃视频","图像识别算法工程师","8K-15K","上海 ","经验不限","本科及以上","全职","软件开发","2018-08-06  ","新兴行业，跨界，前景无量","岗位描述：","上海-长宁区-北新泾-淞虹路地铁口","2018-08-13 17:28:19"
"贪心科技研发","图像识别算法工程师","15k-30k","北京 ","经验1-3年","本科及以上","全职","数据分析","2018-08-07  ","人工智能,技术大牛,工作氛围好,待遇优厚","公司介绍：","北京-朝阳区-高碑店-望京嘉美中心","2018-08-13 17:28:25"
"OPPOOS中心","图像识别算法工程师","20k-40k","深圳 ","经验3-5年","本科及以上","全职","机器学习 | 深度学习 | 模式识别 | 算法","2018-08-01  ","亿级用户,高速发展,组织氛围好,给力薪酬","岗位职责:","深圳-南山区-卓越后海中心","2018-08-13 17:28:28"
"玖富集团AI中心","图像识别算法工程师","10k-20k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | 深度学习 | 模式识别 | 算法","2018-08-06  ","商业保险,周末双休","工作内容：","北京-朝阳区-望京-阜通西大街望京SOHO塔三A座三层","2018-08-13 17:28:34"
"爱云校项目部","高级算法研发工程师（图像...","18k-25k","广州 ","经验1-3年","本科及以上","全职","图像处理 | 模式识别 | 算法","3天前  ","五险一金","工作职责：","广州-天河区-天河公园-中山大道华景软件园","2018-08-13 17:28:41"
"商道卓越有限公司研发部","人工智能（图像识别）应届生","9k-15k","深圳 ","经验应届毕业生","大专及以上","全职","图像处理 | 深度学习","2018-08-08  ","绩效奖,项目奖,五险一金,生日福利",,"深圳-宝安区-西乡-深圳市宝安区西乡蚝业雅苑写字楼205西乡地铁A口","2018-08-13 17:28:44"
"京东集团广告质量部","图像算法工程师","25k-50k","北京 ","经验不限","本科及以上","全职","深度学习 | 图像处理 | 算法","15:42  ","平台大,发展好,机会多,待遇好","【工作内容】负责图像算法方向的创新探索和研发落地图像识别方向包括物体检测，物体识别，OCR等相关算法的开发与评测图像生成方向包括图像分割、图像融合、GAN等相关算法的开发与评测图像理解方向包括image caption、图像风格迁移等，以及与Q-learning结合图像检索相关技术，包括Multimodal等在实际应用中落地4、模型加速、模型压缩等相关算法开发，支持图像技术在业务系统上的应用【岗位要求】1、理解常用的机器学习/深度学习算法，有图像识别、目标检测等项目经验者优先2、熟悉MXNet/Caffe/Tensorflow/Torch等深度学习框架者优先3、发表过CVPR/ECCV/ICCV/NIPS/ICML 等AI 领域顶级会议文章优先4、具备算法开发实现能力，熟悉C/C++，CUDA，Python等编程语言 5、良好的英语能力，能熟练阅读英文论文和专利","北京-朝阳区-北辰世纪中心A座","2018-08-13 17:28:48"
"玩瞳科技AI实验室","图像识别算法工程师","15k-30k","深圳 ","经验1-3年","本科及以上","全职","机器学习 | 计算机视觉 | 图像处理 | 模式识别","2018-07-16  ","环境舒适,双休,个性午餐,前景广阔","岗位职责： 1) 负责图像处理识别技术的研究； 2) 负责深度学习和神经网络的样本视觉预处理； 3) 负责相关算法的预研、算法设计、编码和实现，以及文档的书写等整套流程。 任职要求： 1) 熟悉特征提取、图像纹理分割等相关算法；","深圳-福田区-保税区红棉道8号英达利大厦B座508室","2018-08-13 17:28:52"
"搜狗","图像-资深研究员-杭州","30k-50k","杭州 ","经验3-5年","硕士及以上","全职","机器学习 | 深度学习 | 图像处理 | 模式识别","08:58  ","核心团队","职位概述","杭州-下沙-杭州经济技术开发区白杨街道科技园路20号14幢4层01室","2018-08-13 17:28:55"
"见微数据技术部","图像识别算法工程师","30K-60K","北京 ","经验1-3年","硕士及以上","全职","深度学习 | 图像处理 | 算法","2018-07-25  ","弹性上班,美女多多,无限量零食,晋升空间","岗位职责","北京-朝阳区-四惠-远洋国际D座1106房间","2018-08-13 17:28:58"
"京东金融","OCR图像识别资深工程师","20k-35k","北京 ","经验5-10年","本科及以上","全职","深度学习 | 图像处理 | 算法","11:23  ","班车,餐补","工作职责：","北京-大兴区-京东总部","2018-08-13 17:29:01"
"思特奇Si-techBDS","图像算法工程师（人脸及文...","10k-20k","广州 ","经验1-3年","本科及以上","全职","视频 | 图像处理 | 模式识别 | 算法","2018-08-07  ","云、大数据成熟平台、上市公司、福利完善","岗位职责：","广州-天河区-石牌-海安路19号东田大厦1201室（国防大厦附近）","2018-08-13 17:29:06"
"字节跳动","图像算法高级工程师","25k-50k","北京 ","经验3-5年","本科及以上","全职","后端","2018-08-09  ","六险一金，弹性工作，免费三餐，扁平管理，职业大牛，团队氛围好",,"北京-海淀区-北京市海淀区知春路63号中国卫星通信大厦","2018-08-13 17:29:12"
"微模式算法部","资深图像识别算法研究员","30k-60k","武汉 ","经验不限","博士及以上","全职","人脸识别 | 算法 | 模式识别","2018-07-22  ","创业型平台,发展空间大,年终分红","l 岗位职责：","武汉-东湖新技术开发区--关东工业园7-5栋5138","2018-08-13 17:29:16"
"OPPO研发中心","高级图像识别算法工程师","20k-35k","深圳 ","经验3-5年","本科及以上","全职","深度学习 | 模式识别 | 算法","2018-08-01  ","大平台，给力薪酬","岗位职责:","深圳-南山区-卓越后海中心","2018-08-13 17:29:30"
"微模式算法部","高级图像识别算法工程师","40k-70k","北京 ","经验3-5年","硕士及以上","全职","人工智能 | 机器学习 | 计算机视觉 | 模式识别","2018-07-22  ","大牛带队,高度自主权,提升空间大,不缺数据","l 岗位职责：","北京-海淀区-魏公村-北京市海淀区中关村南大街甲12号寰太大厦","2018-08-13 17:29:33"
"达达-京东到家研发部","图像算法工程师","25k-40k","北京 ","经验3-5年","本科及以上","全职","机器学习 | 计算机视觉 | 图像处理 | 算法","09:40  ","新零售,五险一金,带薪年假,弹性工时","岗位职责：","北京-朝阳区-亚运村-朝阳区北辰西路8号院2号北辰世纪中心A座10层","2018-08-13 17:29:37"
