德敏花园,160,万,17583,元/平米,2室2厅,高楼层,南,91平米,1999年建,吴中,城南
路劲主场二三期,370,万,32457,元/平米,3室2厅,高楼层,南 北,114平米,2012年建,工业园区,湖东
首开常青藤,204,万,23738,元/平米,2室2厅,中楼层,南,85.94平米,2015年建,吴中,尹山湖
首开常青藤,236,万,23138,元/平米,3室2厅,中楼层,南,102平米,2015年建,吴中,尹山湖
万佳花苑,300,万,25532,元/平米,3室2厅,中楼层,南,117.5平米,2006年建,姑苏,沧浪新城
恒基水漾花城,200,万,22186,元/平米,2室2厅,中楼层,南,90.15平米,2013年建,相城,活力岛
星云汇生活广场,65,万,11883,元/平米,1室1厅,中楼层,西北,54.7平米,2016年建,相城,元和
世茂石湖湾,450,万,24065,元/平米,5室2厅,低楼层,南,187平米,2015年建,吴中,城南
越湖名邸,220,万,18384,元/平米,3室2厅,低楼层,南,119.67平米,2009年建,吴中,城南
锦和加州北区,220,万,19333,元/平米,3室2厅,低楼层,南,113.8平米,2008年建,吴中,越溪
香滨水岸,289,万,28256,元/平米,3室2厅,低楼层,南,102.28平米,2009年建,吴中,郭巷
路劲主场一期,258,万,29608,元/平米,3室1厅,中楼层,南,87.14平米,2010年建,工业园区,湖东
香城花园三区,255,万,20522,元/平米,4室2厅,高楼层,暂无数据,124.26平米,2008年建,相城,元和
湖滨花园(吴中区),450,万,27371,元/平米,4室2厅,低楼层,南,164.41平米,2004年建,吴中,郭巷
鑫苑国际城市花园(虎丘区),268,万,30113,元/平米,3室2厅,低楼层,南,89平米,2011年建,高新,枫桥
晋合水巷邻里,820,万,56945,元/平米,3室2厅,低楼层,东南,144平米,2011年建,工业园区,双湖
新城金郡南区二期,237,万,18261,元/平米,3室2厅,低楼层,南,129.79平米,2012年建,吴中,城南
仁恒棠悦湾,310,万,34832,元/平米,2室2厅,中楼层,南,89平米,2017年建,高新,横塘
伟业迎春乐家,145,万,17470,元/平米,2室2厅,高楼层,南,83平米,2016年建,吴江,太湖新城（吴江）
世茂运河城尚运苑,750,万,31915,元/平米,4室2厅,高楼层,南 北,235平米,未知年建,姑苏,沧浪新城
红鼎湾花园,185,万,20787,元/平米,3室2厅,中楼层,南,89平米,2013年建,相城,元和
花好月圆,248,万,18439,元/平米,3室2厅,低楼层,南 北,134.5平米,2012年建,相城,元和
吴宫丽都,669,万,35776,元/平米,4室2厅,中楼层,南,187平米,2006年建,高新,狮山
世茂运河城和茂苑一期,590,万,29649,元/平米,4室2厅,低楼层,南,199平米,2016年建,姑苏,沧浪新城
橡树湾花园,419,万,18626,元/平米,4室2厅,中楼层,南,224.96平米,未知年建,相城,活力岛
天筑家园北区,347,万,25742,元/平米,3室2厅,中楼层,南,134.8平米,2005年建,姑苏,平江新城
晨曦馨苑,328,万,23263,元/平米,4室2厅,中楼层,南,141平米,2008年建,相城,元和
太阳城缘邑,429,万,37918,元/平米,3室2厅,高楼层,南,113.14平米,2016年建,工业园区,东沙湖
苏悦广场,600,万,52729,元/平米,2室2厅,高楼层,东北,113.79平米,2015年建,工业园区,湖西CBD
世茂石湖湾,317,万,22324,元/平米,4室2厅,高楼层,南,142平米,2015年建,吴中,城南
南山柠檬花园柠府,200,万,21277,元/平米,3室2厅,中楼层,南,94平米,2017年建,高新,浒关
水岸逸景花园,318,万,23383,元/平米,3室2厅,低楼层,南 北,136平米,未知年建,高新,浒墅关经济技术开发区
万科北宸之光,245,万,25790,元/平米,3室2厅,低楼层,南,95平米,2017年建,相城,活力岛
南山柠檬花园柠府,185,万,19474,元/平米,3室2厅,低楼层,南 北,95平米,2017年建,高新,浒关
首开玖珑花园,205,万,22261,元/平米,2室2厅,高楼层,南,92.09平米,2016年建,吴江,太湖新城（吴江）
青剑湖花园B区,198,万,20625,元/平米,2室2厅,中楼层,南,96平米,2007年建,工业园区,青剑湖
中央景城,460,万,51055,元/平米,2室2厅,中楼层,南,90.1平米,2009年建,工业园区,白塘
小石城7区桂花园,280,万,20842,元/平米,3室2厅,低楼层,东,134.35平米,2014年建,吴中,城南
苏高新天之运,265,万,26612,元/平米,3室2厅,低楼层,南,99.58平米,2013年建,高新,枫桥
合景叠翠峰,245,万,27529,元/平米,3室2厅,中楼层,南,89平米,2015年建,吴中,尹山湖
现代花园,156,万,20161,元/平米,3室1厅,中楼层,南,77.38平米,1998年建,姑苏,葑门
翠湖湾,296,万,19735,元/平米,3室2厅,中楼层,南,149.99平米,2013年建,吴中,越溪
香城花园一区,195,万,19471,元/平米,2室2厅,低楼层,南,100.15平米,2005年建,相城,元和
招商学府1872,420,万,40506,元/平米,3室2厅,中楼层,南,103.69平米,2017年建,高新,狮山
苏州湾景苑,200,万,20488,元/平米,2室2厅,低楼层,南,97.62平米,未知年建,吴江,太湖新城（吴江）
嘉和丽园,235,万,18389,元/平米,3室2厅,高楼层,南,127.8平米,2005年建,相城,元和
阳光水榭花园,255,万,22174,元/平米,3室2厅,中楼层,南,115平米,2015年建,吴中,城南
玲珑湾花园四区,838,万,59378,元/平米,3室2厅,中楼层,南,141.13平米,2012年建,工业园区,玲珑
齐门人家,262,万,20722,元/平米,3室2厅,低楼层,南 北,126.44平米,2015年建,姑苏,平江新城
九龙仓碧堤半岛,408,万,29143,元/平米,3室2厅,中楼层,南,140平米,2014年建,吴中,尹山湖
梧桐公馆,218,万,18004,元/平米,3室2厅,高楼层,南,121.09平米,2013年建,高新,浒墅关经济技术开发区
路劲主场二三期,430,万,30280,元/平米,4室2厅,低楼层,南,142.01平米,2013年建,工业园区,湖东
新城花园,295,万,27705,元/平米,3室2厅,高楼层,暂无数据,106.48平米,1997年建,工业园区,湖西CBD
路劲主场二三期,375,万,32729,元/平米,3室2厅,中楼层,南 北,114.58平米,2012年建,工业园区,湖东
中梁天御三区,398,万,36107,元/平米,3室2厅,中楼层,南 北,110.23平米,2014年建,姑苏,平江新城
香城花园三区,206,万,21172,元/平米,4室2厅,高楼层,南,97.3平米,2008年建,相城,元和
星云汇生活广场,43,万,8959,元/平米,2室1厅,高楼层,南,48平米,2016年建,相城,元和
香城花园三区,250,万,23226,元/平米,5室2厅,高楼层,南 北,107.64平米,2008年建,相城,元和
内马路9-4号院,135,万,17229,元/平米,2室2厅,中楼层,南,78.36平米,2003年建,姑苏,南门
湄长新村,148,万,15645,元/平米,3室2厅,高楼层,南,94.6平米,1998年建,吴中,苏苑
旭辉悦庭,196,万,17884,元/平米,3室2厅,低楼层,南 北,109.6平米,2015年建,高新,浒关
世茂石湖湾,225,万,23118,元/平米,3室2厅,中楼层,南,97.33平米,2015年建,吴中,城南
恒基旭辉城,275,万,23598,元/平米,3室2厅,中楼层,南,116.54平米,2017年建,高新,浒墅关经济技术开发区
正荣悦岚山,165,万,20122,元/平米,3室2厅,低楼层,南 北,82平米,未知年建,高新,通安
尚景湾,169,万,18135,元/平米,2室2厅,高楼层,南 北,93.19平米,2015年建,相城,黄桥
新华苑,226,万,20828,元/平米,3室2厅,高楼层,南,108.51平米,2004年建,工业园区,娄葑
合景峰汇九期,200,万,22076,元/平米,3室2厅,低楼层,南,90.6平米,2012年建,相城,活力岛
天域东区,690,万,48757,元/平米,3室2厅,中楼层,南,141.52平米,2006年建,工业园区,湖西CBD
时代花园,240,万,21642,元/平米,4室2厅,高楼层,南,110.9平米,2002年建,高新,狮山
韵动汇,260,万,22299,元/平米,3室2厅,低楼层,南,116.6平米,2005年建,工业园区,娄葑
路劲主场二三期,428,万,30355,元/平米,3室1厅,高楼层,南,141平米,2013年建,工业园区,湖东
新城金郡北区,251,万,18189,元/平米,4室2厅,低楼层,南,138平米,2012年建,吴中,城南
